Severity,County,State,count
2,Columbiana,OH,17
2,Columbus,NC,39
2,Colusa,CA,639
2,Comal,TX,126
2,Comanche,OK,15
2,Comanche,TX,8
2,Concho,TX,6
2,Concordia,LA,2
2,Conecuh,AL,46
2,Conejos,CO,2
2,Contra Costa,CA,22803
2,Converse,WY,4
2,Conway,AR,36
2,Cook,GA,35
2,Cook,IL,18056
2,Cook,MN,4
2,Cooke,TX,5
2,Cooper,MO,39
2,Coos,NH,68
2,Coos,OR,1717
2,Coosa,AL,22
2,Copiah,MS,27
2,Cortland,NY,39
2,Coryell,TX,2
2,Coshocton,OH,6
2,Costilla,CO,3
2,Cottle,TX,1
2,Cotton,OK,2
2,Cottonwood,MN,196
2,Covington,AL,44
2,Covington,MS,26
2,Covington,VA,15
2,Covington City,VA,2
2,Coweta,GA,332
2,Cowley,KS,1
2,Cowlitz,WA,258
2,Craig,OK,9
2,Craig,VA,5
2,Craighead,AR,130
2,Crane,TX,3
2,Craven,NC,40
2,Crawford,AR,60
2,Crawford,GA,16
2,Crawford,IA,10
2,Crawford,IN,6
2,Crawford,KS,4
2,Crawford,MI,7
2,Crawford,MO,9
2,Crawford,OH,7
2,Crawford,PA,65
2,Crawford,WI,2
2,Creek,OK,109
2,Crenshaw,AL,42
2,Crisp,GA,21
2,Crittenden,AR,337
2,Crockett,TN,11
2,Crockett,TX,1
2,Crook,OR,515
2,Crook,WY,2
2,Crosby,TX,2
2,Cross,AR,1
2,Crow Wing,MN,524
2,Crowley,CO,6
2,Culberson,TX,6
2,Cullman,AL,689
2,Culpeper,VA,187
2,Cumberland,IL,7
2,Cumberland,ME,828
2,Cumberland,NC,351
2,Cumberland,NJ,341
2,Cumberland,PA,1196
2,Cumberland,TN,81
2,Cumberland,VA,26
2,Cuming,NE,2
2,Currituck,NC,22
2,Curry,NM,4
2,Curry,OR,847
2,Custer,CO,3
2,Custer,ID,4
2,Custer,MT,16
2,Custer,NE,2
2,Custer,OK,3
2,Cuyahoga,OH,4984
2,Dade,GA,36
2,Daggett,UT,61
2,Dakota,MN,5791
2,Dakota,NE,16
2,Dale,AL,175
2,Dallam,TX,1
2,Dallas,AL,64
2,Dallas,AR,5
2,Dallas,IA,293
2,Dallas,MO,2
2,Dallas,TX,55516
2,Dane,WI,1662
2,Danville,VA,6
2,Danville City,VA,6
2,Dare,NC,20
2,Darke,OH,72
2,Darlington,SC,2061
2,Dauphin,PA,1270
2,Davidson,NC,198
2,Davidson,TN,42141
2,Davie,NC,112
2,Daviess,IN,5
2,Daviess,KY,7
2,Daviess,MO,10
2,Davis,IA,9
2,Davis,UT,3749
2,Davison,SD,3
2,Dawson,GA,74
2,Dawson,MT,31
2,Dawson,NE,11
2,Dawson,TX,4
2,De Baca,NM,2
2,De Soto,FL,31
2,De Soto,LA,4
2,De Witt,IL,4
2,DeKalb,AL,59
2,DeKalb,GA,4515
2,DeKalb,IL,60
2,DeKalb,IN,9
2,DeKalb,MO,4
2,DeKalb,TN,7
2,DeSoto,FL,109
2,DeSoto,MS,318
2,DeWitt,TX,3
2,Deaf Smith,TX,2
2,Dearborn,IN,131
2,Decatur,GA,12
2,Decatur,IA,13
2,Decatur,IN,16
2,Decatur,TN,5
2,Deer Lodge,MT,17
2,Defiance,OH,3
2,Dekalb,GA,248
2,Dekalb,IL,11
2,Del Norte,CA,535
2,Delaware,IA,12
2,Delaware,IN,46
2,Delaware,NY,95
2,Delaware,OH,2728
2,Delaware,OK,5
2,Delaware,PA,2194
2,Delta,CO,13
2,Delta,MI,3
2,Delta,TX,3
2,Denton,TX,1162
2,Denver,CO,8477
2,Des Moines,IA,15
2,Deschutes,OR,4561
2,Desha,AR,5
2,Desoto,MS,5
2,Deuel,NE,8
2,Dewitt,IL,1
2,Dickenson,VA,13
2,Dickey,ND,4
2,Dickinson,IA,9
2,Dickinson,MI,1
2,Dickson,TN,72
2,Dillon,SC,1009
2,Dimmit,TX,1
2,Dinwiddie,VA,472
2,District Of Columbia,DC,197
2,District Of Columbia,MD,1
2,District of Columbia,DC,4443
2,Dixie,FL,56
2,Doddridge,WV,10
2,Dodge,GA,12
2,Dodge,MN,189
2,Dodge,NE,36
2,Dodge,WI,30
2,Dolores,CO,2
2,Doniphan,KS,1
2,Dooly,GA,48
2,Door,WI,4
2,Dorchester,MD,103
2,Dorchester,SC,4097
2,Dougherty,GA,94
2,Douglas,CO,1269
2,Douglas,GA,374
2,Douglas,IL,2
2,Douglas,KS,13
2,Douglas,MN,515
2,Douglas,NE,15933
2,Douglas,NV,665
2,Douglas,OR,5207
2,Douglas,WA,13
2,Douglas,WI,28
2,Doña Ana,NM,43
2,Do�a Ana,NM,25
2,Drew,AR,8
2,DuPage,IL,17513
2,Dubois,IN,9
2,Dubuque,IA,57
2,Duchesne,UT,306
2,Dukes,MA,3
2,Dundy,NE,1
2,Dunklin,MO,1
2,Dunn,ND,7
2,Dunn,WI,49
2,Dupage,IL,7835
2,Duplin,NC,35
2,Durham,NC,1336
2,Dutchess,NY,4971
2,Duval,FL,10265
2,Dyer,TN,14
2,Eagle,CO,95
2,Early,GA,10
2,East Baton Rouge,LA,38798
2,East Feliciana,LA,15
2,Eastland,TX,5
2,Eaton,MI,152
2,Eau Claire,WI,96
2,Echols,GA,2
2,Ector,TX,15
2,Eddy,NM,9
2,Edgecombe,NC,50
2,Edgefield,SC,597
2,Edmonson,KY,2
2,Edwards,TX,3
2,Effingham,GA,49
2,Effingham,IL,28
2,El Dorado,CA,4907
2,El Paso,CO,4913
2,El Paso,TX,10861
2,Elbert,CO,33
2,Elbert,GA,24
2,Elk,PA,200
2,Elkhart,IN,37
2,Elko,NV,387
2,Ellis,KS,2
2,Ellis,TX,171
2,Ellsworth,KS,8
2,Elmore,AL,589
2,Elmore,ID,129
2,Emanuel,GA,30
2,Emery,UT,339
2,Emmet,MI,4
2,Emmons,ND,6
2,Emporia,VA,30
2,Erath,TX,8
2,Erie,NY,3042
2,Erie,OH,23
2,Erie,PA,200
2,Escambia,AL,97
2,Escambia,FL,5461
2,Esmeralda,NV,46
2,Essex,MA,2796
2,Essex,NJ,6140
2,Essex,NY,28
2,Essex,VA,94
2,Essex,VT,5
2,Etowah,AL,72
2,Eureka,NV,59
2,Evangeline,LA,2
2,Evans,GA,12
2,Fairfax,VA,617
2,Fairfax City,VA,110
2,Fairfax County,VA,8939
2,Fairfield,CT,5255
2,Fairfield,OH,243
2,Fairfield,SC,827
2,Falls,TX,2
2,Falls Church,VA,2
2,Falls Church City,VA,5
2,Fannin,GA,1
2,Fannin,TX,2
2,Faribault,MN,261
2,Faulkner,AR,56
2,Fauquier,VA,613
2,Fayette,AL,23
2,Fayette,GA,168
2,Fayette,IA,10
2,Fayette,IL,5
2,Fayette,IN,8
2,Fayette,KY,3504
2,Fayette,OH,16
2,Fayette,PA,115
2,Fayette,TN,36
2,Fayette,TX,16
2,Fayette,WV,21
2,Fentress,TN,4
2,Fergus,MT,14
2,Ferry,WA,9
2,Fillmore,MN,228
2,Fillmore,NE,2
2,Finney,KS,2
2,Fisher,TX,2
2,Flagler,FL,328
2,Flathead,MT,406
2,Fleming,KY,1
2,Florence,SC,5278
2,Florence,WI,2
2,Floyd,GA,57
2,Floyd,IA,18
2,Floyd,IN,158
2,Floyd,KY,1
2,Floyd,VA,27
2,Fluvanna,VA,39
2,Fond Du Lac,WI,2
2,Fond du Lac,WI,65
2,Ford,IL,4
2,Ford,KS,7
2,Forest,PA,7
2,Forrest,MS,717
2,Forsyth,GA,310
2,Forsyth,NC,1747
2,Fort Bend,TX,1112
2,Foster,ND,3
2,Fountain,IN,8
2,Franklin,AL,14
2,Franklin,AR,12
2,Franklin,FL,14
2,Franklin,GA,91
2,Franklin,IA,26
2,Franklin,ID,5
2,Franklin,IL,17
2,Franklin,IN,5
2,Franklin,KS,4
2,Franklin,KY,18
2,Franklin,LA,3
2,Franklin,MA,133
2,Franklin,ME,18
2,Franklin,MO,112
2,Franklin,MS,1
2,Franklin,NC,90
2,Franklin,NY,8
2,Franklin,OH,8186
2,Franklin,PA,286
2,Franklin,TN,40
2,Franklin,TX,1
2,Franklin,VA,19
2,Franklin,VT,27
2,Franklin,WA,13
2,Franklin City,VA,6
2,Franklin County,VA,272
2,Frederick,MD,3956
2,Frederick,VA,619
2,Fredericksburg,VA,306
2,Fredericksburg City,VA,5
2,Freeborn,MN,697
2,Freestone,TX,9
2,Fremont,CO,74
2,Fremont,IA,22
2,Fremont,ID,24
2,Fremont,WY,1
2,Fresno,CA,13254
2,Frio,TX,3
2,Frontier,NE,1
2,Fulton,GA,16545
2,Fulton,IL,2
2,Fulton,IN,6
2,Fulton,NY,10
2,Fulton,OH,28
2,Fulton,PA,180
2,Gadsden,FL,584
2,Gage,NE,11
2,Gaines,TX,1
2,Galax,VA,4
2,Galax City,VA,2
2,Gallatin,KY,4
2,Gallatin,MT,351
2,Gallia,OH,2
2,Galveston,TX,150
2,Garfield,CO,94
2,Garfield,MT,1
2,Garfield,OK,7
2,Garfield,UT,263
2,Garland,AR,31
2,Garrard,KY,2
2,Garrett,MD,68
2,Garvin,OK,9
2,Garza,TX,5
2,Gasconade,MO,4
2,Gaston,NC,380
2,Gates,NC,6
2,Geary,KS,1
2,Geauga,OH,505
2,Gem,ID,9
2,Genesee,MI,26363
2,Genesee,NY,338
2,Geneva,AL,70
2,Gentry,MO,2
2,George,MS,23
2,Georgetown,SC,1733
2,Gibson,IN,29
2,Gibson,TN,4
2,Gila,AZ,429
2,Gilchrist,FL,85
2,Giles,TN,39
2,Giles,VA,41
2,Gillespie,TX,15
2,Gilliam,OR,577
2,Gilmer,GA,29
2,Gilmer,WV,1
2,Gilpin,CO,24
2,Glacier,MT,18
2,Glades,FL,71
2,Glasscock,TX,3
2,Glenn,CA,569
2,Gloucester,NJ,1618
2,Gloucester,VA,287
2,Glynn,GA,90
2,Gogebic,MI,2
2,Golden Valley,MT,1
2,Golden Valley,ND,6
2,Goliad,TX,12
2,Gonzales,TX,10
2,Goochland,VA,363
2,Goodhue,MN,938
2,Gooding,ID,28
2,Gordon,GA,97
2,Goshen,WY,3
2,Grady,GA,8
2,Grady,OK,7
2,Grafton,NH,299
2,Graham,AZ,66
2,Graham,NC,8
2,Grainger,TN,9
2,Grand,CO,26
2,Grand,UT,287
2,Grand Forks,ND,30
2,Grand Isle,VT,6
2,Grand Traverse,MI,5
2,Granite,MT,22
2,Grant,AR,21
2,Grant,IN,34
2,Grant,KY,16
2,Grant,MN,125
2,Grant,ND,1
2,Grant,NM,10
2,Grant,OR,859
2,Grant,WA,30
2,Grant,WI,6
2,Granville,NC,107
2,Gratiot,MI,16
2,Graves,KY,1
2,Gray,KS,1
2,Grays Harbor,WA,369
2,Grayson,KY,1
2,Grayson,TX,55
2,Grayson,VA,19
2,Green,WI,13
2,Green Lake,WI,3
2,Greenbrier,WV,21
2,Greene,AL,99
2,Greene,AR,17
2,Greene,GA,82
2,Greene,IL,3
2,Greene,IN,11
2,Greene,MO,2663
2,Greene,MS,8
2,Greene,NC,14
2,Greene,NY,215
2,Greene,OH,390
2,Greene,PA,70
2,Greene,TN,49
2,Greene,VA,80
2,Greenlee,AZ,45
2,Greensville,VA,96
2,Greenup,KY,2
2,Greenville,SC,29215
2,Greenwood,SC,2643
2,Greer,OK,2
2,Gregg,TX,169
2,Grenada,MS,7
2,Griggs,ND,2
2,Grimes,TX,13
2,Grundy,IA,16
2,Grundy,IL,64
2,Grundy,TN,27
2,Guadalupe,NM,38
2,Guadalupe,TX,74
2,Guernsey,OH,24
2,Guilford,NC,2550
2,Gulf,FL,36
2,Gunnison,CO,33
2,Guthrie,IA,2
2,Gwinnett,GA,2042
2,Habersham,GA,91
2,Hale,AL,30
2,Hale,TX,4
2,Halifax,NC,89
2,Halifax,VA,114
2,Hall,GA,345
2,Hall,NE,21
2,Hall,TX,1
2,Hamblen,TN,23
2,Hamilton,FL,218
2,Hamilton,IA,47
2,Hamilton,IN,366
2,Hamilton,NE,19
2,Hamilton,NY,8
2,Hamilton,OH,5552
2,Hamilton,TN,5485
2,Hamilton,TX,1
2,Hampden,MA,378
2,Hampshire,MA,171
2,Hampshire,WV,4
2,Hampton,SC,346
2,Hampton,VA,628
2,Hampton City,VA,2
2,Hancock,GA,5
2,Hancock,IA,1
2,Hancock,IL,2
2,Hancock,IN,134
2,Hancock,ME,50
2,Hancock,MS,79
2,Hancock,OH,55
2,Hancock,TN,2
2,Hancock,WV,1
2,Hand,SD,1
2,Hanover,VA,719
2,Haralson,GA,61
2,Hardee,FL,335
2,Hardeman,TN,4
2,Hardeman,TX,1
2,Hardin,IA,11
2,Hardin,KY,40
2,Hardin,OH,4
2,Hardin,TN,2
2,Hardin,TX,3
2,Hardy,WV,6
2,Harford,MD,2620
2,Harford,PA,2
2,Harnett,NC,178
2,Harney,OR,532
2,Harris,GA,43
2,Harris,TX,94135
2,Harrison,IA,21
2,Harrison,IN,12
2,Harrison,KY,1
2,Harrison,MO,7
2,Harrison,MS,417
2,Harrison,OH,8
2,Harrison,TX,17
2,Harrison,WV,79
2,Harrisonburg,VA,153
2,Harrisonburg City,VA,4
2,Hart,GA,25
2,Hart,KY,8
2,Hartford,CT,5451
2,Hartley,TX,1
2,Harvey,KS,1
2,Haskell,TX,1
2,Hawkins,TN,16
2,Hays,TX,329
2,Haywood,NC,307
2,Haywood,TN,29
2,Heard,GA,29
2,Hempstead,AR,23
2,Henderson,IL,2
2,Henderson,KY,9
2,Henderson,NC,293
2,Henderson,TN,10
2,Henderson,TX,3
2,Hendricks,IN,1078
2,Hendry,FL,224
2,Hennepin,MN,23065
2,Henrico,VA,9133
2,Henry,AL,48
2,Henry,GA,677
2,Henry,IA,28
2,Henry,IL,18
2,Henry,IN,89
2,Henry,KY,7
2,Henry,OH,4
2,Henry,TN,3
2,Henry,VA,354
2,Herkimer,NY,149
2,Hernando,FL,3936
2,Hertford,NC,14
2,Hickman,TN,46
2,Hidalgo,NM,7
2,Hidalgo,TX,185
2,Highland,OH,17
2,Highland,VA,7
2,Highlands,FL,711
2,Hill,MT,11
2,Hill,TX,19
2,Hillsborough,FL,17707
2,Hillsborough,NH,2186
2,Hinds,MS,947
2,Hinsdale,CO,2
2,Hitchcock,NE,2
2,Hocking,OH,14
2,Hockley,TX,2
2,Hoke,NC,20
2,Holmes,FL,186
2,Holmes,MS,5
2,Holmes,OH,13
2,Holt,MO,5
2,Holt,NE,2
2,Hood,TX,9
2,Hood River,OR,661
2,Hopewell,VA,14
2,Hopewell City,VA,1
2,Hopkins,KY,1
2,Hopkins,TX,3
2,Horry,SC,12216
2,Hot Spring,AR,61
2,Hot Springs,WY,3
2,Houghton,MI,7
2,Houston,AL,657
2,Houston,GA,237
2,Houston,MN,142
2,Houston,TN,4
2,Houston,TX,20
2,Howard,IA,6
2,Howard,IN,300
2,Howard,MD,1773
2,Howard,MO,2
2,Howard,NE,1
2,Howard,TX,16
2,Howell,MO,1
2,Hubbard,MN,210
2,Hudson,NJ,3584
2,Hudspeth,TX,4
2,Huerfano,CO,25
2,Hughes,SD,1
2,Humboldt,CA,2211
2,Humboldt,IA,5
2,Humboldt,NV,43
2,Humphreys,MS,1
2,Humphreys,TN,31
2,Hunt,TX,20
2,Hunterdon,NJ,468
2,Huntingdon,PA,283
2,Huntington,IN,7
2,Huron,MI,3
2,Huron,OH,6
2,Hutchinson,SD,3
2,Hutchinson,TX,5
2,Hyde,NC,3
2,Iberia,LA,5
2,Iberville,LA,64
2,Ida,IA,7
2,Idaho,ID,36
2,Imperial,CA,80
2,Independence,AR,5
2,Indian River,FL,425
2,Indiana,PA,88
2,Ingham,MI,637
2,Inyo,CA,410
2,Ionia,MI,25
2,Iosco,MI,6
2,Iowa,IA,65
2,Iowa,WI,20
2,Iredell,NC,656
2,Iron,MI,3
2,Iron,MO,1
2,Iron,UT,912
2,Iroquois,IL,38
2,Irwin,GA,8
2,Isabella,MI,23
2,Isanti,MN,275
2,Island,WA,163
2,Isle Of Wight,VA,9
2,Isle of Wight,VA,215
2,Itasca,MN,367
2,Itawamba,MS,5
2,Jack,TX,1
2,Jackson,AL,79
2,Jackson,AR,10
2,Jackson,CO,14
2,Jackson,FL,561
2,Jackson,GA,292
2,Jackson,IA,16
2,Jackson,IL,3
2,Jackson,IN,62
2,Jackson,KS,1
2,Jackson,LA,1
2,Jackson,MI,328
2,Jackson,MN,358
2,Jackson,MO,5378
2,Jackson,MS,383
2,Jackson,NC,35
2,Jackson,OH,25
2,Jackson,OK,2
2,Jackson,OR,5670
2,Jackson,SD,1
2,Jackson,TN,2
2,Jackson,TX,3
2,Jackson,WI,40
2,Jackson,WV,58
2,James City,VA,173
2,Jasper,GA,7
2,Jasper,IA,121
2,Jasper,IL,6
2,Jasper,IN,68
2,Jasper,MO,63
2,Jasper,SC,1156
2,Jasper,TX,2
2,Jay,IN,6
2,Jeff Davis,GA,9
2,Jefferson,AL,5523
2,Jefferson,AR,78
2,Jefferson,CO,3120
2,Jefferson,FL,204
2,Jefferson,GA,13
2,Jefferson,IA,21
2,Jefferson,ID,20
2,Jefferson,IL,31
2,Jefferson,IN,2
2,Jefferson,KY,5814
2,Jefferson,LA,627
2,Jefferson,MO,824
2,Jefferson,MS,3
2,Jefferson,MT,98
2,Jefferson,NY,14
2,Jefferson,OH,5
2,Jefferson,OR,1247
2,Jefferson,PA,48
2,Jefferson,TN,73
2,Jefferson,TX,45
2,Jefferson,WA,230
2,Jefferson,WI,68
2,Jefferson,WV,30
2,Jefferson Davis,LA,22
2,Jefferson Davis,MS,1
2,Jenkins,GA,5
2,Jennings,IN,3
2,Jerome,ID,144
2,Jessamine,KY,10
2,Jim Wells,TX,6
2,Jo Daviess,IL,16
2,Johnson,AR,13
2,Johnson,GA,4
2,Johnson,IA,330
2,Johnson,IL,6
2,Johnson,IN,201
2,Johnson,KS,3113
2,Johnson,KY,1
2,Johnson,MO,3
2,Johnson,NE,2
2,Johnson,TN,6
2,Johnson,TX,87
2,Johnson,WY,6
2,Johnston,NC,1386
2,Jones,GA,10
2,Jones,IA,16
2,Jones,MS,47
2,Jones,NC,7
2,Jones,SD,1
2,Jones,TX,1
2,Josephine,OR,2450
2,Juab,UT,455
2,Judith Basin,MT,4
2,Juneau,WI,46
2,Juniata,PA,186
2,Kalamazoo,MI,397
2,Kalkaska,MI,1
2,Kanabec,MN,128
2,Kanawha,WV,925
2,Kandiyohi,MN,470
2,Kane,IL,5101
2,Kane,UT,99
2,Kankakee,IL,48
2,Kaufman,TX,254
2,Kay,OK,4
2,Keith,NE,4
2,Kemper,MS,3
2,Kendall,IL,52
2,Kendall,TX,9
2,Kennebec,ME,212
2,Kenosha,IL,1
2,Kenosha,WI,188
2,Kent,DE,149
2,Kent,MD,45
2,Kent,MI,14509
2,Kent,RI,843
2,Kent,TX,1
2,Kenton,KY,2759
2,Keokuk,IA,7
2,Kern,CA,14664
2,Kerr,TX,7
2,Kershaw,SC,2211
2,Kewaunee,WI,3
2,Kidder,ND,12
2,Kimball,NE,15
2,Kimble,TX,17
2,King,WA,26902
2,King And Queen,VA,2
2,King George,VA,157
2,King William,VA,64
2,King and Queen,VA,21
2,Kings,CA,1748
2,Kings,NY,5497
2,Kingsbury,SD,1
2,Kinney,TX,4
2,Kiowa,CO,9
2,Kiowa,KS,3
2,Kiowa,OK,1
2,Kit Carson,CO,8
2,Kitsap,WA,778
2,Kittitas,WA,38
2,Klamath,OR,3916
2,Kleberg,TX,2
2,Klickitat,WA,115
2,Knox,IL,5
2,Knox,IN,19
2,Knox,ME,16
2,Knox,OH,22
2,Knox,TN,1156
2,Knox,TX,2
2,Koochiching,MN,81
2,Kootenai,ID,294
2,Kosciusko,IN,9
2,Kossuth,IA,4
2,La Crosse,WI,72
2,La Paz,AZ,212
2,La Plata,CO,11
2,La Porte,IN,3
2,La Salle,IL,11
2,La Salle,TX,2
2,LaGrange,IN,10
2,LaMoure,ND,4
2,LaPorte,IN,41
2,LaSalle,IL,80
2,Labette,KS,3
2,Lac qui Parle,MN,31
2,Lackawanna,PA,221
2,Laclede,MO,42
2,Lafayette,AR,2
2,Lafayette,FL,14
2,Lafayette,LA,10549
2,Lafayette,MO,98
2,Lafayette,MS,222
2,Lafayette,WI,3
2,Lafourche,LA,19
2,Lagrange,IN,1
2,Lake,CA,1945
2,Lake,CO,19
2,Lake,FL,2070
2,Lake,IL,15821
2,Lake,IN,869
2,Lake,MI,4
2,Lake,MN,26
2,Lake,MT,99
2,Lake,OH,186
2,Lake,OR,803
2,Lake,SD,3
2,Lake of the Woods,MN,11
2,Lamar,AL,17
2,Lamar,GA,34
2,Lamar,MS,450
2,Lamar,TX,3
2,Lamb,TX,8
2,Lamoille,VT,12
2,Lampasas,TX,6
2,Lancaster,NE,169
2,Lancaster,PA,13641
2,Lancaster,SC,2372
2,Lancaster,VA,46
2,Lander,NV,56
2,Lane,OR,6889
2,Langlade,WI,10
2,Lapeer,MI,53
2,Laramie,WY,24
2,Larimer,CO,415
2,Larue,KY,5
2,Las Animas,CO,20
2,Lassen,CA,718
2,Latah,ID,25
2,Lauderdale,AL,53
2,Lauderdale,MS,39
2,Lauderdale,TN,3
2,Laurel,KY,8
2,Laurens,GA,51
2,Laurens,SC,2580
2,Lavaca,TX,3
2,Lawrence,AL,47
2,Lawrence,AR,12
2,Lawrence,IL,2
2,Lawrence,IN,3
2,Lawrence,KY,1
2,Lawrence,MO,27
2,Lawrence,MS,1
2,Lawrence,OH,1
2,Lawrence,PA,167
2,Lawrence,TN,31
2,Le Flore,OK,1
2,Le Sueur,MN,346
2,Lea,NM,33
2,Leavenworth,KS,10
2,Lebanon,PA,802
2,Lee,AL,310
2,Lee,FL,12916
2,Lee,GA,19
2,Lee,IA,18
2,Lee,IL,20
2,Lee,KY,1
2,Lee,MS,29
2,Lee,NC,56
2,Lee,SC,651
2,Lee,TX,9
2,Lee,VA,36
2,Leelanau,MI,1
2,Leflore,MS,3
2,Lehigh,PA,1645
2,Lemhi,ID,7
2,Lenawee,MI,13
2,Lenoir,NC,39
2,Leon,FL,3462
2,Leon,TX,12
2,Leslie,KY,1
2,Letcher,KY,1
2,Levy,FL,271
2,Lewis,ID,12
2,Lewis,KY,1
2,Lewis,MO,2
2,Lewis,NY,1
2,Lewis,TN,5
2,Lewis,WA,238
2,Lewis,WV,39
2,Lewis and Clark,MT,200
2,Lexington,SC,9960
2,Liberty,FL,67
2,Liberty,GA,71
2,Liberty,TX,13
2,Licking,OH,390
2,Limestone,AL,1199
2,Limestone,TX,3
2,Lincoln,AR,6
2,Lincoln,CO,8
2,Lincoln,GA,13
2,Lincoln,ID,12
2,Lincoln,LA,6
2,Lincoln,ME,31
2,Lincoln,MN,5
2,Lincoln,MO,20
2,Lincoln,MS,17
2,Lincoln,MT,39
2,Lincoln,NC,62
2,Lincoln,NE,26
2,Lincoln,NM,15
2,Lincoln,NV,112
2,Lincoln,OK,16
2,Lincoln,OR,1930
2,Lincoln,SD,12
2,Lincoln,TN,10
2,Lincoln,WA,13
2,Lincoln,WI,13
2,Lincoln,WV,3
2,Lincoln,WY,5
2,Linn,IA,458
2,Linn,OR,3791
2,Litchfield,CT,224
2,Live Oak,TX,1
2,Livingston,IL,12
2,Livingston,KY,2
2,Livingston,LA,148
2,Livingston,MI,549
2,Livingston,MO,3
2,Livingston,NY,67
2,Llano,TX,7
2,Logan,CO,13
2,Logan,IL,14
2,Logan,KY,5
2,Logan,ND,2
2,Logan,NE,3
2,Logan,OH,7
2,Logan,OK,25
2,Logan,WV,7
2,Long,GA,9
2,Lonoke,AR,111
2,Lorain,OH,210
2,Los Alamos,NM,1
2,Los Angeles,CA,213575
2,Loudon,TN,77
2,Loudoun,VA,5747
2,Louisa,IA,5
2,Louisa,VA,170
2,Love,OK,4
2,Loving,TX,1
2,Lowndes,AL,187
2,Lowndes,GA,92
2,Lowndes,MS,8
2,Lubbock,TX,15
2,Lucas,IA,6
2,Lucas,OH,1039
2,Lumpkin,GA,8
2,Luna,NM,51
2,Lunenburg,VA,57
2,Luzerne,PA,287
2,Lycoming,PA,979
2,Lyman,SD,1
2,Lynchburg,VA,67
2,Lynchburg City,VA,21
2,Lyon,IA,3
2,Lyon,KS,11
2,Lyon,KY,3
2,Lyon,MN,348
2,Lyon,NV,539
2,Mackinac,MI,4
2,Macomb,MI,2128
2,Macon,AL,118
2,Macon,GA,8
2,Macon,IL,23
2,Macon,MO,2
2,Macon,NC,24
2,Macon,TN,3
2,Macon-Bibb County,GA,292
2,Macoupin,IL,4
2,Madera,CA,3467
2,Madison,AL,5556
2,Madison,AR,4
2,Madison,FL,247
2,Madison,GA,10
2,Madison,IA,10
2,Madison,ID,10
2,Madison,IL,190
2,Madison,IN,179
2,Madison,KY,21
2,Madison,LA,10
2,Madison,MO,3
2,Madison,MS,192
2,Madison,MT,27
2,Madison,NC,16
2,Madison,NE,2
2,Madison,NY,131
2,Madison,OH,87
2,Madison,TN,52
2,Madison,TX,4
2,Madison,VA,45
2,Mahaska,IA,19
2,Mahnomen,MN,49
2,Mahoning,OH,97
2,Malheur,OR,1824
2,Manassas,VA,59
2,Manassas City,VA,5
2,Manassas Park,VA,11
2,Manatee,FL,7537
2,Manistee,MI,6
2,Manitowoc,WI,9
2,Marathon,WI,156
2,Marengo,AL,9
2,Maricopa,AZ,47335
2,Marin,CA,7396
2,Marinette,WI,6
2,Marion,AL,58
2,Marion,FL,3668
2,Marion,GA,4
2,Marion,IA,15
2,Marion,IL,7
2,Marion,IN,15363
2,Marion,KY,1
2,Marion,MO,11
2,Marion,MS,3
2,Marion,OH,12
2,Marion,OR,5288
2,Marion,SC,769
2,Marion,TN,165
2,Marion,TX,6
2,Marion,WV,64
2,Mariposa,CA,602
2,Marlboro,SC,798
2,Marquette,MI,1
2,Marquette,WI,12
2,Marshall,AL,111
2,Marshall,IA,20
2,Marshall,IL,6
2,Marshall,IN,14
2,Marshall,KY,1
2,Marshall,MN,7
2,Marshall,MS,10
2,Marshall,TN,27
2,Marshall,WV,3
2,Martin,FL,827
2,Martin,IN,11
2,Martin,MN,264
2,Martin,NC,12
2,Martin,TX,6
2,Martinsville,VA,4
2,Martinsville City,VA,3
2,Mason,IL,8
2,Mason,KY,4
2,Mason,MI,4
2,Mason,TX,2
2,Mason,WA,284
2,Mason,WV,8
2,Massac,IL,8
2,Mathews,VA,24
2,Maury,TN,37
2,Maverick,TX,4
2,Mayes,OK,14
2,McClain,OK,60
2,McCone,MT,2
2,McCormick,SC,212
2,McCracken,KY,7
2,McCreary,KY,1
2,McCurtain,OK,1
2,McDonald,MO,1
2,McDonough,IL,6
2,McDowell,NC,82
2,McDuffie,GA,33
2,McHenry,IL,208
2,McHenry,ND,10
2,McIntosh,GA,35
2,McIntosh,ND,3
2,McIntosh,OK,3
2,McKean,PA,285
2,McKenzie,ND,28
2,McKinley,NM,67
2,McLean,IL,37
2,McLean,ND,3
2,McLennan,TX,77
2,McLeod,MN,428
2,McMinn,TN,63
2,McMullen,TX,1
2,McPherson,KS,2
2,Mcclain,OK,4
2,Mccormick,SC,48
2,Mcduffie,GA,1
2,Mchenry,IL,92
2,Mcintosh,GA,1
2,Mcintosh,OK,1
2,Mckean,PA,10
2,Mclean,IL,1
2,Mclennan,TX,18
2,Mcleod,MN,6
2,Meade,KY,2
2,Mecklenburg,NC,86895
2,Mecklenburg,VA,273
2,Mecosta,MI,21
2,Medina,OH,120
2,Medina,TX,4
2,Meeker,MN,326
2,Meigs,OH,7
2,Meigs,TN,9
2,Menard,IL,4
2,Menard,TX,2
2,Mendocino,CA,2829
2,Menifee,KY,1
2,Menominee,WI,1
2,Merced,CA,4787
2,Mercer,IL,1
2,Mercer,KY,1
2,Mercer,MO,5
2,Mercer,NJ,2152
