ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
A-3339225,2,40.196747,-75.523118,Royersford,Montgomery,PA,40.0,40.0,65.0,30.05,10.0,0.0,0.0
A-596460,2,34.961571,-81.987648,Spartanburg,Spartanburg,SC,79.0,79.0,78.0,29.28,10.0,0.0,0.0
A-2364724,3,44.769917,-93.28846,Burnsville,Dakota,MN,10.0,-6.5,84.0,29.91,1.5,15.0,0.01
A-1222117,3,47.223888,-122.463684,Tacoma,Pierce,WA,66.0,66.0,71.0,29.37,10.0,17.0,0.0
A-983452,2,30.218103,-97.692139,Austin,Travis,TX,57.0,57.0,89.0,29.43,10.0,0.0,0.0
A-3167092,2,39.410316,-123.747023,Fort Bragg,Mendocino,CA,54.0,54.0,47.0,29.36,10.0,0.0,0.0
A-701272,2,29.655455,-95.491882,Houston,Harris,TX,85.0,85.0,77.0,29.92,10.0,6.0,0.0
A-1010654,2,35.35812,-97.547638,Oklahoma City,Cleveland,OK,37.0,31.0,44.0,28.95,10.0,8.0,0.0
A-1465595,2,33.949718,-79.026352,Conway,Horry,SC,50.0,50.0,94.0,29.96,7.0,0.0,0.0
A-831428,3,34.219315,-80.615524,Camden,Kershaw,SC,77.0,77.0,57.0,29.76,10.0,7.0,0.0
A-1004143,2,44.053173,-123.101189,Eugene,Lane,OR,38.0,38.0,97.0,29.53,0.25,0.0,0.0
A-4186050,4,27.46253,-82.602185,Bradenton,Manatee,FL,79.0,79.0,62.0,30.0,10.0,9.0,0.0
A-4216349,2,25.906782,-80.20992,Miami,Miami-Dade,FL,87.0,87.0,67.0,30.1,10.0,16.0,0.0
A-1282304,3,40.998074,-75.269669,Stroudsburg,Monroe,PA,85.0,85.0,63.0,27.95,10.0,8.0,0.0
A-609310,3,33.580376,-117.671654,Mission Viejo,Orange,CA,87.0,87.0,32.0,29.75,9.0,8.0,0.0
A-1097266,2,33.480621,-86.839531,Birmingham,Jefferson,AL,33.0,27.0,82.0,29.63,10.0,7.0,0.0
A-1242610,2,29.703705,-95.58786,Houston,Harris,TX,85.0,85.0,85.0,29.94,10.0,5.0,0.0
A-1397174,2,35.204681,-89.751823,Lakeland,Shelby,TN,66.0,66.0,94.0,29.56,2.0,6.0,0.0
A-3921611,4,39.7987,-78.24373,Warfordsburg,Fulton,PA,36.0,26.7,67.0,30.2,10.0,15.0,0.0
A-665881,3,30.439161,-91.179314,Baton Rouge,East Baton Rouge,LA,78.0,78.0,93.0,29.63,9.0,13.0,0.03
A-3071053,2,32.845387,-79.985053,North Charleston,Charleston,SC,69.0,69.0,90.0,29.85,10.0,8.0,0.0
A-601623,2,28.546459,-81.506088,Orlando,Orange,FL,90.0,90.0,54.0,29.87,10.0,7.0,0.0
A-3559579,2,34.0122,-118.4186,Los Angeles,Los Angeles,CA,71.0,71.0,59.0,29.74,10.0,8.0,0.0
A-3393991,2,39.218949,-76.658123,Linthicum Heights,Anne Arundel,MD,63.0,63.0,54.0,30.18,10.0,5.0,0.0
A-3419282,2,26.30158,-80.2434,Pompano Beach,Broward,FL,77.0,77.0,64.0,30.13,10.0,13.0,0.0
A-578717,2,26.650845,-80.174202,West Palm Beach,Palm Beach,FL,76.0,76.0,94.0,29.77,3.0,25.0,0.14
A-3386662,2,33.77818,-117.867403,Orange,Orange,CA,57.0,57.0,55.0,29.95,7.0,3.0,0.0
A-1062678,2,29.599689,-95.286423,Houston,Harris,TX,78.0,78.0,87.0,29.85,10.0,5.0,0.0
A-3816689,2,28.19292,-82.38126,Wesley Chapel,Pasco,FL,88.0,88.0,66.0,29.99,10.0,9.0,0.0
A-1109600,2,29.843124,-95.185463,Houston,Harris,TX,54.0,54.0,93.0,30.19,10.0,16.0,0.0
A-1004535,2,41.625469,-73.774406,Lagrangeville,Dutchess,NY,34.0,29.0,50.0,30.17,10.0,6.0,0.0
A-1343283,2,32.837456,-96.942703,Irving,Dallas,TX,73.0,73.0,76.0,29.14,10.0,7.0,0.0
A-2987115,2,40.996183,-74.097641,Ho Ho Kus,Bergen,NJ,69.0,69.0,81.0,30.19,10.0,8.0,0.0
A-1000201,3,25.942879,-80.187675,Miami,Miami-Dade,FL,57.0,57.0,83.0,30.1,10.0,0.0,0.0
A-2863122,2,41.55901,-72.91948,Cheshire,New Haven,CT,27.0,20.5,81.0,29.84,1.8,5.8,0.0
A-3731814,2,33.725581,-117.804117,Tustin,Orange,CA,58.0,58.0,75.0,29.94,7.0,3.0,0.0
A-3025826,2,46.087185,-95.889004,Ashby,Grant,MN,26.0,14.0,74.0,28.92,10.0,14.0,0.0
A-3713686,2,45.06483,-93.22716,Saint Paul,Ramsey,MN,19.0,11.0,63.0,28.87,10.0,6.0,0.0
A-703144,3,34.053688,-118.258064,Los Angeles,Los Angeles,CA,63.0,63.0,81.0,29.69,10.0,0.0,0.0
A-3299455,2,37.557081,-77.458764,Richmond,Richmond City,VA,66.0,66.0,78.0,29.88,10.0,10.0,0.0
A-3422970,2,32.471452,-93.819415,Shreveport,Caddo,LA,43.0,43.0,86.0,29.95,10.0,0.0,0.0
A-1046657,2,35.042389,-80.84684,Charlotte,Mecklenburg,NC,78.0,78.0,45.0,29.37,10.0,3.0,0.0
A-526677,2,35.008411,-85.236771,Chattanooga,Hamilton,TN,27.0,27.0,89.0,29.68,10.0,0.0,0.0
A-4166120,2,45.276358,-122.77233,Aurora,Clackamas,OR,52.0,52.0,69.0,29.68,10.0,12.0,0.0
A-1445593,2,29.833031,-95.492401,Houston,Harris,TX,78.0,78.0,71.0,29.85,10.0,16.0,0.0
A-1166723,3,47.455986,-122.263405,Seattle,King,WA,61.0,61.0,50.0,29.51,10.0,10.0,0.0
A-1208944,3,41.631954,-72.871567,Southington,Hartford,CT,71.0,71.0,78.0,30.08,10.0,6.0,0.0
A-3020053,2,25.883587,-80.212606,Miami,Miami-Dade,FL,81.0,81.0,74.0,29.92,10.0,20.0,0.0
A-2271691,3,41.826786,-71.418976,Providence,Providence,RI,37.9,28.2,53.0,30.48,10.0,18.4,0.0
A-3348735,2,37.814793,-120.656484,Oakdale,Stanislaus,CA,46.0,46.0,63.0,29.87,8.0,0.0,0.0
A-1002391,2,39.488274,-83.934242,Wilmington,Clinton,OH,41.0,35.0,82.0,29.05,5.0,10.0,0.0
A-1431337,2,32.811371,-96.728737,Dallas,Dallas,TX,77.0,77.0,76.0,29.28,8.0,8.0,0.0
A-3483342,3,46.9236,-122.94596,Olympia,Thurston,WA,77.0,77.0,29.0,29.76,10.0,8.0,0.0
A-3519314,4,36.52097,-87.21608,Clarksville,Montgomery,TN,66.0,66.0,100.0,29.3,10.0,0.0,0.0
A-1425901,2,32.525742,-85.265083,Salem,Lee,AL,76.0,76.0,87.0,29.38,10.0,3.0,0.0
A-689451,3,39.69825,-86.177948,Indianapolis,Marion,IN,70.0,70.0,73.0,29.2,10.0,3.0,0.0
A-1356103,3,42.078033,-93.566956,Ames,Story,IA,71.0,71.0,66.0,28.72,10.0,12.0,0.0
A-1250650,2,40.477798,-74.290794,South Amboy,Middlesex,NJ,87.0,87.0,40.0,29.78,10.0,8.0,0.0
A-1021685,3,33.781422,-117.87851,Orange,Orange,CA,52.0,52.0,66.0,29.93,10.0,0.0,0.0
A-3294777,2,38.486448,-78.807796,Harrisonburg,Rockingham,VA,54.0,54.0,43.0,28.81,10.0,8.0,0.0
A-4203669,2,30.274839,-81.769026,Jacksonville,Duval,FL,82.0,82.0,71.0,30.01,10.0,12.0,0.0
A-813662,2,34.0163,-118.158539,Los Angeles,Los Angeles,CA,65.0,65.0,75.0,29.72,10.0,0.0,0.0
A-948821,2,34.621437,-86.096825,Scottsboro,Jackson,AL,68.0,68.0,79.0,28.85,10.0,12.0,0.0
A-3224801,2,32.795281,-96.792644,Dallas,Dallas,TX,60.0,60.0,67.0,29.58,10.0,14.0,0.0
A-4176845,4,29.77743,-95.83492,Katy,Fort Bend,TX,70.0,70.0,78.0,29.94,9.0,13.0,0.0
A-888616,2,40.794254,-73.931412,New York,New York,NY,40.0,33.0,70.0,30.42,10.0,10.0,0.0
A-3276178,2,34.01667,-118.054247,Whittier,Los Angeles,CA,52.0,52.0,53.0,30.04,10.0,3.0,0.0
A-3533582,2,37.916544,-121.291021,Stockton,San Joaquin,CA,72.0,72.0,41.0,29.88,10.0,14.0,0.0
A-3034746,2,32.259642,-80.852005,Bluffton,Beaufort,SC,77.0,77.0,74.0,30.0,7.0,7.0,0.0
A-3781515,2,37.712455,-122.169319,San Leandro,Alameda,CA,56.0,56.0,57.0,30.11,10.0,6.0,0.0
A-1165149,2,37.276596,-76.500359,Hayes,Gloucester,VA,75.0,75.0,84.0,29.91,6.0,5.0,0.0
A-738090,2,40.46402,-123.533028,Mad River,Trinity,CA,57.0,57.0,100.0,29.56,10.0,5.0,0.0
A-1393498,2,41.183079,-73.807816,Chappaqua,Westchester,NY,58.0,58.0,65.0,29.73,10.0,8.0,0.0
A-3414546,2,33.914048,-118.183135,Lynwood,Los Angeles,CA,68.0,68.0,68.0,29.91,9.0,7.0,0.0
A-1496668,2,33.757011,-78.816322,Myrtle Beach,Horry,SC,73.0,73.0,49.0,30.0,10.0,7.0,0.0
A-3397920,2,32.982098,-80.126,Ladson,Charleston,SC,74.0,74.0,82.0,30.12,10.0,9.0,0.03
A-3078642,2,33.913391,-117.285134,Riverside,Riverside,CA,68.0,68.0,18.0,28.49,10.0,9.0,0.0
A-1023263,2,30.22431,-97.770882,Austin,Travis,TX,47.0,43.0,80.0,29.28,10.0,9.0,0.0
A-533340,2,42.329369,-71.083359,Roxbury,Suffolk,MA,36.0,36.0,79.0,29.89,10.0,3.0,0.01
A-1224409,3,26.137371,-80.168808,Fort Lauderdale,Broward,FL,81.0,81.0,85.0,30.01,10.0,3.0,0.0
A-1056771,2,32.749645,-96.918686,Dallas,Dallas,TX,62.0,62.0,80.0,29.27,10.0,5.0,0.0
A-3363435,2,36.139079,-86.800558,Nashville,Davidson,TN,79.0,79.0,69.0,29.44,10.0,12.0,0.0
A-3763231,2,34.136676,-117.473318,Fontana,San Bernardino,CA,56.0,56.0,90.0,28.89,4.0,3.0,0.09
A-936675,2,25.826309,-80.321785,Miami,Miami-Dade,FL,76.0,76.0,79.0,29.92,10.0,10.0,0.0
A-3840626,2,34.070892,-118.465171,Los Angeles,Los Angeles,CA,62.0,62.0,86.0,29.76,8.0,3.0,0.0
A-3229720,2,34.178127,-79.809344,Florence,Florence,SC,70.0,70.0,84.0,29.9,10.0,0.0,0.0
A-3621101,2,40.23516,-75.23999,North Wales,Montgomery,PA,59.0,59.0,44.0,29.73,10.0,9.0,0.0
A-1432978,2,34.122169,-81.443253,Prosperity,Newberry,SC,91.0,91.0,34.0,29.29,10.0,5.0,0.0
A-3360276,2,33.149689,-117.197588,San Marcos,San Diego,CA,58.0,58.0,35.0,29.72,10.0,0.0,0.0
A-3060573,2,40.017556,-75.706597,Downingtown,Chester,PA,61.0,61.0,88.0,29.27,10.0,5.0,0.0
A-1402110,3,38.288422,-78.933319,Weyers Cave,Augusta,VA,50.0,50.0,96.0,28.51,10.0,0.0,0.01
A-537079,2,44.897781,-93.400818,Minneapolis,Hennepin,MN,35.0,26.0,70.0,29.08,10.0,13.0,0.0
A-1412818,2,36.156509,-86.794518,Nashville,Davidson,TN,87.0,87.0,43.0,29.36,10.0,12.0,0.0
A-3075750,2,39.077606,-94.680622,Kansas City,Wyandotte,KS,40.0,33.0,83.0,29.26,10.0,10.0,0.0
A-542632,2,32.206551,-110.826958,Tucson,Pima,AZ,70.0,70.0,16.0,27.33,10.0,8.0,0.0
A-867339,2,33.835732,-79.195236,Conway,Horry,SC,57.0,57.0,94.0,30.04,10.0,0.0,0.0
A-3680127,2,43.95478,-92.14175,Dover,Olmsted,MN,18.0,6.0,68.0,28.97,10.0,10.0,0.0
A-3433096,2,44.889774,-93.353227,Minneapolis,Hennepin,MN,36.0,25.0,64.0,28.64,10.0,22.0,0.0
A-1602496,3,40.159843,-75.882805,Morgantown,Berks,PA,33.8,30.8,100.0,30.02,2.0,3.5,0.06
A-802497,2,34.755402,-86.672287,Huntsville,Madison,AL,77.0,77.0,83.0,29.11,10.0,12.0,0.0
A-3610894,2,33.9096,-79.04554,Conway,Horry,SC,54.0,54.0,100.0,29.58,3.0,5.0,0.0
A-833934,2,40.901649,-74.137108,Paterson,Passaic,NJ,37.0,29.0,39.0,30.62,10.0,12.0,0.0
A-1378920,2,40.732128,-73.84301,Forest Hills,Queens,NY,85.0,85.0,31.0,30.07,10.0,12.0,0.0
A-3625311,3,42.24073,-87.86261,Lake Forest,Lake,IL,79.0,79.0,50.0,28.91,10.0,16.0,0.0
A-775437,2,37.97057,-122.522362,San Rafael,Marin,CA,63.0,63.0,59.0,29.96,8.0,12.0,0.0
A-3661266,2,33.53909,-84.26616,Stockbridge,Henry,GA,63.0,63.0,56.0,28.82,10.0,12.0,0.0
A-1044144,2,37.551022,-77.453117,Richmond,Richmond City,VA,62.0,62.0,75.0,29.96,10.0,12.0,0.0
A-811276,2,25.783079,-80.173012,Miami,Miami-Dade,FL,76.0,76.0,91.0,30.0,10.0,3.0,0.0
A-3204967,2,39.139567,-94.586795,Kansas City,Clay,MO,42.0,37.0,67.0,29.22,10.0,9.0,0.0
A-794937,2,30.350788,-97.675995,Austin,Travis,TX,83.0,83.0,60.0,29.34,8.0,7.0,0.0
A-1079024,3,25.832685,-80.206253,Miami,Miami-Dade,FL,86.0,86.0,67.0,30.06,10.0,16.0,0.0
A-639375,2,34.423,-119.658669,Santa Barbara,Santa Barbara,CA,72.0,72.0,71.0,29.9,10.0,8.0,0.0
A-1434906,2,35.441269,-81.424004,Cherryville,Lincoln,NC,85.0,85.0,47.0,28.99,10.0,3.0,0.0
A-1392338,2,30.239861,-97.688087,Austin,Travis,TX,85.0,85.0,65.0,29.3,10.0,13.0,0.0
A-633416,2,28.28072,-82.717064,Port Richey,Pasco,FL,79.0,79.0,90.0,29.92,10.0,7.0,0.0
A-1477504,2,29.62781,-95.430885,Houston,Harris,TX,72.0,72.0,87.0,29.84,10.0,13.0,0.0
A-3248337,2,41.123249,-73.337244,Westport,Fairfield,CT,58.0,58.0,90.0,29.79,10.0,12.0,0.01
A-3442756,2,33.74457,-118.004501,Westminster,Orange,CA,62.0,62.0,84.0,29.87,10.0,3.0,0.0
A-892528,2,28.811501,-81.306267,Sanford,Seminole,FL,83.0,83.0,41.0,30.23,10.0,8.0,0.0
A-898764,3,37.739948,-122.407921,San Francisco,San Francisco,CA,48.0,48.0,74.0,30.09,10.0,3.0,0.0
A-3127571,2,38.683024,-77.839507,Warrenton,Fauquier,VA,57.0,57.0,76.0,29.62,10.0,5.0,0.0
A-3679817,2,33.721037,-117.839107,Tustin,Orange,CA,57.0,57.0,74.0,29.92,10.0,3.0,0.0
A-513196,3,36.146828,-86.74305,Nashville,Davidson,TN,39.0,36.0,100.0,29.48,6.0,5.0,0.0
A-985947,3,41.847378,-87.919769,Oak Brook,Cook,IL,50.0,50.0,93.0,29.16,5.0,9.0,0.01
A-3521862,3,42.19573,-87.95397,Buffalo Grove,Lake,IL,81.0,81.0,42.0,29.26,10.0,8.0,0.0
A-848425,2,32.221039,-110.847366,Tucson,Pima,AZ,82.0,82.0,13.0,27.04,10.0,15.0,0.0
A-2238247,3,40.615345,-80.095299,Wexford,Allegheny,PA,28.4,19.7,74.0,29.93,9.0,9.2,0.0
A-4227458,2,32.833965,-117.119282,San Diego,San Diego,CA,78.0,78.0,54.0,29.47,10.0,10.0,0.0
A-384413,2,40.223919,-75.269623,North Wales,Montgomery,PA,41.0,34.3,100.0,29.65,4.0,11.5,0.03
A-207017,3,42.356483,-71.18438,Newton,Middlesex,MA,45.0,43.5,97.0,30.24,2.0,3.5,0.0
A-1255721,2,40.921501,-111.896896,Centerville,Davis,UT,75.0,75.0,41.0,25.68,10.0,3.0,0.0
A-3518488,2,38.95995,-77.0963,Bethesda,Montgomery,MD,85.0,85.0,36.0,29.83,10.0,9.0,0.0
A-3090283,2,26.614412,-80.068777,Lake Worth,Palm Beach,FL,76.0,76.0,58.0,30.14,10.0,16.0,0.0
A-1486654,2,35.276299,-80.727776,Charlotte,Mecklenburg,NC,48.0,48.0,93.0,29.37,10.0,0.0,0.0
A-536653,3,35.012093,-81.976669,Boiling Springs,Spartanburg,SC,36.0,36.0,93.0,29.33,10.0,0.0,0.0
A-3452597,2,40.29858,-83.0635,Delaware,Delaware,OH,64.0,64.0,94.0,28.94,10.0,12.0,0.0
A-4227590,2,39.62894,-75.96224,North East,Cecil,MD,92.0,92.0,43.0,29.9,7.0,14.0,0.0
A-3087970,2,34.055408,-118.17765,Los Angeles,Los Angeles,CA,59.0,59.0,26.0,29.87,10.0,0.0,0.0
A-534351,2,30.321527,-97.705978,Austin,Travis,TX,36.0,29.0,75.0,29.62,10.0,8.0,0.0
A-2996181,2,40.094554,-75.28872,Conshohocken,Montgomery,PA,33.0,33.0,96.0,30.11,10.0,0.0,0.0
A-570512,2,34.156933,-117.184212,San Bernardino,San Bernardino,CA,57.0,57.0,59.0,28.91,5.0,0.0,0.0
A-3255643,2,28.362525,-81.388918,Orlando,Orange,FL,59.0,59.0,78.0,30.17,10.0,7.0,0.0
A-3706934,2,32.29553,-90.2714,Jackson,Hinds,MS,44.0,40.0,89.0,29.77,1.0,7.0,0.0
A-3199605,2,38.010465,-122.230188,Rodeo,Contra Costa,CA,55.0,55.0,88.0,30.07,10.0,9.0,0.01
A-3141201,2,37.588306,-77.572486,Henrico,Henrico,VA,44.0,42.0,65.0,30.06,10.0,5.0,0.0
A-815977,2,28.05438,-82.762268,Palm Harbor,Pinellas,FL,75.0,75.0,82.0,30.0,10.0,10.0,0.0
A-1043995,3,35.911102,-78.728668,Raleigh,Wake,NC,68.0,68.0,93.0,29.56,10.0,9.0,0.0
A-557260,3,32.907902,-96.920731,Dallas,Dallas,TX,55.0,55.0,96.0,29.33,4.0,13.0,0.0
A-707948,2,30.404631,-84.020973,Monticello,Jefferson,FL,75.0,75.0,89.0,29.85,10.0,0.0,0.0
A-1436482,2,36.754391,-119.191452,Squaw Valley,Fresno,CA,78.0,78.0,40.0,29.47,10.0,12.0,0.0
A-3499043,2,44.77896,-69.0637,Carmel,Penobscot,ME,67.0,67.0,20.0,29.98,10.0,7.0,0.0
A-3743025,2,40.9852,-111.89961,Farmington,Davis,UT,28.0,17.0,93.0,25.08,2.0,16.0,0.0
A-1062379,3,30.423187,-91.138741,Baton Rouge,East Baton Rouge,LA,73.0,73.0,90.0,29.87,6.0,3.0,0.0
A-3715320,2,41.79542,-88.33318,North Aurora,Kane,IL,27.0,16.0,80.0,28.88,10.0,12.0,0.0
A-2981666,2,33.958953,-118.298631,Los Angeles,Los Angeles,CA,62.0,62.0,86.0,29.96,5.0,0.0,0.0
A-800472,2,42.323761,-71.055252,Dorchester,Suffolk,MA,81.0,81.0,60.0,29.8,10.0,16.0,0.0
A-845311,2,29.884689,-95.450676,Houston,Harris,TX,81.0,81.0,72.0,29.73,10.0,12.0,0.0
A-1479929,2,33.604881,-112.281227,Sun City,Maricopa,AZ,72.0,72.0,36.0,28.93,10.0,3.0,0.0
A-3140927,2,35.754116,-78.621493,Raleigh,Wake,NC,56.0,56.0,97.0,29.8,10.0,0.0,0.0
A-635920,2,29.6008,-95.266312,Houston,Harris,TX,83.0,83.0,69.0,29.92,9.0,9.0,0.0
A-2498269,2,43.048653,-76.149277,Syracuse,Onondaga,NY,33.1,20.9,64.0,29.96,9.0,21.9,0.0
A-3851770,2,40.693095,-111.902735,Salt Lake City,Salt Lake,UT,59.0,59.0,46.0,25.74,10.0,3.0,0.0
A-3593236,3,37.601,-121.87249,Sunol,Alameda,CA,57.0,57.0,77.0,29.57,10.0,8.0,0.0
A-3593853,2,43.17725,-76.07937,Cicero,Onondaga,NY,33.0,26.0,92.0,29.79,0.25,8.0,0.12
A-4216794,3,36.88645,-113.93716,Littlefield,Mohave,AZ,96.0,96.0,10.0,26.9,10.0,15.0,0.0
A-3219348,2,36.061544,-91.003641,Hoxie,Lawrence,AR,48.0,42.0,71.0,29.67,10.0,15.0,0.0
A-4169907,2,45.4601,-94.12721,Saint Cloud,Stearns,MN,29.0,24.0,92.0,28.32,0.75,5.0,0.02
A-1113910,2,39.948387,-82.943291,Columbus,Franklin,OH,53.0,53.0,50.0,29.11,10.0,8.0,0.0
A-3072105,2,25.704188,-80.290958,Miami,Miami-Dade,FL,77.0,77.0,71.0,29.99,10.0,10.0,0.0
A-3721588,2,42.38084,-83.03227,Detroit,Wayne,MI,33.0,22.0,59.0,29.36,10.0,17.0,0.0
A-3458494,1,33.55316,-112.1516,Glendale,Maricopa,AZ,100.0,100.0,11.0,28.7,10.0,3.0,0.0
A-3576104,2,37.746018,-121.584011,Tracy,Alameda,CA,71.0,71.0,31.0,29.41,10.0,6.0,0.0
A-536880,2,27.937662,-82.318558,Brandon,Hillsborough,FL,63.0,63.0,77.0,30.17,10.0,0.0,0.0
A-3843997,2,40.094468,-123.794191,Garberville,Humboldt,CA,46.0,41.0,93.0,29.59,0.0,10.0,0.0
A-2362233,2,41.905865,-87.965073,Addison,DuPage,IL,41.0,33.9,93.0,29.9,0.8,12.7,0.0
A-3111428,2,29.850361,-95.317637,Houston,Harris,TX,49.0,45.0,97.0,30.01,0.12,8.0,0.0
A-1117945,2,35.84483,-78.540108,Raleigh,Wake,NC,45.0,39.0,90.0,29.5,5.0,13.0,0.06
A-3679024,2,37.757938,-121.531773,Tracy,San Joaquin,CA,48.0,45.0,89.0,29.53,10.0,6.0,0.0
A-527320,2,30.22139,-97.69281,Austin,Travis,TX,27.0,27.0,89.0,29.64,10.0,0.0,0.0
A-3007558,2,32.351853,-110.997567,Tucson,Pima,AZ,49.0,49.0,31.0,27.26,10.0,0.0,0.0
A-732355,2,30.481674,-97.767105,Austin,Williamson,TX,75.0,75.0,69.0,29.33,10.0,0.0,0.0
A-1435105,2,29.18737,-81.421021,Pierson,Volusia,FL,93.0,93.0,38.0,29.88,10.0,6.0,0.0
A-3543903,2,41.42066,-81.81248,Cleveland,Cuyahoga,OH,75.0,75.0,41.0,29.27,10.0,10.0,0.0
A-3054773,2,27.876714,-82.638745,Saint Petersburg,Pinellas,FL,65.0,65.0,81.0,30.13,10.0,8.0,0.0
A-3120695,2,40.016239,-78.924742,Friedens,Somerset,PA,49.0,44.0,86.0,28.41,10.0,13.0,0.0
A-1334226,2,34.087421,-80.95961,Columbia,Richland,SC,93.0,93.0,28.0,29.7,9.0,3.0,0.0
A-2984437,2,33.88504,-117.063494,Moreno Valley,Riverside,CA,59.0,59.0,26.0,28.43,10.0,0.0,0.0
A-955910,2,40.918549,-75.42141,Brodheadsville,Monroe,PA,34.0,27.0,56.0,28.18,10.0,8.0,0.0
A-1168760,2,36.14217,-86.76487,Nashville,Davidson,TN,67.0,67.0,68.0,29.54,10.0,12.0,0.0
A-3750173,2,36.96857,-119.528297,Prather,Fresno,CA,48.0,44.0,96.0,29.51,1.0,8.0,0.0
A-3391504,2,30.390061,-81.66776,Jacksonville,Duval,FL,53.0,53.0,83.0,30.07,10.0,6.0,0.0
A-3025782,2,34.134414,-117.354327,Rialto,San Bernardino,CA,51.0,51.0,32.0,28.87,10.0,0.0,0.0
A-3442607,2,37.303054,-120.500622,Merced,Merced,CA,70.0,70.0,39.0,29.8,10.0,0.0,0.0
A-3283626,2,42.875121,-78.811744,Buffalo,Erie,NY,76.0,76.0,52.0,28.86,10.0,22.0,0.0
A-3170511,2,35.149865,-80.876426,Charlotte,Mecklenburg,NC,65.0,65.0,52.0,29.22,10.0,6.0,0.0
A-3712127,2,38.49267,-121.44223,Sacramento,Sacramento,CA,47.0,42.0,46.0,30.28,10.0,12.0,0.0
A-3534155,2,37.6631,-122.48453,Pacifica,San Mateo,CA,64.0,64.0,54.0,30.02,10.0,24.0,0.0
A-3355858,2,25.863028,-80.322622,Hialeah,Miami-Dade,FL,74.0,74.0,91.0,30.08,10.0,5.0,0.0
A-3788048,2,33.687214,-117.872459,Costa Mesa,Orange,CA,70.0,70.0,33.0,29.96,10.0,3.0,0.0
A-911144,2,42.368649,-83.138779,Detroit,Wayne,MI,35.0,28.0,78.0,29.4,6.0,9.0,0.0
A-523042,2,41.918949,-88.032303,Addison,DuPage,IL,39.0,32.0,70.0,29.3,10.0,12.0,0.0
A-1161995,3,42.706612,-71.138962,Lawrence,Essex,MA,58.0,58.0,90.0,29.75,10.0,8.0,0.0
A-4218460,3,42.27237,-88.19845,Island Lake,Lake,IL,92.0,92.0,35.0,29.14,10.0,9.0,0.0
A-3395600,2,26.763564,-80.092746,West Palm Beach,Palm Beach,FL,77.0,77.0,54.0,30.04,10.0,23.0,0.0
A-3808157,2,33.651875,-117.761084,Irvine,Orange,CA,71.0,71.0,61.0,29.77,10.0,6.0,0.0
A-3456801,2,38.046954,-122.235761,Crockett,Contra Costa,CA,66.0,66.0,56.0,29.86,10.0,7.0,0.0
A-1407493,2,42.03463,-94.106003,Ogden,Boone,IA,70.0,70.0,68.0,28.7,10.0,8.0,0.0
A-1334804,2,32.898647,-96.769081,Dallas,Dallas,TX,78.0,78.0,84.0,29.45,8.0,7.0,0.0
A-1443635,3,34.410786,-118.577576,Valencia,Los Angeles,CA,69.0,69.0,53.0,29.11,10.0,7.0,0.0
A-3233433,2,38.886934,-77.063437,Arlington,Arlington,VA,71.0,71.0,59.0,29.9,10.0,15.0,0.0
A-3532657,2,33.91297,-118.12773,Downey,Los Angeles,CA,68.0,68.0,68.0,29.78,10.0,8.0,0.0
A-3590871,2,33.14191,-117.10457,Escondido,San Diego,CA,52.0,52.0,80.0,29.8,10.0,5.0,0.0
A-3034658,2,43.00689,-83.743218,Flint,Genesee,MI,35.0,27.0,67.0,29.26,10.0,10.0,0.0
A-1108295,2,27.47533,-82.546616,Bradenton,Manatee,FL,76.0,76.0,87.0,30.07,10.0,7.0,0.0
A-936030,2,40.793522,-73.275101,Brentwood,Suffolk,NY,41.0,35.0,100.0,29.52,5.0,9.0,0.03
A-3535019,2,42.43751,-123.27864,Grants Pass,Josephine,OR,43.0,43.0,89.0,26.16,4.0,3.0,0.0
A-1305394,2,34.92543,-81.837288,Spartanburg,Spartanburg,SC,79.0,79.0,69.0,29.25,10.0,0.0,0.0
A-791719,2,41.74437,-87.849411,Justice,Cook,IL,62.0,62.0,86.0,29.19,10.0,3.0,0.0
A-824691,3,33.504128,-117.153145,Temecula,Riverside,CA,70.0,70.0,28.0,28.62,10.0,5.0,0.0
A-1458875,2,35.476002,-97.502098,Oklahoma City,Oklahoma,OK,79.0,79.0,32.0,28.6,10.0,9.0,0.0
A-1583410,2,35.204861,-80.835892,Charlotte,Mecklenburg,NC,44.1,39.5,89.0,29.86,5.0,8.1,0.13
A-3395160,2,39.255958,-94.553879,Kansas City,Clay,MO,59.0,59.0,42.0,28.47,10.0,16.0,0.0
A-3414274,2,25.942242,-80.18879,Miami,Miami-Dade,FL,80.0,80.0,96.0,29.94,10.0,5.0,0.0
A-3597360,2,38.85875,-77.33926,Fairfax,Fairfax County,VA,53.0,53.0,52.0,29.75,10.0,0.0,0.0
A-3775680,4,28.15429,-81.63984,Davenport,Polk,FL,72.0,72.0,97.0,29.78,10.0,7.0,0.0
A-845059,3,39.021469,-94.198509,Grain Valley,Jackson,MO,46.0,41.0,96.0,28.83,9.0,10.0,0.0
A-3706954,2,32.29112,-90.26186,Jackson,Hinds,MS,47.0,44.0,83.0,29.72,10.0,6.0,0.0
A-3763560,2,34.274406,-118.540912,Porter Ranch,Los Angeles,CA,53.0,53.0,93.0,29.15,10.0,0.0,0.0
