ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1426206,MapQuest,201.0,2,2019-05-24 08:43:08,2019-05-24 10:13:01,30.362289,-97.644783,,,0.0,Accident on Long Day Dr at Cain Harvest Dr.,11002.0,Cain Harvest Dr,R,Austin,Travis,TX,78754-5986,US,US/Central,KEDC,2019-05-24 08:35:00,77.0,77.0,83.0,29.35,7.0,SSE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1878682,MapQuest,201.0,3,2018-09-10 17:06:58,2018-09-10 17:51:33,36.14175,-86.674652,,,0.0,Accident on I-40 Eastbound near Exit 216A Airport Service Rd.,,I-40 E,R,Nashville,Davidson,TN,37214,US,US/Central,KBNA,2018-09-10 16:53:00,68.0,,65.0,30.0,10.0,North,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-680706,MapQuest,241.0,2,2020-07-03 14:18:19,2020-07-03 16:06:58,47.592411,-122.334213,,,0.0,Lane blocked due to accident on 1st Ave Southbound at Royal Brougham Way.,,1st Ave S,R,Seattle,King,WA,98134,US,US/Pacific,KBFI,2020-07-03 13:53:00,66.0,66.0,52.0,30.09,10.0,S,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Night
A-2860248,Bing,,2,2017-01-26 19:21:10,2017-01-27 01:21:10,35.46094,-97.56442,35.46088,-97.565694,0.072,Between May Ave/Exit 147 and I-44/OK-3/Exit 147 - Accident.,,US-270 W,R,Oklahoma City,Oklahoma,OK,73108,US,US/Central,KOKC,2017-01-26 18:52:00,37.0,34.5,42.0,30.28,10.0,NNW,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2357717,MapQuest,241.0,3,2018-01-08 15:18:20,2018-01-08 16:02:49,34.081203,-117.298538,,,0.0,#3 lane blocked due to accident on I-215 Southbound at Exit 41 Auto Plaza Dr.,,I-215 S,R,San Bernardino,San Bernardino,CA,92408,US,US/Pacific,KSBD,2018-01-08 14:50:00,60.8,,77.0,29.95,5.0,East,3.5,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1740134,MapQuest,201.0,2,2018-11-06 17:20:24,2018-11-06 17:50:15,37.556816,-77.460609,,,0.0,Accident on Meadow St at US-250 Broad St.,1890.0,W Broad St,R,Richmond,Richmond City,VA,23220-2110,US,US/Eastern,KRIC,2018-11-06 16:54:00,63.0,,90.0,29.88,10.0,SSW,6.9,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-2601128,MapQuest,201.0,3,2017-09-09 13:04:16,2017-09-09 13:32:04,39.703033,-86.108253,,,0.0,Right lane closed due to accident on I-65 Southbound at Exit 106 I-74 I-465.,,I-65 S,R,Indianapolis,Marion,IN,46227,US,US/Eastern,KIND,2017-09-09 12:54:00,70.0,,53.0,30.38,10.0,East,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2378805,MapQuest,201.0,2,2018-01-18 08:12:47,2018-01-18 09:12:11,34.891205,-82.28006,,,0.0,Accident on Hammett Rd near Old Spartanburg Rd.,101.0,Hammett Rd,R,Greer,Greenville,SC,29650-2815,US,US/Eastern,KGSP,2018-01-18 07:53:00,17.1,6.6,68.0,30.39,10.0,WSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-562055,MapQuest,201.0,3,2020-11-20 19:34:27,2020-11-20 20:20:25,36.145073,-86.740211,,,0.0,Right lane blocked due to accident on I-40 Westbound after I-24.,,I-24 W,R,Nashville,Davidson,TN,37210,US,US/Central,KBNA,2020-11-20 19:53:00,57.0,57.0,72.0,29.78,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-377381,MapQuest,201.0,3,2017-03-21 08:43:11,2017-03-21 09:12:43,40.087536,-82.987419,,,0.01,Right hand shoulder blocked due to accident on I-71 Northbound at Exit 117 OH-161 Dublin Granville Rd.,,E Dublin Granville Rd,R,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,2017-03-21 08:53:00,44.1,40.1,89.0,30.08,5.0,North,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-977405,MapQuest,201.0,2,2020-02-28 08:52:00,2020-02-28 09:51:44,36.187965,-86.798477,,,0.0,Accident on Dominican Dr at US-41A Rosa L Parks Blvd.,,Rosa L Parks Blvd,R,Nashville,Davidson,TN,37228,US,US/Central,KBNA,2020-02-28 08:53:00,37.0,32.0,86.0,29.48,10.0,WSW,7.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2106658,MapQuest,201.0,2,2018-05-04 18:22:32,2018-05-04 18:52:09,40.678478,-75.342369,,,0.0,Traffic problem due to accident on US-22 Eastbound at PA-191 Nazareth Pike.,,Nazareth Pike,R,Bethlehem,Northampton,PA,18020,US,US/Eastern,KABE,2018-05-04 18:51:00,82.0,,41.0,29.78,10.0,SW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1682842,MapQuest,201.0,2,2018-12-04 15:17:48,2018-12-04 15:47:27,29.680944,-95.293655,,,0.0,Accident on Telephone Rd at Telephone Rd / Dixie Dr.,5812.0,Telephone Rd,R,Houston,Harris,TX,77087-5436,US,US/Central,KHOU,2018-12-04 14:53:00,62.1,,37.0,30.25,10.0,North,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3413043,Bing,,2,2020-10-01 10:56:30,2020-10-01 20:20:00,28.635424,-81.448527,28.639794,-81.443607,0.424,Queuing traffic on FL-414 from US-441/N Orange Blossom Trl (FL-414) to Rose Ave (FL-414) due to accident.,,FL-414 E,R,Orlando,Orange,FL,32810,US,US/Eastern,KORL,2020-10-01 10:53:00,79.0,79.0,54.0,29.9,10.0,NE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3540481,Bing,,4,2020-06-09 15:29:16,2020-06-09 21:20:06,34.18212,-117.17423,34.16701,-117.18255,1.147,Closed at Highland Ave - Road closed due to accident. Roadwork.,6958.0, City Creek Rd,L,Running Springs,San Bernardino,CA,92382,US,US/Pacific,KSBD,2020-06-09 15:50:00,97.0,97.0,6.0,28.76,7.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-413453,MapQuest,201.0,2,2017-05-06 16:20:29,2017-05-06 16:50:16,27.462456,-82.595924,,,0.01,Accident on FL-684 Cortez Rd at 34th St.,3400.0,Cortez Rd W,R,Bradenton,Manatee,FL,34210-3101,US,US/Eastern,KSRQ,2017-05-06 15:53:00,77.0,,40.0,29.92,10.0,West,18.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2763602,Bing,,3,2017-01-16 13:48:47,2017-01-16 19:48:47,33.84732,-84.48658,33.83987,-84.48734,0.517,At Atlanta Rd/Exit 17 - Accident.,,GA-407 S,R,Smyrna,Cobb,GA,30080,US,US/Eastern,KMGE,2017-01-16 13:58:00,67.6,,66.0,30.25,10.0,South,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2658478,MapQuest,201.0,2,2017-08-03 20:08:10,2017-08-03 20:37:54,34.101238,-81.53299,,,0.0,Accident on Seagull Ln at Deer Stand Rd.,148.0,Seagull Ln,R,Prosperity,Newberry,SC,29127-6620,US,US/Eastern,KEOE,2017-08-03 20:15:00,77.0,,74.0,30.11,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1298954,MapQuest,201.0,3,2019-07-30 17:26:52,2019-07-30 18:44:37,34.839722,-82.313995,,,0.0,Accident on I-385 Northbound at Exit 37 Roper Mountain Rd.,,Roper Mountain Rd,R,Greenville,Greenville,SC,29615,US,US/Eastern,KGMU,2019-07-30 17:30:00,78.0,78.0,71.0,28.9,1.0,ENE,13.0,0.16,Heavy T-Storm,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-537884,MapQuest,201.0,2,2020-12-11 17:27:26,2020-12-11 17:57:09,38.421726,-122.715492,,,0.0,Accident on US-101 Southbound before Exit 488A Baker Ave.,,Redwood Hwy S,R,Santa Rosa,Sonoma,CA,95407,US,US/Pacific,KSTS,2020-12-11 17:53:00,44.0,44.0,93.0,29.94,7.0,NNE,3.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3123734,Bing,,2,2020-11-01 20:58:00,2020-11-01 23:08:51,40.019483,-75.146195,40.020604,-75.155405,0.493,Crash on US 1 southbound between 3 miles NORTH of Exit: RIDGE AVE/KELLY DRIVE and 2 miles NORTH of Exit: RIDGE AVE/KELLY DRIVE. There is a lane restriction.,,US-1 S,R,Philadelphia,Philadelphia,PA,19140,US,US/Eastern,KPNE,2020-11-01 20:54:00,47.0,43.0,63.0,29.67,10.0,NW,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1610747,MapQuest,201.0,2,2019-02-26 06:40:18,2019-02-26 07:10:05,36.321369,-82.356377,,,0.0,Accident on TN-400 Watauga Ave at Roan St.,699.0,N Roan St,L,Johnson City,Washington,TN,37601-4635,US,US/Eastern,KTRI,2019-02-26 06:53:00,27.0,,85.0,30.4,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3954478,Bing,,2,2018-12-27 17:04:47,2018-12-27 17:34:29,37.69812,-121.93979,37.69868,-121.93195,0.43,At Foothill Rd/San Ramon Rd - Accident.,,I-580 E,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2018-12-27 16:53:00,53.1,,35.0,30.12,10.0,NNW,12.7,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1030873,MapQuest,201.0,2,2019-12-19 07:51:58,2019-12-19 08:51:46,38.511967,-90.444984,,,0.0,Accident on MO-141 Northbound at Gravois Rd.,,S Highway 141,R,Fenton,St. Louis County,MO,63026,US,US/Central,KSUS,2019-12-19 07:54:00,17.0,17.0,96.0,29.85,6.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-349152,MapQuest,201.0,3,2017-03-14 18:02:59,2017-03-14 18:32:24,32.756889,-117.222969,,,0.01,Accident on I-8 Westbound at Exit 1 Sports Arena Blvd. On the median.,,I-8 E,R,San Diego,San Diego,CA,92110,US,US/Pacific,KSAN,2017-03-14 17:51:00,66.9,,61.0,30.03,10.0,NW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3899575,Bing,,2,2019-03-01 08:57:45,2019-03-01 09:27:05,39.11506,-94.59081,39.11087,-94.58895,0.306,At Broadway Brg - Accident.,,N Broadway Fwy S,R,Kansas City,Clay,MO,64116,US,US/Central,KMKC,2019-03-01 08:54:00,30.0,26.5,59.0,30.15,10.0,SE,3.5,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3706351,Bing,,2,2020-01-29 10:46:00,2020-01-29 12:20:26,34.039548,-117.550381,34.039548,-117.550381,0.0,At CA-60 - Accident.,,I-15 S,R,Ontario,San Bernardino,CA,91761,US,US/Pacific,KONT,2020-01-29 10:53:00,68.0,68.0,17.0,28.99,10.0,NE,28.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1170388,MapQuest,201.0,3,2019-09-18 18:51:31,2019-09-18 19:20:50,42.408184,-83.080627,,,0.0,Left lane blocked and left hand shoulder blocked due to accident on I-75 Northbound at Exits 56A 56B M-8 Davison Fwy.,,E Davison St,R,Highland Park,Wayne,MI,48203,US,US/Eastern,KDET,2019-09-18 18:53:00,71.0,71.0,51.0,29.52,10.0,ESE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1958007,MapQuest,201.0,3,2018-08-17 17:32:39,2018-08-17 18:02:24,33.92503,-118.326576,,,0.0,Accident on I-105 Eastbound at Exit 5 Crenshaw Blvd.,,I-105 E,R,Hawthorne,Los Angeles,CA,90250,US,US/Pacific,KHHR,2018-08-17 17:53:00,75.0,,79.0,29.99,10.0,WSW,10.4,,Scattered Clouds,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-4216846,Bing,,2,2019-07-06 13:45:40,2019-07-06 17:45:40,45.30601,-122.76952,45.303023,-122.76952,0.206,At Wilsonville Rd/Exit 283 - Accident.,,I-5 S,R,Wilsonville,Clackamas,OR,97070,US,US/Pacific,KUAO,2019-07-06 13:53:00,67.0,67.0,54.0,29.94,10.0,SW,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-744593,MapQuest,244.0,3,2020-08-28 16:17:35,2020-08-28 17:33:03,40.278557,-76.818665,,,0.0,Shoulder blocked due to accident on I-83 Northbound at Exit 48 Union Deposit Rd.,,Union Deposit Rd,R,Harrisburg,Dauphin,PA,17109,US,US/Eastern,KCXY,2020-08-28 15:56:00,74.0,74.0,82.0,29.48,4.0,WSW,9.0,0.16,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1070075,MapQuest,201.0,2,2019-10-21 17:55:31,2019-10-21 19:41:17,42.985416,-70.937271,,,0.0,Accident on NH-108 Portsmouth Ave Northbound near Alumni Dr.,73.0,Portsmouth Ave,R,Exeter,Rockingham,NH,03833-2105,US,US/Eastern,KPSM,2019-10-21 17:56:00,53.0,53.0,83.0,30.02,10.0,SE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Day,Day,Day
A-2680619,MapQuest,201.0,2,2017-08-14 07:52:06,2017-08-14 08:21:47,33.884083,-117.405075,,,0.0,Accident on Mockingbird Canyon Rd at Van Buren Blvd.,14778.0,Van Buren Blvd,R,Riverside,Riverside,CA,92504,US,US/Pacific,KRAL,2017-08-14 07:53:00,66.0,,87.0,29.88,4.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2748658,Bing,,2,2016-07-26 13:30:11,2016-07-26 19:30:11,39.05296,-94.4971,39.05576,-94.49356,0.271,At Stadium Dr - Accident.,,I-435 N,R,Kansas City,Jackson,MO,64129,US,US/Central,KMKC,2016-07-26 13:54:00,87.1,,48.0,30.0,10.0,East,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2335510,MapQuest,201.0,2,2018-02-23 17:08:39,2018-02-23 17:38:27,31.813906,-106.446144,,,0.0,Accident on Harrison Ave at Partello St.,4151.0,Partello St,L,El Paso,El Paso,TX,79930,US,US/Mountain,KELP,2018-02-23 16:51:00,66.9,,11.0,29.81,10.0,SW,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2449506,MapQuest,241.0,3,2017-12-21 09:22:05,2017-12-21 09:51:07,37.824085,-122.267754,,,0.0,#1 lane blocked due to accident on I-580 Westbound before San Pablo Ave.,,I-580 E,R,Oakland,Alameda,CA,94609,US,US/Pacific,KOAK,2017-12-21 08:53:00,48.9,,43.0,30.28,10.0,NW,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2104066,MapQuest,201.0,2,2018-05-03 15:04:20,2018-05-03 16:17:50,39.979782,-76.658241,,,0.0,Accident on PA-462 Market St at Eisenhower Dr.,3412.0,E Market St,R,York,York,PA,17402-2621,US,US/Eastern,KTHV,2018-05-03 14:53:00,88.0,,37.0,29.99,10.0,SSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4130119,Bing,,4,2017-10-06 07:43:08,2017-10-06 13:43:08,42.378658,-84.42911,42.29572,-84.43287,5.734,Closed between Berry Rd and M-50 - Road closed due to accident.,,Berry Rd,R,Jackson,Jackson,MI,49201,US,US/Eastern,KJXN,2017-10-06 07:56:00,54.0,,97.0,30.08,6.0,NE,5.8,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3304817,Bing,,2,2020-12-19 06:54:00,2020-12-19 09:15:00,32.928057,-86.72755,32.928238,-86.727713,0.016,Incident on US-31 NB near MM 230 Drive with caution.,21977.0, US Highway 31,L,Thorsby,Chilton,AL,35171,US,US/Central,KEET,2020-12-19 06:53:00,31.0,31.0,89.0,29.71,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-362503,MapQuest,201.0,3,2017-03-13 15:44:35,2017-03-13 16:14:19,33.737194,-84.230675,,,0.01,Accident on I-285 Southbound at Exit 44 GA-260 Glenwood Rd.,,Glenwood Rd,R,Decatur,DeKalb,GA,30035,US,US/Eastern,KPDK,2017-03-13 15:41:00,39.0,33.4,86.0,30.05,2.0,East,8.1,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3299722,Bing,,2,2020-12-12 07:58:00,2020-12-12 10:01:33,30.420223,-91.188465,30.420241,-91.187571,0.053,Incident on VIOLET ST near WYOMING ST Drive with caution.,998.0, Violet St,R,Baton Rouge,East Baton Rouge,LA,70802-8558,US,US/Central,KBTR,2020-12-12 07:53:00,63.0,63.0,97.0,29.9,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4101014,Bing,,4,2018-01-25 23:29:32,2018-01-26 05:29:32,33.90214,-118.18644,33.891276,-118.188441,0.759,Closed between Rosecrans Ave and Alondra Blvd - Road closed due to accident.,,Long Beach Fwy S,R,Paramount,Los Angeles,CA,90723,US,US/Pacific,KLGB,2018-01-25 23:53:00,51.1,,77.0,30.13,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1489199,MapQuest,241.0,2,2019-04-24 18:21:16,2019-04-24 19:37:11,36.785145,-76.231911,,,0.0,Lane blocked due to accident on I-64 Hampton Roads Bltwy Westbound before Exits 289A-B 289B-A 290-291 290A-B 291A 291B 292 US-17 Great Bridge Blvd.,,I-64 W,R,Chesapeake,Chesapeake,VA,23320,US,US/Eastern,KCPK,2019-04-24 18:15:00,80.0,80.0,42.0,29.81,10.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3917850,Bing,,2,2019-02-27 05:44:58,2019-02-27 06:14:35,38.89199,-77.21715,38.88139,-77.2222,0.781,At I-66/Exit 49 - Accident. Right lane blocked.,,Capital Beltway S,R,Dunn Loring,Fairfax County,VA,22027,US,US/Eastern,KDCA,2019-02-27 05:52:00,32.0,25.6,59.0,30.39,10.0,NE,6.9,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4031170,Bing,,2,2018-06-06 15:16:08,2018-06-06 21:16:08,40.72573,-111.95691,40.72435,-111.94557,0.601,At I-215/Exit 15 - Accident. Left lane blocked.,,UT-201 E,R,West Valley City,Salt Lake,UT,84119,US,US/Mountain,KU42,2018-06-06 15:15:00,90.3,,18.0,29.85,10.0,SSE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4127448,Bing,,2,2017-11-29 16:21:24,2017-11-29 22:21:24,27.89349,-82.52683,27.89349,-82.52683,0.0,At CR-587/Westshore Blvd - Accident.,4799.0, W Gandy Blvd,L,Tampa,Hillsborough,FL,33611-3307,US,US/Eastern,KMCF,2017-11-29 15:56:00,83.8,,53.0,30.09,10.0,ENE,13.8,,Clear,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-1361369,MapQuest,241.0,3,2019-06-18 08:15:21,2019-06-18 11:41:23,40.209053,-79.676292,,,0.0,One lane blocked due to accident on I-70 Westbound at Exit 53 Waltz Mill Rd.,,I-70 E,R,Ruffs Dale,Westmoreland,PA,15679,US,US/Eastern,KLBE,2019-06-18 07:53:00,68.0,68.0,100.0,28.72,10.0,SSW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3631486,Bing,,2,2020-04-09 17:31:00,2020-04-09 18:03:50,34.16108,-118.46961,34.16108,-118.46961,0.0,At US-101/Ventura Fwy - Accident. Heavy rain.,,US-101 N,R,Sherman Oaks,Los Angeles,CA,91403,US,US/Pacific,KVNY,2020-04-09 17:30:00,52.0,52.0,86.0,29.2,7.0,ESE,5.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1996128,MapQuest,201.0,3,2018-07-08 22:53:53,2018-07-08 23:22:10,41.101711,-73.992599,,,3.01999998093,Accident on I-87 I-287 Southbound from Exit 14 NY-59 to Exits 13N 13S Palisades Interstate Pkwy.,,I-87 S,R,Nanuet,Rockland,NY,10954,US,US/Eastern,KHPN,2018-07-08 22:56:00,64.0,,73.0,30.27,10.0,South,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1836296,MapQuest,201.0,2,2018-10-20 09:34:59,2018-10-20 10:19:44,34.571384,-82.492783,,,0.0,Accident on SC-20 at Youth Center Rd.,100.0,Youth Center Rd,L,Belton,Anderson,SC,29627-9448,US,US/Eastern,KAND,2018-10-20 09:56:00,68.0,,78.0,29.96,10.0,WSW,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3279035,Bing,,2,2020-10-24 21:44:00,2020-10-24 23:43:05,43.148515,-77.579186,43.148146,-77.577889,0.07,Incident on PARK AVE near VASSAR ST Drive with caution.,612.0, Park Ave,L,Rochester,Monroe,NY,14607-2943,US,US/Eastern,KROC,2020-10-24 21:54:00,43.0,39.0,71.0,29.59,10.0,W,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4060832,Bing,,2,2018-04-26 05:33:28,2018-04-26 11:33:28,35.234397,-111.818089,35.239153,-111.828118,0.654,At Transwestern Rd/Exit 185 - Accident.,,Purple Heart Trail,R,Flagstaff,Coconino,AZ,86001,US,US/Mountain,KFLG,2018-04-26 05:57:00,32.0,,56.0,30.01,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1090769,MapQuest,201.0,2,2019-10-30 08:27:44,2019-10-30 09:34:59,35.90937,-78.482117,,,0.0,Accident on Pristine Ln at Hampton Lake Dr.,199.0,Hampton Lake Dr,L,Rolesville,Wake,NC,27571-9596,US,US/Eastern,KLHZ,2019-10-30 08:35:00,61.0,61.0,100.0,29.86,5.0,E,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-3603475,Bing,,3,2020-03-27 14:44:21,2020-03-27 14:59:21,42.40461,-71.02822,42.40461,-71.02822,0.0,At Webster Ave - Accident.,,US-1 S,R,Chelsea,Suffolk,MA,02150,US,US/Eastern,KBOS,2020-03-27 14:54:00,60.0,60.0,20.0,29.78,10.0,NNW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1902749,MapQuest,241.0,3,2018-09-21 07:01:37,2018-09-21 07:31:14,33.917973,-84.338135,,,0.0,Right lane blocked due to accident on I-285 Eastbound at Exit 29 Ashford Dunwoody Rd.,,Ashford Dunwoody Rd NE,R,Atlanta,DeKalb,GA,30319,US,US/Eastern,KPDK,2018-09-21 06:53:00,69.1,,90.0,30.14,10.0,ENE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3584431,Bing,,2,2020-03-18 17:59:57,2020-03-18 18:29:57,30.35923,-97.78902,30.35923,-97.78902,0.0,At TX-360-LOOP/N Capital of Texas Hwy - Accident.,,Ranch Road 2222,R,Austin,Travis,TX,78731,US,US/Central,KATT,2020-03-18 17:51:00,82.0,82.0,54.0,29.2,10.0,VAR,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1342588,MapQuest,201.0,2,2019-06-07 16:51:26,2019-06-07 17:57:22,35.816441,-78.690262,,,0.0,Left hand shoulder closed due to accident on I-440 Cliff Benson Beltline Southbound at Exit 5 Lake Boone Trl.,,I-440 W,R,Raleigh,Wake,NC,27607,US,US/Eastern,KRDU,2019-06-07 16:51:00,74.0,74.0,93.0,29.36,7.0,WSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1684910,MapQuest,201.0,2,2018-12-05 06:06:39,2018-12-05 07:06:24,35.205647,-89.732887,,,0.0,Accident on US-64 Westbound at Canada Rd.,9895.0,Highway 64,R,Arlington,Shelby,TN,38002-7980,US,US/Central,KNQA,2018-12-05 05:50:00,28.4,,74.0,30.36,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-514835,MapQuest,201.0,2,2020-12-30 07:38:24,2020-12-30 09:46:56,32.250198,-110.959778,,,0.0,Accident on Grant Rd at Hampton St.,798.0,E Grant Rd,L,Tucson,Pima,AZ,85719-2931,US,US/Mountain,KDMA,2020-12-30 07:58:00,34.0,29.0,72.0,27.25,10.0,ESE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1163530,MapQuest,201.0,2,2019-10-02 20:07:59,2019-10-02 21:24:42,30.289095,-97.69854,,,0.0,Accident on Berkman Dr at Manor Rd.,2296.0,Pershing Dr,R,Austin,Travis,TX,78723-5842,US,US/Central,KATT,2019-10-02 19:51:00,90.0,90.0,42.0,29.2,10.0,ESE,6.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-214680,MapQuest,241.0,2,2016-08-23 05:42:05,2016-08-23 06:12:05,42.222763,-71.030937,,,0.0,One lane blocked due to accident on 128 Southbound at MA-37 Granite St.,,I-93 N,R,Braintree,Norfolk,MA,02184,US,US/Eastern,KMQE,2016-08-23 05:54:00,54.0,,80.0,30.26,,WNW,9.2,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
