ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),State_Name
A-1407493,2,42.03463,-94.106003,Ogden,Boone,IA,70,70,68,28.7,10,8,0,Iowa
A-1334804,2,32.898647,-96.769081,Dallas,Dallas,TX,78,78,84,29.45,8,7,0,Texas
A-1443635,3,34.410786,-118.577576,Valencia,Los Angeles,CA,69,69,53,29.11,10,7,0,California
A-3233433,2,38.886934,-77.063437,Arlington,Arlington,VA,71,71,59,29.9,10,15,0,Virginia
A-3532657,2,33.91297,-118.12773,Downey,Los Angeles,CA,68,68,68,29.78,10,8,0,California
A-3590871,2,33.14191,-117.10457,Escondido,San Diego,CA,52,52,80,29.8,10,5,0,California
A-3034658,2,43.00689,-83.743218,Flint,Genesee,MI,35,27,67,29.26,10,10,0,Michigan
A-1108295,2,27.47533,-82.546616,Bradenton,Manatee,FL,76,76,87,30.07,10,7,0,Florida
A-936030,2,40.793522,-73.275101,Brentwood,Suffolk,NY,41,35,100,29.52,5,9,0.03,New York
A-3535019,2,42.43751,-123.27864,Grants Pass,Josephine,OR,43,43,89,26.16,4,3,0,Oregon
A-1305394,2,34.92543,-81.837288,Spartanburg,Spartanburg,SC,79,79,69,29.25,10,0,0,South Carolina
A-791719,2,41.74437,-87.849411,Justice,Cook,IL,62,62,86,29.19,10,3,0,Illinois
A-824691,3,33.504128,-117.153145,Temecula,Riverside,CA,70,70,28,28.62,10,5,0,California
A-1458875,2,35.476002,-97.502098,Oklahoma City,Oklahoma,OK,79,79,32,28.6,10,9,0,Oklahoma
A-1583410,2,35.204861,-80.835892,Charlotte,Mecklenburg,NC,44.1,39.5,89,29.86,5,8.1,0.13,North Carolina
A-3395160,2,39.255958,-94.553879,Kansas City,Clay,MO,59,59,42,28.47,10,16,0,Missouri
A-3414274,2,25.942242,-80.18879,Miami,Miami-Dade,FL,80,80,96,29.94,10,5,0,Florida
A-3597360,2,38.85875,-77.33926,Fairfax,Fairfax County,VA,53,53,52,29.75,10,0,0,Virginia
A-3775680,4,28.15429,-81.63984,Davenport,Polk,FL,72,72,97,29.78,10,7,0,Florida
A-845059,3,39.021469,-94.198509,Grain Valley,Jackson,MO,46,41,96,28.83,9,10,0,Missouri
A-3706954,2,32.29112,-90.26186,Jackson,Hinds,MS,47,44,83,29.72,10,6,0,Mississippi
A-3763560,2,34.274406,-118.540912,Porter Ranch,Los Angeles,CA,53,53,93,29.15,10,0,0,California
A-803226,2,39.819153,-84.280693,Dayton,Montgomery,OH,76,76,76,28.75,0.5,33,0,Ohio
A-3655709,2,39.165718,-122.976887,Upper Lake,Lake,CA,65,65,70,29.61,10,5,0,California
A-909520,2,35.834797,-78.638512,Raleigh,Wake,NC,36,36,44,29.91,10,3,0,North Carolina
A-3122285,2,39.859482,-84.992648,Centerville,Wayne,IN,31,24,82,28.88,2,7,0,Indiana
A-4235636,2,40.72591,-111.932547,Salt Lake City,Salt Lake,UT,83,83,19,25.65,10,9,0,Utah
A-3739592,2,34.030025,-117.707318,Chino,San Bernardino,CA,72,72,7,29.51,10,13,0,California
A-766890,3,32.935394,-96.901947,Dallas,Dallas,TX,84,84,28,29.21,10,29,0,Texas
A-3837161,2,34.082782,-118.227275,Los Angeles,Los Angeles,CA,65,65,78,29.86,6,0,0,California
A-1007700,2,44.951611,-93.14669,Saint Paul,Ramsey,MN,28,17,85,28.85,1,14,0,Minnesota
A-3306175,2,41.033238,-74.069985,Woodcliff Lake,Bergen,NJ,52,52,89,29.46,10,3,0,New Jersey
A-3432444,2,33.386517,-111.587716,Mesa,Maricopa,AZ,88,88,14,28.23,10,7,0,Arizona
A-3717695,2,34.071803,-118.122867,Alhambra,Los Angeles,CA,56,56,60,30.01,10,0,0,California
A-2959065,2,44.837271,-93.297251,Minneapolis,Hennepin,MN,18,4,81,29.26,10,14,0,Minnesota
A-1472025,2,27.85434,-82.207207,Lithia,Hillsborough,FL,66,66,83,29.76,10,9,0,Florida
A-3771084,2,44.03869,-121.30812,Bend,Deschutes,OR,30,25,80,26.59,9,5,0,Oregon
A-3270851,2,41.134411,-87.265852,Demotte,Jasper,IN,32,27,100,29.23,5,5,0,Indiana
A-3691511,2,34.172142,-118.570924,Woodland Hills,Los Angeles,CA,60,60,46,29.31,10,9,0,California
A-3575889,2,40.63457,-111.82101,Salt Lake City,Salt Lake,UT,57,57,21,25.67,10,12,0,Utah
A-1300514,2,35.228149,-80.844162,Charlotte,Mecklenburg,NC,76,76,79,29.29,10,3,0,North Carolina
A-4231879,2,42.219389,-120.364634,Lakeview,Lake,OR,48,44,68,25.32,10,8,0,Oregon
A-3537502,2,37.506924,-122.341291,Redwood City,San Mateo,CA,77,77,22,30.16,10,12,0,California
A-3718296,2,43.63753,-95.78867,Rushmore,Nobles,MN,19,5,93,28.26,0.5,15,0,Minnesota
A-180322,3,42.782223,-83.534935,Holly,Oakland,MI,17.1,4.3,88,29.88,0.5,11.5,0,Michigan
A-1698016,3,40.236031,-111.687141,Provo,Utah,UT,30.2,21.9,93,30.12,1,9.2,0.01,Utah
A-746624,3,34.001263,-117.351891,Riverside,Riverside,CA,75,75,50,28.97,10,6,0,California
A-3879436,2,45.635631,-123.358774,Forest Grove,Washington,OR,63,63,72,29.95,10,0,0,Oregon
A-4095010,3,38.369033,-75.537493,Salisbury,Wicomico,MD,32,26.4,96,30.47,1.8,5.8,0,Maryland
A-909522,2,35.730618,-78.805458,Cary,Wake,NC,35,31,48,29.92,10,5,0,North Carolina
A-3909651,2,42.19075,-123.648691,Kerby,Josephine,OR,30,20,96,29.54,0.2,12.7,0.05,Oregon
A-3490400,2,27.46247,-82.57536,Bradenton,Manatee,FL,66,66,84,30.09,10,7,0,Florida
A-3390037,2,37.015589,-76.453717,Newport News,Newport News,VA,39,39,100,30.37,10,3,0,Virginia
A-1179219,3,47.007847,-120.593742,Ellensburg,Kittitas,WA,62,62,50,28.15,10,23,0,Washington
A-1183629,2,30.44969,-91.175903,Baton Rouge,East Baton Rouge,LA,91,91,43,29.82,10,10,0,Louisiana
A-1463368,2,34.837639,-82.487938,Easley,Pickens,SC,80,80,30,28.73,10,0,0,South Carolina
A-732493,2,36.065674,-95.886406,Tulsa,Tulsa,OK,89,89,38,29.3,10,8,0,Oklahoma
A-3616894,4,30.28828,-81.99049,Jacksonville,Duval,FL,75,75,34,29.95,10,5,0,Florida
A-3521304,2,35.05457,-80.85036,Charlotte,Mecklenburg,NC,70,70,93,29.28,10,7,0.01,North Carolina
A-3854399,2,34.251544,-119.000283,Somis,Ventura,CA,75,75,51,29.73,10,9,0,California
A-567632,2,33.957596,-117.379181,Riverside,Riverside,CA,53,53,45,29.19,10,3,0,California
A-3343889,2,33.908582,-84.228969,Norcross,Gwinnett,GA,59,59,100,29.03,10,5,0,Georgia
A-3554249,2,33.643301,-117.916727,Costa Mesa,Orange,CA,72,72,61,29.87,10,14,0,California
A-643920,2,38.52541,-90.399338,Saint Louis,St. Louis County,MO,80,80,21,29.23,10,10,0,Missouri
A-754191,3,33.74081,-117.833809,Tustin,Orange,CA,76,76,58,29.84,10,8,0,California
A-4172219,3,34.77781,-92.24593,North Little Rock,Pulaski,AR,67,67,76,29.68,10,8,0,Arkansas
A-612197,3,40.84771,-73.935143,New York,New York,NY,50,50,63,30.12,10,0,0,New York
A-839921,2,36.761471,-76.140083,Virginia Beach,Virginia Beach,VA,68,68,73,30.14,10,18,0,Virginia
A-3855104,2,38.255753,-122.064432,Fairfield,Solano,CA,87,87,23,29.85,10,13,0,California
A-1206134,3,33.922043,-118.281631,Los Angeles,Los Angeles,CA,70,70,68,29.78,10,0,0,California
A-1012483,2,35.798336,-78.487396,Knightdale,Wake,NC,36,30,87,29.99,10,7,0,North Carolina
A-3595302,2,33.68427,-84.4072,Atlanta,Fulton,GA,60,60,90,29.02,0.25,7,0,Georgia
A-1455738,2,32.71666,-117.120163,San Diego,San Diego,CA,57,57,88,29.98,2,6,0.02,California
A-3285553,2,44.966134,-93.252388,Minneapolis,Hennepin,MN,51,51,63,28.8,10,8,0,Minnesota
A-1026568,3,41.074059,-111.976814,Layton,Davis,UT,13,-4,66,25.64,10,18,0,Utah
A-530724,2,34.695358,-82.878342,Seneca,Oconee,SC,39,39,96,28.94,2,0,0.02,South Carolina
A-1437989,2,29.555096,-98.348335,San Antonio,Bexar,TX,73,73,94,29.07,10,9,0,Texas
A-3376223,2,34.019647,-117.485164,Jurupa Valley,Riverside,CA,67,67,66,29.01,10,5,0,California
A-3043789,2,38.419185,-122.927377,Sebastopol,Sonoma,CA,65,65,34,29.85,10,3,0,California
A-3381475,2,40.010088,-75.063991,Philadelphia,Philadelphia,PA,44,44,58,30.28,10,0,0,Pennsylvania
A-3698556,4,34.0319,-84.04608,Suwanee,Gwinnett,GA,40,34,100,28.85,4,8,0.03,Georgia
A-3774393,2,47.60773,-122.33134,Seattle,King,WA,51,51,71,29.89,7,7,0,Washington
A-3842193,4,35.07035,-104.22306,Cuervo,Guadalupe,NM,44,39,32,26.16,10,10,0,New Mexico
A-649132,3,32.918026,-96.855957,Dallas,Dallas,TX,54,54,58,29.45,13,12,0,Texas
A-3220688,2,43.041625,-83.704566,Flint,Genesee,MI,52,52,89,29.39,10,0,0,Michigan
A-1250402,3,42.584103,-71.157806,Wilmington,Middlesex,MA,68,68,76,29.63,10,0,0,Massachusetts
A-1299536,2,36.261299,-86.712532,Madison,Davidson,TN,75,75,79,29.36,10,6,0.54,Tennessee
A-588571,2,42.239231,-71.132133,Hyde Park,Suffolk,MA,39,31,62,29.48,10,14,0,Massachusetts
A-4178622,4,38.93553,-94.7185,Overland Park,Johnson,KS,50,50,52,28.92,10,9,0,Kansas
A-3393902,2,40.147901,-75.308156,Norristown,Montgomery,PA,36,31,93,29.95,10,6,0,Pennsylvania
A-3324995,2,35.193087,-85.165958,Hixson,Hamilton,TN,36,36,89,29.61,10,0,0,Tennessee
A-892990,2,44.778271,-91.531036,Eau Claire,Eau Claire,WI,17,17,88,29.26,6,0,0,Wisconsin
A-919464,2,35.27824,-80.834518,Charlotte,Mecklenburg,NC,48,46,57,29.28,10,6,0,North Carolina
A-3567181,3,42.40505,-83.13551,Detroit,Wayne,MI,81,81,50,29.22,10,13,0,Michigan
A-1309429,3,30.59606,-97.68985,Georgetown,Williamson,TX,96,96,43,29.1,10,6,0,Texas
A-730575,2,33.807552,-79.018517,Conway,Horry,SC,77,77,78,29.97,10,7,0,South Carolina
A-3178198,2,30.53539,-91.081572,Baton Rouge,East Baton Rouge,LA,72,72,91,29.97,10,0,0,Louisiana
A-1297495,2,33.544727,-86.64167,Birmingham,Jefferson,AL,71,71,84,29.44,9,0,0,Alabama
A-3790227,2,32.717775,-117.114247,San Diego,San Diego,CA,62,62,84,29.93,10,0,0,California
A-1432622,2,35.14547,-82.333359,Landrum,Greenville,SC,93,93,33,28.9,10,10,0,South Carolina
A-864045,2,34.05822,-80.92952,Columbia,Richland,SC,60,60,90,29.44,5,8,0,South Carolina
A-3487135,1,37.14435,-121.98468,Los Gatos,Santa Clara,CA,65,65,50,29.86,10,18,0,California
A-569296,2,33.771049,-117.992035,Garden Grove,Orange,CA,55,55,52,29.96,10,0,0,California
A-3645064,1,37.73679,-122.40319,San Francisco,San Francisco,CA,55,55,77,29.89,10,8,0,California
A-939195,2,35.016762,-81.960983,Boiling Springs,Spartanburg,SC,34,34,65,29.2,10,0,0,South Carolina
A-1099611,2,43.055122,-85.955078,Coopersville,Ottawa,MI,47,42,71,29.17,10,10,0.01,Michigan
A-739151,2,33.748051,-79.856377,Cades,Williamsburg,SC,72,72,100,30.04,5,0,0,South Carolina
A-842369,2,28.3757,-82.3619,Dade City,Pasco,FL,64,64,100,30.06,0.25,0,0,Florida
A-551689,2,33.818401,-84.250504,Tucker,DeKalb,GA,54,54,100,28.9,3,0,0.03,Georgia
A-3745779,2,33.957828,-118.111836,Downey,Los Angeles,CA,65,65,45,30.04,10,0,0,California
A-1060703,2,40.126591,-75.07473,Huntingdon Valley,Montgomery,PA,63,63,87,29.32,1,12,0.15,Pennsylvania
A-3237768,2,34.221915,-119.100763,Camarillo,Ventura,CA,54,54,66,29.89,10,0,0,California
A-3617531,2,38.81462,-104.82245,Colorado Springs,El Paso,CO,28,19,78,23.98,10,9,0,Colorado
A-1239175,2,28.493605,-81.508545,Orlando,Orange,FL,86,86,67,29.81,10,15,0,Florida
A-3853796,2,33.765678,-117.97238,Garden Grove,Orange,CA,65,65,78,29.86,10,3,0,California
A-705410,2,36.152187,-86.62516,Nashville,Davidson,TN,84,84,69,29.35,10,7,0,Tennessee
A-1010054,2,34.788139,-82.49897,Easley,Anderson,SC,54,54,100,28.95,3,8,0,South Carolina
A-825942,2,35.497398,-97.534325,Oklahoma City,Oklahoma,OK,71,71,42,28.73,10,14,0,Oklahoma
A-586422,2,32.221581,-110.909615,Tucson,Pima,AZ,86,86,17,27.25,10,13,0,Arizona
A-3188950,2,34.049054,-117.995722,La Puente,Los Angeles,CA,59,59,44,30.07,10,0,0,California
A-3485920,2,36.75876,-76.35023,Chesapeake,Chesapeake,VA,68,68,32,29.88,10,7,0,Virginia
A-3419621,2,33.974651,-118.281244,Los Angeles,Los Angeles,CA,52,52,71,29.98,10,0,0,California
A-3253599,2,38.914655,-76.932697,Capitol Heights,Prince George's,MD,35,27,79,29.91,10,10,0,Maryland
A-3660606,2,33.655271,-117.865024,Irvine,Orange,CA,81,81,41,29.86,10,5,0,California
A-1453612,2,38.898876,-77.196297,Falls Church,Fairfax County,VA,51,51,66,30.35,10,6,0.02,Virginia
A-2997819,2,37.652127,-77.616023,Henrico,Henrico,VA,27,27,75,30.34,10,0,0,Virginia
A-889511,2,33.873421,-78.621681,Little River,Horry,SC,67,67,66,30.43,10,9,0,South Carolina
A-3797415,2,37.724623,-121.398156,Tracy,San Joaquin,CA,61,61,39,29.81,10,10,0,California
A-2299231,2,40.806515,-73.933311,New York,New York,NY,30,24.1,88,30.27,4,5.8,0.05,New York
A-3687211,4,47.61408,-122.323387,Seattle,King,WA,35,29,52,29.77,10,8,0,Washington
A-1182092,2,42.49654,-83.446739,Novi,Oakland,MI,66,66,63,28.72,10,10,0,Michigan
A-1007636,2,33.007408,-80.813232,Ruffin,Colleton,SC,46,46,100,30.05,0.25,0,0,South Carolina
A-1086351,2,30.392059,-97.83519,Austin,Travis,TX,75,75,64,29.19,10,0,0,Texas
A-3057965,2,35.747036,-81.60079,Valdese,Burke,NC,53,53,66,28.8,10,0,0,North Carolina
A-1518742,3,44.951591,-93.165657,Saint Paul,Ramsey,MN,35.1,25.9,92,29.85,4,13.8,0.02,Minnesota
A-3811159,2,32.76478,-117.155997,San Diego,San Diego,CA,68,68,65,29.44,10,5,0,California
A-1305304,3,27.852102,-82.346649,Gibsonton,Hillsborough,FL,75,75,94,29.92,10,5,0,Florida
A-1071603,3,29.438782,-98.47744,San Antonio,Bexar,TX,81,81,18,29.03,10,7,0,Texas
A-3584947,2,37.75034,-121.13882,Ripon,San Joaquin,CA,56,56,53,29.71,10,9,0,California
A-694483,2,35.538849,-89.26635,Brownsville,Haywood,TN,76,76,87,29.66,10,0,0,Tennessee
A-759803,3,29.708059,-95.304199,Houston,Harris,TX,81,81,69,29.98,10,6,0,Texas
A-1430584,2,25.59672,-80.373901,Miami,Miami-Dade,FL,78,78,71,29.98,10,3,0,Florida
A-4173074,2,45.51393,-122.79399,Portland,Washington,OR,74,74,48,29.83,10,0,0,Oregon
A-3406383,2,40.824865,-73.869377,Bronx,Bronx,NY,54,54,75,29.91,10,6,0,New York
A-830133,2,29.630461,-95.170364,Houston,Harris,TX,82,82,51,29.87,10,16,0,Texas
A-3743795,2,42.35966,-87.894454,Waukegan,Lake,IL,43,35,60,28.78,10,18,0,Illinois
A-559201,2,36.13179,-86.727615,Nashville,Davidson,TN,52,52,50,29.67,10,6,0,Tennessee
A-2698559,2,34.419842,-118.656738,Castaic,Los Angeles,CA,64,64,84,29.14,10,0,0,California
A-716769,2,30.52404,-87.221237,Pensacola,Escambia,FL,90,90,57,29.86,10,9,0,Florida
A-1109666,2,40.667267,-111.981453,Salt Lake City,Salt Lake,UT,58,58,31,25.95,10,7,0,Utah
A-614650,2,30.22378,-92.009911,Lafayette,Lafayette,LA,76,76,91,29.79,10,6,0,Louisiana
A-3050313,2,38.944318,-121.097889,Auburn,Placer,CA,88,88,17,28.42,8,5,0,California
A-1083163,2,37.813675,-122.361519,San Francisco,San Francisco,CA,75,75,25,29.99,10,6,0,California
A-2871388,2,41.23201,-95.85747,Council Bluffs,Pottawattamie,IA,27,12.2,81,29.8,1,24.2,0,Iowa
A-3727150,2,33.687203,-117.872195,Santa Ana,Orange,CA,68,68,43,29.97,10,7,0,California
A-3199246,2,34.058611,-118.454588,Los Angeles,Los Angeles,CA,59,59,58,29.52,10,10,0,California
A-4024036,2,33.69825,-84.08423,Conyers,DeKalb,GA,72,72,100,28.93,1,5,0.01,Georgia
A-868872,2,33.431782,-80.83728,Rowesville,Orangeburg,SC,65,65,87,29.54,10,9,0,South Carolina
A-1269725,3,28.526291,-81.386147,Orlando,Orange,FL,87,87,65,29.96,10,9,0,Florida
A-564346,3,42.68277,-73.78511,Albany,Albany,NY,23,11,63,30.22,10,13,0,New York
A-1219541,3,42.075397,-122.604713,Ashland,Jackson,OR,57,57,69,28.51,10,18,0,Oregon
A-1330693,2,40.039822,-83.03289,Columbus,Franklin,OH,65,65,97,29.03,4,3,0,Ohio
A-1464604,3,37.976379,-122.064125,Pleasant Hill,Contra Costa,CA,71,71,35,30.16,10,14,0,California
A-3521018,2,40.05691,-79.13292,Somerset,Somerset,PA,75,75,47,28.76,10,17,0,Pennsylvania
A-855709,2,32.743256,-97.062523,Arlington,Tarrant,TX,68,68,40,29.35,10,5,0,Texas
A-995288,2,34.922421,-81.986832,Spartanburg,Spartanburg,SC,50,50,43,28.92,10,6,0,South Carolina
A-583785,2,26.100506,-80.124474,Fort Lauderdale,Broward,FL,79,79,79,30.06,10,14,0,Florida
A-648982,3,35.399612,-82.508415,Fletcher,Henderson,NC,60,60,22,28.01,10,0,0,North Carolina
A-1106300,2,30.414825,-91.057899,Baton Rouge,East Baton Rouge,LA,54,54,90,30.16,10,5,0,Louisiana
A-555922,3,47.778805,-122.317749,Mountlake Terrace,Snohomish,WA,46,42,73,29.48,10,7,0,Washington
A-518857,3,39.889671,-83.930832,Springfield,Clark,OH,16,0,86,28.74,4,17,0,Ohio
A-3525240,2,39.78488,-105.08647,Arvada,Jefferson,CO,64,64,83,24.46,10,12,0,Colorado
A-1129914,3,41.38409,-73.480095,Danbury,Fairfield,CT,37,29,59,29.73,10,12,0,Connecticut
A-725407,2,33.85424,-117.941826,Fullerton,Orange,CA,85,85,30,29.72,10,8,0,California
A-616618,2,33.73473,-86.051033,Ohatchee,Calhoun,AL,67,67,97,29.23,9,8,0,Alabama
A-760808,2,41.587269,-93.751846,West des Moines,Polk,IA,72,72,91,28.79,10,7,0,Iowa
A-3856100,4,33.38654,-111.55254,Apache Junction,Pinal,AZ,79,79,32,28.47,10,8,0,Arizona
A-4232263,3,25.89281,-80.20962,Miami,Miami-Dade,FL,90,90,59,30.03,10,5,0,Florida
A-1032659,2,39.03088,-84.593498,Erlanger,Kenton,KY,27,27,75,29.51,9,0,0,Kentucky
A-3152449,4,32.784861,-96.768141,Dallas,Dallas,TX,68,68,87,29.26,10,7,0,Texas
A-3238286,2,34.085982,-118.232109,Los Angeles,Los Angeles,CA,90,90,12,29.7,10,0,0,California
A-4179147,2,30.25182,-81.45936,Jacksonville,Duval,FL,73,73,100,29.93,10,5,0,Florida
A-1455610,3,37.332241,-122.053741,Cupertino,Santa Clara,CA,58,58,81,30,10,6,0,California
A-1071885,2,35.129921,-89.782608,Cordova,Shelby,TN,68,68,100,29.37,1,29,0,Tennessee
A-3649932,2,39.67708,-75.69893,Newark,New Castle,DE,59,59,41,29.56,10,12,0,Delaware
A-3452521,2,39.83593,-75.39505,Chester,Delaware,PA,83,83,63,29.89,10,15,0,Pennsylvania
A-3535789,3,40.5754,-80.09354,Sewickley,Allegheny,PA,55,55,77,28.8,10,0,0,Pennsylvania
A-3035876,2,33.867575,-98.485795,Wichita Falls,Wichita,TX,56,56,78,28.97,10,5,0,Texas
A-3947093,2,38.75139,-90.44763,Maryland Heights,St. Louis County,MO,45,39.3,100,30.06,0.8,11.5,0,Missouri
A-3060243,2,32.947374,-80.203527,Summerville,Dorchester,SC,68,68,100,30.07,10,0,0,South Carolina
A-3677263,2,34.06754,-117.55489,Ontario,San Bernardino,CA,66,66,22,29,10,5,0,California
A-3254914,2,37.649331,-122.091379,Hayward,Alameda,CA,43,40,60,30.28,10,5,0,California
A-2985435,2,40.785302,-73.984242,New York,New York,NY,66,66,81,30.01,10,0,0,New York
A-3556236,2,33.55604,-112.26192,Peoria,Maricopa,AZ,103,103,6,28.53,10,16,0,Arizona
A-1053963,2,25.807581,-80.263191,Miami,Miami-Dade,FL,83,83,58,29.94,10,15,0,Florida
A-3567825,2,45.15944,-117.96526,North Powder,Union,OR,62,62,67,26.61,10,6,0,Oregon
A-3839542,2,34.03721,-118.283995,Los Angeles,Los Angeles,CA,70,70,27,29.82,10,0,0,California
A-3294227,2,39.096145,-94.586878,Kansas City,Jackson,MO,68,68,47,29.16,10,6,0,Missouri
A-576049,3,37.8111,-122.249481,Oakland,Alameda,CA,60,60,60,30.12,10,0,0,California
A-3527417,2,38.50759,-121.458226,Sacramento,Sacramento,CA,65,65,70,29.77,10,12,0,California
A-3346851,2,35.084244,-81.859668,Chesnee,Spartanburg,SC,69,69,92,29.06,10,0,0,South Carolina
A-979067,2,40.77029,-73.289207,Bay Shore,Suffolk,NY,32,26,75,29.86,10,7,0,New York
A-621703,2,42.537163,-71.134827,Wilmington,Middlesex,MA,64,64,88,29.78,10,6,0,Massachusetts
A-3558547,3,36.31907,-86.7028,Goodlettsville,Davidson,TN,76,76,52,29.54,10,0,0,Tennessee
A-1197732,2,40.95158,-74.210129,Wayne,Passaic,NJ,70,70,49,29.93,10,7,0,New Jersey
A-2992928,2,30.536907,-87.087323,Milton,Santa Rosa,FL,61,61,54,29.99,10,16,0,Florida
A-3603188,2,33.784107,-117.492012,Corona,Riverside,CA,51,51,68,29.44,10,7,0,California
A-670040,2,41.802738,-87.974167,Westmont,DuPage,IL,41,35,47,29.62,10,10,0,Illinois
A-946471,2,30.385679,-87.095032,Gulf Breeze,Santa Rosa,FL,72,72,94,30.04,0.25,6,0,Florida
A-541022,2,33.707142,-112.272453,Peoria,Maricopa,AZ,64,64,16,28.5,10,7,0,Arizona
A-3309951,2,32.334601,-95.29109,Tyler,Smith,TX,47,47,56,29.6,10,0,0,Texas
A-1038601,3,33.156712,-117.339081,Carlsbad,San Diego,CA,54,54,83,29.46,10,12,0.01,California
A-961117,2,42.047428,-88.304527,Elgin,Kane,IL,22,22,44,29.78,10,3,0,Illinois
A-3348344,4,40.063759,-75.324679,Conshohocken,Montgomery,PA,58,58,99,29.65,7,0,0,Pennsylvania
A-1349803,2,32.134331,-110.9095,Tucson,Pima,AZ,83,83,32,27.29,10,13,0,Arizona
A-639885,2,35.112419,-80.758263,Charlotte,Mecklenburg,NC,69,69,96,29.18,3,3,0,North Carolina
A-3552280,2,40.11655,-75.34059,Norristown,Montgomery,PA,75,75,42,30.01,10,6,0,Pennsylvania
A-1353261,2,35.335232,-80.753609,Charlotte,Mecklenburg,NC,81,81,45,29.15,10,15,0,North Carolina
A-3650515,1,27.74475,-82.67523,Saint Petersburg,Pinellas,FL,78,78,74,29.79,10,10,0,Florida
A-740543,3,33.769333,-84.390556,Atlanta,Fulton,GA,74,74,91,29.21,10,5,0,Georgia
A-2970083,2,32.68983,-96.628414,Balch Springs,Dallas,TX,54,54,94,29.49,10,6,0,Texas
A-1355468,2,35.18074,-80.889297,Charlotte,Mecklenburg,NC,79,79,34,29.35,10,7,0,North Carolina
A-3328999,2,41.540647,-73.019353,Waterbury,New Haven,CT,61,61,100,29.23,10,8,0,Connecticut
A-824859,2,40.069763,-75.570938,Malvern,Chester,PA,52,52,62,29.46,10,6,0,Pennsylvania
A-1496455,2,33.865993,-118.049759,Cerritos,Los Angeles,CA,71,71,53,29.8,10,7,0,California
A-3257061,2,34.17524,-79.808603,Florence,Florence,SC,75,75,73,29.73,10,21,0,South Carolina
A-1193913,3,34.044483,-81.117493,Columbia,Lexington,SC,92,92,42,29.7,10,13,0,South Carolina
A-3604138,2,35.30779,-80.84534,Charlotte,Mecklenburg,NC,81,81,51,29.13,10,9,0,North Carolina
A-950486,2,34.041771,-80.937782,Columbia,Richland,SC,69,69,84,29.69,10,12,0,South Carolina
A-3843773,2,40.86167,-111.92986,Woods Cross,Davis,UT,37,33,67,25.82,10,5,0,Utah
A-3653242,1,38.38714,-122.74158,Santa Rosa,Sonoma,CA,51,51,83,29.99,10,5,0,California
A-1123167,2,43.688541,-73.422241,Whitehall,Washington,NY,20,20,74,30.04,10,3,0,New York
A-963868,2,32.121197,-110.934692,Tucson,Pima,AZ,49,46,61,27.33,6,8,0,Arizona
A-3668294,2,35.01164,-85.21422,Chattanooga,Hamilton,TN,62,62,93,29,6,9,0.03,Tennessee
A-1343646,3,33.520794,-86.84993,Birmingham,Jefferson,AL,84,84,63,29.05,10,9,0,Alabama
A-3363901,2,36.15083,-86.749881,Nashville,Davidson,TN,53,53,52,29.55,10,6,0,Tennessee
A-1305780,3,32.964828,-96.91774,Carrollton,Dallas,TX,84,84,66,29.33,10,0,0,Texas
A-1470151,2,32.952808,-96.926804,Northeast Dallas,Dallas,TX,55,55,94,29.06,7,8,0,Texas
A-988646,2,37.146095,-121.985832,Los Gatos,Santa Clara,CA,46,44,86,30.06,9,5,0,California
A-1329356,2,30.223021,-97.684708,Austin,Travis,TX,98,98,39,29.3,10,8,0,Texas
A-766379,2,38.003124,-84.447968,Lexington,Fayette,KY,64,64,41,28.97,10,16,0,Kentucky
A-697420,3,41.425423,-81.579063,Cleveland,Cuyahoga,OH,80,80,64,29.38,10,6,0,Ohio
A-1088614,2,33.45385,-81.999611,Augusta,Richmond,GA,67,67,73,29.67,10,0,0,Georgia
A-2995543,2,45.8454,-95.392752,Alexandria,Douglas,MN,34,24,73,28.3,10,15,0,Minnesota
A-3545054,2,40.69662,-111.9403,West Valley City,Salt Lake,UT,81,81,18,25.76,10,8,0,Utah
A-1004414,3,34.036156,-118.376724,Los Angeles,Los Angeles,CA,64,64,52,29.95,10,6,0,California
A-1152469,2,42.210979,-87.868156,Lake Forest,Lake,IL,37,27,62,29.28,10,20,0,Illinois
A-1128910,2,34.275471,-118.92733,Moorpark,Ventura,CA,56,56,80,30.02,10,0,0,California
A-1215030,3,39.096268,-94.589897,Kansas City,Jackson,MO,79,79,44,29.36,10,0,0,Missouri
A-689373,2,41.244534,-73.103554,Stratford,Fairfield,CT,86,86,41,29.92,10,10,0,Connecticut
A-1114141,2,33.004639,-96.795479,Dallas,Collin,TX,70,70,46,29.24,10,14,0,Texas
A-1008454,2,40.587669,-111.93869,West Jordan,Salt Lake,UT,43,38,58,25.81,10,8,0,Utah
A-1444620,2,34.854568,-82.398788,Greenville,Greenville,SC,66,66,81,28.97,10,0,0,South Carolina
A-3340443,2,40.73585,-73.858542,Rego Park,Queens,NY,63,63,45,30.4,10,10,0,New York
A-1326462,2,34.745693,-81.035789,Richburg,Chester,SC,91,91,55,29.39,10,0,0,South Carolina
A-1346226,2,39.022289,-84.511803,Latonia,Kenton,KY,70,70,97,29.37,4,0,0.01,Kentucky
A-1160578,2,32.056824,-81.098976,Savannah,Chatham,GA,76,76,92,30,10,3,0,Georgia
