ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
A-466976,3,27.947798,-82.531372,Tampa,Hillsborough,FL,80.1,,87,29.99,10,6.9,
A-1154930,3,41.559071,-93.776802,West des Moines,Polk,IA,35,26,92,29.04,2,13,0.06
A-1889932,3,34.503536,-118.240143,Acton,Los Angeles,CA,55,,40,29.88,10,5.8,
A-1588468,3,39.98193,-75.100945,Philadelphia,Philadelphia,PA,48,,32,30.08,10,13.8,
A-3214924,2,30.439761,-91.202247,Port Allen,West Baton Rouge,LA,86,86,59,29.89,10,14,0
A-4003880,4,40.78474,-82.55203,Mansfield,Richland,OH,69.1,,54,30.03,10,9.2,
A-1415289,3,34.024059,-117.335464,Colton,San Bernardino,CA,55,55,84,28.66,5,9,0.09
A-727432,2,35.124409,-81.629761,Gaffney,Cherokee,SC,84,84,66,29.03,10,3,0
A-2107790,2,32.655857,-96.979446,Dallas,Dallas,TX,73,,84,30.02,9,11.5,0
A-2886747,4,42.755618,-73.774918,Latham,Albany,NY,34,25.5,31,30.5,10,11.5,
A-465402,2,25.781912,-80.385773,Miami,Miami-Dade,FL,78.1,,90,30.03,10,3.5,0
A-1378016,3,36.141048,-86.719299,Nashville,Davidson,TN,82,82,67,29.53,10,0,0
A-4185179,2,43.394667,-124.23935,North Bend,Coos,OR,55,55,100,29.65,10,0,0.01
A-3864733,2,37.918043,-122.06547,Walnut Creek,Contra Costa,CA,73,73,27,29.66,10,12,0
A-2849479,2,34.43441,-118.38278,Canyon Country,Los Angeles,CA,69,69,78,29.08,8,3,0
A-229514,2,40.088982,-76.180069,Leola,Lancaster,PA,30,,100,30.12,6,,
A-2140768,2,35.684761,-78.841095,Apex,Wake,NC,84.9,,61,30.12,10,,
A-2217747,3,30.344162,-81.668091,Jacksonville,Duval,FL,70,,57,29.85,10,5.8,
A-2399298,2,33.50835,-81.879631,Graniteville,Aiken,SC,33.8,25.3,60,30.3,10,11.5,
A-4049836,2,34.16509,-118.47521,Encino,Los Angeles,CA,75.9,,48,29.91,10,6.9,
A-80514,3,34.063923,-117.269821,San Bernardino,San Bernardino,CA,91.4,,23,29.99,10,13.8,
A-129120,2,27.298716,-82.435356,Sarasota,Sarasota,FL,73.9,,57,30.18,10,5.8,
A-3157264,2,40.185488,-74.704617,Trenton,Mercer,NJ,51,51,63,30.24,10,3,0
A-1388560,3,37.940067,-121.298241,Stockton,San Joaquin,CA,64,64,54,29.75,10,14,0
A-1662768,3,33.84417,-118.28569,Carson,Los Angeles,CA,51.8,,54,30.13,10,4.6,
A-2874417,3,35.76909,-78.72669,Raleigh,Wake,NC,57.9,,11,30.04,10,10.4,
A-3517745,3,34.03007,-117.70245,Chino,San Bernardino,CA,84,84,44,29.2,6,3,0
A-1688551,3,27.338017,-82.446785,Sarasota,Sarasota,FL,53.1,,93,30.31,10,6.9,
A-1886234,2,29.411779,-98.644638,San Antonio,Bexar,TX,86.9,,62,29.89,10,11.5,
A-439933,2,34.15958,-118.46846,Sherman Oaks,Los Angeles,CA,61,,64,29.96,10,,
A-3030749,2,25.631644,-80.414768,Miami,Miami-Dade,FL,86,86,57,29.97,10,17,0
A-3551743,2,35.4413,-119.0748,Bakersfield,Kern,CA,83,83,25,29.38,10,9,0
A-3706309,2,36.754695,-119.771727,Fresno,Fresno,CA,47,47,93,29.88,3,3,0
A-159443,3,33.743267,-84.368134,Atlanta,Fulton,GA,93.9,,41,30.1,10,,
A-3517022,1,33.58246,-111.8739,Scottsdale,Maricopa,AZ,98,98,12,28.26,10,5,0
A-3064978,2,39.642716,-106.303914,Vail,Eagle,CO,11,-1,70,20.79,10,8,0
A-1525563,3,32.326283,-90.160912,Jackson,Hinds,MS,57.9,,46,30.23,10,12.7,
A-1263394,2,38.886101,-77.10463,Arlington,Arlington,VA,72,72,84,30.05,10,6,0
A-3434259,2,33.880194,-117.653435,Corona,Riverside,CA,73,73,41,29.49,10,0,0
A-2631529,2,29.712385,-95.153519,Pasadena,Harris,TX,78.8,,78,29.97,10,,
A-882215,2,43.158127,-77.539108,Rochester,Monroe,NY,34,34,67,29.28,10,0,0
A-2511491,2,39.772278,-84.214348,Dayton,Montgomery,OH,35.1,27.9,76,30.18,10,9.2,
A-3921797,2,30.301511,-97.930791,Bee Cave,Travis,TX,63.5,,100,30.12,4,3.5,
A-2779837,2,38.68296,-90.23569,Saint Louis,St. Louis City,MO,73.9,,59,30.09,10,3.5,
A-1208021,2,34.79055,-86.989487,Athens,Limestone,AL,91,,57,29.59,9,,0
A-3265190,2,28.404722,-80.705791,Merritt Island,Brevard,FL,79,79,83,29.83,10,18,0
A-2134858,3,32.745213,-96.812698,Dallas,Dallas,TX,79,,56,29.91,10,5.8,
A-2641131,2,30.444441,-91.129898,Baton Rouge,East Baton Rouge,LA,89.1,,48,29.94,10,,
A-1559283,2,28.01717,-82.608047,Tampa,Hillsborough,FL,46,41.4,63,30.28,10,9.2,
A-2611378,2,35.819687,-78.603439,Raleigh,Wake,NC,80.1,,56,29.93,10,10.4,
A-912206,3,35.75526,-78.715874,Raleigh,Wake,NC,41,36,86,29.73,10,8,0
A-2366286,3,42.166214,-71.508751,Milford,Worcester,MA,51.8,,94,30.07,2.5,5.8,0
A-4057005,2,37.663928,-121.682629,Livermore,Alameda,CA,37,34.5,100,30.24,10,3.5,
A-2513893,3,42.312744,-71.384834,Framingham,Middlesex,MA,24.1,,57,30.53,10,,
A-2371683,2,41.680405,-93.65403,Des Moines,Polk,IA,-0.4,-20.5,78,30.55,4,16.1,
A-2143912,2,41.75071,-88.030571,Woodridge,DuPage,IL,67.6,,76,30.04,10,8.1,
A-127416,2,27.719336,-82.675163,Saint Petersburg,Pinellas,FL,73,,73,30.08,10,,
A-1725307,2,29.876768,-95.563255,Houston,Harris,TX,46,43.9,100,29.92,10,4.6,0
A-1646451,2,37.020714,-76.441994,Newport News,Newport News,VA,38.3,31.4,66,30.36,10,10.4,
A-2266448,2,34.716206,-80.768364,Lancaster,Lancaster,SC,48.2,,34,30.15,10,3.5,
A-1627261,3,34.152287,-118.113274,Pasadena,Los Angeles,CA,,,,,,,
A-4050287,2,33.688,-117.90769,Costa Mesa,Orange,CA,64.9,,75,29.83,10,11.5,
A-2586856,2,34.135693,-117.392265,Rialto,San Bernardino,CA,84.4,,35,29.8,10,,
A-866796,2,47.687691,-117.239677,Spokane,Spokane,WA,47,43,59,28.04,10,8,0
A-3519138,2,45.24453,-93.50004,Anoka,Anoka,MN,66,66,73,28.93,10,7,0
A-558174,2,40.096958,-75.19619,Glenside,Montgomery,PA,51,51,80,29.62,10,13,0
A-1142511,2,34.326408,-81.082535,Winnsboro,Fairfield,SC,57,57,77,29.39,10,3,
A-836717,3,33.968159,-118.167679,Bell Gardens,Los Angeles,CA,60,60,44,29.8,10,0,0
A-4093721,3,42.23368,-88.800487,Belvidere,Boone,IL,23,10.6,88,29.83,10,13.8,0
A-881555,2,32.44289,-93.767326,Shreveport,Caddo,LA,55,55,74,29.95,10,8,0
A-3488548,3,32.94703,-96.90596,Carrollton,Dallas,TX,66,66,88,29.28,10,15,0
A-1020941,2,33.850986,-117.814507,Anaheim,Orange,CA,59,59,72,29.79,10,10,0
A-1733636,2,33.465725,-112.065086,Phoenix,Maricopa,AZ,59,,44,30.09,10,5.8,
A-150322,2,33.852024,-84.369621,Atlanta,Fulton,GA,55,,72,30.35,10,3.5,
A-772835,2,36.734604,-121.637222,Salinas,Monterey,CA,70,70,46,29.99,10,14,0
A-3969507,2,43.869255,-122.689984,Lowell,Lane,OR,41,37.1,89,29.86,5,5.8,0
A-3151349,2,25.605246,-80.351185,Miami,Miami-Dade,FL,75,75,57,30.15,10,15,0
A-3202900,2,25.884644,-80.210555,North Miami,Miami-Dade,FL,73,73,90,29.98,10,6,0
A-1448288,3,38.495701,-121.516472,Sacramento,Sacramento,CA,59,59,90,29.86,10,6,0.3
A-3205965,2,39.234763,-76.710952,Halethorpe,Baltimore County,MD,70,70,28,30.17,10,5,0
A-2304200,2,34.409775,-119.858719,Goleta,Santa Barbara,CA,46.9,,93,30.16,8,3.5,
A-3225022,2,44.848519,-92.985652,Cottage Grove,Washington,MN,25,18,91,28.91,10,7,0
A-3922379,4,36.082053,-79.767354,Greensboro,Guilford,NC,60.1,,69,29.87,10,6.9,
A-1758397,3,35.160206,-106.586952,Albuquerque,Bernalillo,NM,39.9,35.8,35,30.55,10,5.8,
A-2392998,3,44.862064,-93.223251,Minneapolis,Hennepin,MN,42.1,35.2,70,29.73,10,12.7,
A-3231705,2,28.509703,-81.415632,Orlando,Orange,FL,73,73,93,30,10,5,0
A-2533975,3,47.799538,-122.314308,Mountlake Terrace,Snohomish,WA,62.1,,62,29.97,10,16.1,
A-4196830,2,27.95636,-82.3275,Tampa,Hillsborough,FL,77,77,94,29.88,7,0,0
A-698628,2,33.519676,-117.61985,Ladera Ranch,Orange,CA,64,64,87,29.81,10,0,0
A-3430930,2,32.846342,-117.118281,San Diego,San Diego,CA,66,66,83,29.47,9,0,0
A-4173814,2,42.35128,-83.09848,Detroit,Wayne,MI,44,41,85,29.09,10,6,0
A-3852213,2,38.609169,-121.415334,Sacramento,Sacramento,CA,79,79,26,29.84,10,6,
A-2626817,3,40.987759,-81.492561,Akron,Summit,OH,81,,60,30.1,10,,
A-2133074,3,34.151199,-118.281181,Los Angeles,Los Angeles,CA,68,,55,29.94,10,,
A-4141544,2,30.363741,-97.717968,Austin,Travis,TX,82.9,,27,30.04,10,4.6,
A-790600,2,34.796219,-111.916,Cornville,Yavapai,AZ,65,65,26,25.02,10,0,0
A-1177284,3,40.853615,-73.964462,Fort Lee,Bergen,NJ,71,71,81,29.91,10,6,0
A-3456508,1,32.23609,-110.9267,Tucson,Pima,AZ,80,80,30,27.13,10,9,0
A-710243,3,42.208881,-83.227867,Southgate,Wayne,MI,82,82,40,29.28,10,7,0
A-2895978,3,47.758429,-122.327731,Seattle,King,WA,41,33.9,89,30.05,10,12.7,
A-2501935,2,25.628876,-80.343735,Miami,Miami-Dade,FL,71.1,,96,29.99,5,3.5,
A-1501637,3,34.072796,-118.466736,Los Angeles,Los Angeles,CA,73,73,30,29.7,10,7,0
A-674572,2,35.950409,-78.571159,Raleigh,Wake,NC,86,86,72,29.47,10,0,0
A-786501,2,33.417198,-112.272514,Tolleson,Maricopa,AZ,87,87,17,28.69,10,3,0
A-1950006,3,33.460777,-112.082542,Phoenix,Maricopa,AZ,102,,26,29.65,10,12.7,
A-2992631,2,28.074492,-82.763988,Palm Harbor,Pinellas,FL,71,71,73,30.23,10,10,0
A-3595087,2,35.75029,-78.70141,Raleigh,Wake,NC,49,47,93,29.67,6,6,0
A-1139832,3,44.840237,-93.297905,Minneapolis,Hennepin,MN,35,24,89,28.95,6,20,0.01
A-699307,3,33.712734,-84.275253,Decatur,DeKalb,GA,75,75,84,29.04,8,5,0
A-3163679,2,34.058336,-118.178654,Los Angeles,Los Angeles,CA,60,60,69,29.88,10,0,0
A-4207715,2,43.120677,-124.380679,Bandon,Coos,OR,52,52,93,30.07,10,13,0
A-4190005,2,30.32736,-81.60777,Jacksonville,Duval,FL,96,96,41,29.94,10,12,0
A-2286793,3,34.02565,-118.46534,Santa Monica,Los Angeles,CA,62.1,,62,29.93,10,,
A-3866495,2,35.616111,-119.653333,Lost Hills,Kern,CA,82,82,47,29.39,10,3,0
A-2712760,3,43.147861,-87.915932,Milwaukee,Milwaukee,WI,62.6,,88,30.06,7,3.5,0.01
A-1125573,2,31.777016,-106.260803,El Paso,El Paso,TX,52,52,35,26.34,10,13,
A-2053818,2,35.28878,-80.964699,Charlotte,Mecklenburg,NC,86,,44,30.1,10,5.8,
A-3149467,2,36.546977,-119.589542,Selma,Fresno,CA,62,62,56,29.53,6,3,0
A-2244725,2,42.195953,-83.306519,Taylor,Wayne,MI,28,20,81,30.01,10,8.1,
A-110174,2,34.056087,-118.255882,Los Angeles,Los Angeles,CA,62.1,,78,29.85,9,,
A-864929,2,36.782921,-80.829704,Hillsville,Carroll,VA,47,43,71,26.96,10,8,0
A-1024934,2,35.17907,-80.802307,Charlotte,Mecklenburg,NC,63,63,90,28.97,10,18,0.02
A-2351503,2,40.52282,-74.290649,Keasbey,Middlesex,NJ,10,-8.6,51,29.75,10,19.6,
A-1393357,2,43.003769,-83.654099,Flint,Genesee,MI,54,54,49,29.43,10,14,0
A-1256379,2,35.701317,-78.640381,Garner,Wake,NC,78,78,81,29.68,10,0,0
A-1251249,3,33.864948,-84.439552,Atlanta,Fulton,GA,82,82,69,28.92,10,7,0
A-2870623,2,30.186368,-97.610226,Del Valle,Travis,TX,46,42.5,73,30.17,10,6.9,
A-3120990,2,43.123864,-75.582134,Verona,Oneida,NY,40,40,93,29.68,10,0,0
A-444754,2,42.008213,-88.153969,Streamwood,Cook,IL,64.9,,58,29.97,10,10.4,
A-1512017,3,33.78912,-117.879997,Orange,Orange,CA,57,,67,30,10,4.6,
A-1025336,2,34.801048,-82.314499,Greenville,Greenville,SC,62,62,96,28.72,10,10,0.01
A-3454796,2,42.70224,-71.20997,Methuen,Essex,MA,73,73,71,29.66,10,14,0
A-3515322,2,42.34731,-83.10942,Detroit,Wayne,MI,67,67,93,28.94,2,5,0.45
A-550106,2,40.689796,-73.633018,Rockville Centre,Nassau,NY,62,62,100,29.4,5,29,0.09
A-2421080,3,29.784605,-95.617432,Houston,Harris,TX,39.9,33.4,55,30.21,10,10.4,
A-3683283,2,34.038429,-118.273828,Los Angeles,Los Angeles,CA,65,65,42,29.81,10,3,0
A-3546272,4,40.66511,-73.82519,South Ozone Park,Queens,NY,79,79,44,30.09,10,8,0
A-1617812,2,29.759781,-95.367767,Houston,Harris,TX,50,,100,30.01,4,9.2,
A-2929427,2,38.60996,-90.45151,Saint Louis,St. Louis County,MO,79,,64,29.97,10,,
A-790358,2,32.799103,-96.793419,Dallas,Dallas,TX,73,73,84,29.35,10,3,0.01
A-3789983,2,38.662001,-121.358772,Sacramento,Sacramento,CA,75,75,22,29.83,10,9,
A-346397,3,32.800098,-117.211243,San Diego,San Diego,CA,52,,74,30.18,10,3.5,
A-1999387,2,39.651165,-86.082649,Indianapolis,Marion,IN,84,,67,30.11,10,10.4,
A-2526790,2,35.197803,-80.761658,Charlotte,Mecklenburg,NC,81,,27,30.34,10,,
A-39137,2,38.581635,-121.415398,Sacramento,Sacramento,CA,77,,29,29.69,10,11.5,
A-3418963,2,34.037929,-118.042012,South El Monte,Los Angeles,CA,55,55,72,29.9,6,3,0
A-4034436,3,37.727192,-122.184489,Oakland,Alameda,CA,55,,86,29.78,9,,
A-2351221,3,34.279095,-118.469826,Mission Hills,Los Angeles,CA,73.4,,38,30.11,10,,
A-3176984,2,31.899927,-106.406887,El Paso,El Paso,TX,86,86,15,25.87,10,21,0
A-345795,2,33.803219,-117.091484,Nuevo,Riverside,CA,50,,94,29.98,10,5.8,
A-2300056,3,34.21682,-80.592674,Camden,Kershaw,SC,51.8,,100,30.17,9,,
A-624371,2,43.035172,-88.175201,Waukesha,Waukesha,WI,54,54,77,28.54,10,12,0
A-2893464,2,33.90107,-117.46963,Riverside,Riverside,CA,73,,21,29.91,10,10.4,
A-902947,2,36.037415,-86.786568,Brentwood,Davidson,TN,44,41,45,29.71,10,6,0
A-842471,3,34.037258,-81.11351,Columbia,Lexington,SC,51,51,92,29.97,2,5,0
A-3592961,1,32.19185,-110.82398,Tucson,Pima,AZ,51,51,59,27.3,10,6,0
A-2441775,2,40.48122,-79.93721,Pittsburgh,Allegheny,PA,43,36.4,74,29.98,10,12.7,
A-3961480,2,45.73746,-120.584997,Arlington,Gilliam,OR,33.1,28.7,78,30.43,10,4.6,
A-3095333,2,41.239928,-77.051554,Williamsport,Lycoming,PA,38,38,79,29.68,10,0,0
A-2819067,2,34.94471,-111.65781,Munds Park,Coconino,AZ,77,,36,30.19,10,,
A-719861,2,33.480389,-111.908974,Scottsdale,Maricopa,AZ,107,107,12,28.58,10,7,0
A-260908,2,40.122032,-75.335327,Norristown,Montgomery,PA,71.6,,94,30.04,10,6.9,
A-2128483,2,35.768791,-78.617348,Raleigh,Wake,NC,77,,79,29.98,10,8.1,
A-73272,2,33.986824,-117.869888,Rowland Heights,Los Angeles,CA,75,,6,30.01,10,6.9,
A-2223229,3,33.789356,-117.887253,Orange,Orange,CA,53.1,,69,30.24,10,3.5,
A-3684841,2,34.128572,-117.230579,Highland,San Bernardino,CA,61,61,42,28.82,6,0,0
A-588534,2,34.142792,-118.185677,Los Angeles,Los Angeles,CA,67,67,73,29.78,5,0,0
A-1861203,2,36.084934,-86.7034,Nashville,Davidson,TN,73.9,,85,30.11,10,5.8,
A-3766091,2,34.281389,-118.678611,Simi Valley,Ventura,CA,61,61,70,29.24,8,7,0.03
A-3735936,2,45.36395,-122.60622,West Linn,Clackamas,OR,50,50,59,30.02,10,0,0
A-3145246,2,33.520161,-80.791254,Orangeburg,Orangeburg,SC,56,56,100,29.68,5,7,0
A-2907035,3,28.62532,-81.3865,Maitland,Orange,FL,80.1,,74,29.94,10,10.4,
A-1792932,3,40.013062,-82.90213,Columbus,Franklin,OH,82.9,,44,30.15,10,8.1,
A-3654511,2,37.58149,-77.49339,Richmond,Richmond City,VA,66,66,20,29.74,10,10,0
A-3343486,2,34.140745,-118.471158,Sherman Oaks,Los Angeles,CA,74,74,16,29.14,10,6,0
A-133324,2,28.434385,-81.405014,Orlando,Orange,FL,75.9,,91,29.85,10,3.5,
A-2467624,2,32.971596,-80.015755,Goose Creek,Berkeley,SC,60.8,,90,30.2,10,3.5,
A-3085321,2,35.889168,-86.481574,Murfreesboro,Rutherford,TN,58,58,41,29.23,10,21,0
A-959083,2,30.286425,-97.706596,Austin,Travis,TX,70,70,87,29.3,1,0,0
A-2666682,2,43.062351,-76.136009,Syracuse,Onondaga,NY,73.9,,52,30.01,10,12.7,
A-1721954,2,38.608391,-121.415352,Sacramento,Sacramento,CA,50,,47,30.17,10,13.8,
A-2791761,2,44.45675,-88.07679,De Pere,Brown,WI,78.1,,74,29.98,10,11.5,
A-1978163,2,34.442421,-119.78923,Santa Barbara,Santa Barbara,CA,57,,89,29.9,10,,
A-1403292,2,36.21101,-86.838943,Nashville,Davidson,TN,53,53,80,29.3,10,5,0
A-3220003,2,40.793635,-77.862859,State College,Centre,PA,36,28,70,28.78,10,12,0
A-2273809,2,41.972851,-88.112282,Roselle,DuPage,IL,34,27.2,61,30.29,10,8.1,
A-3053542,2,29.053473,-82.346735,Dunnellon,Marion,FL,77,77,96,29.81,10,6,0
A-3790576,2,34.156661,-118.413771,Studio City,Los Angeles,CA,76,76,33,29.07,10,6,0
A-676509,2,30.216019,-81.513931,Jacksonville,Duval,FL,87,87,69,29.95,10,12,0
A-1862061,2,42.102924,-73.896057,Germantown,Columbia,NY,66.9,,79,30.33,10,4.6,
A-713861,2,36.040466,-95.95713,Tulsa,Tulsa,OK,80,80,60,29.39,10,8,0
A-3781846,2,33.67799,-117.75821,Irvine,Orange,CA,58,58,30,30.2,10,3,0
A-735911,2,38.259472,-122.061615,Fairfield,Solano,CA,68,68,56,29.76,5,21,0
A-1321706,3,33.716827,-84.312401,Atlanta,DeKalb,GA,92,92,47,28.85,10,0,0
A-1344116,2,36.137779,-120.154884,Huron,Fresno,CA,60,,41,29.69,10,,0
A-1869431,3,38.072758,-104.709389,Pueblo,Pueblo,CO,73.9,,52,30.12,10,17.3,
A-2132800,3,37.852531,-122.299873,Berkeley,Alameda,CA,64,,58,30.1,10,17.3,
A-1094980,2,45.54031,-122.692444,Portland,Multnomah,OR,54,54,30,30.32,10,3,0
A-636338,3,42.76265,-71.233772,Salem,Rockingham,NH,52,52,59,29.95,10,5,0
A-3330469,2,37.546001,-77.395516,Richmond,Richmond City,VA,62,62,96,29.81,6,6,0.01
A-2828680,2,33.93017,-117.88006,Brea,Orange,CA,63,,72,29.91,10,8.1,
A-3141120,2,26.186666,-80.21549,Fort Lauderdale,Broward,FL,72,72,61,30.18,10,16,0
A-2286459,2,38.588917,-121.415375,Sacramento,Sacramento,CA,35.6,,100,30.13,0.2,,
A-1586897,3,45.037266,-93.017075,Saint Paul,Ramsey,MN,17.6,10.7,73,29.76,10,4.6,
A-3594171,2,39.02304,-77.0167,Silver Spring,Montgomery,MD,41,38,94,30.22,4,5,0
A-95939,2,32.749634,-116.998016,Spring Valley,San Diego,CA,73.4,,65,30.01,5,5.8,
A-653040,2,41.837841,-87.631012,Chicago,Cook,IL,44,39,79,29.54,10,9,0
A-4054468,3,25.996144,-80.223245,Hollywood,Broward,FL,73.9,,85,30.08,10,12.7,
A-1952247,2,29.644548,-95.244926,Houston,Harris,TX,88,,72,30.02,10,5.8,
A-845461,2,37.853127,-122.222298,Oakland,Alameda,CA,46,46,89,30.09,10,3,0
A-3216303,2,26.141549,-80.426605,Fort Lauderdale,Broward,FL,83,83,79,29.97,10,5,0
A-2267490,3,33.462109,-112.151787,Phoenix,Maricopa,AZ,84,,14,29.91,10,13.8,
A-3183265,2,36.73338,-119.778176,Fresno,Fresno,CA,76,76,30,29.67,5,3,0
A-4191380,2,45.667432,-120.845395,Wasco,Sherman,OR,73,73,46,29.6,10,15,0
A-1096051,2,35.861309,-78.600487,Raleigh,Wake,NC,58,58,41,29.77,10,5,0
A-3697973,2,34.03805,-118.27645,Los Angeles,Los Angeles,CA,60,60,67,29.93,10,0,0
A-831490,2,32.323689,-81.019829,Hardeeville,Jasper,SC,64,64,78,30.01,10,7,0
A-1896974,3,41.264126,-73.684204,Katonah,Westchester,NY,77,,56,29.96,10,10.4,
A-2582276,2,45.035706,-92.883446,Lake Elmo,Washington,MN,55.4,,82,30.22,10,,
A-815007,2,32.337292,-111.012741,Tucson,Pima,AZ,,,,27.14,10,6,0
A-604741,2,34.16309,-79.832298,Florence,Florence,SC,70,70,76,29.99,10,12,0
A-2229540,3,29.859421,-95.402489,Houston,Harris,TX,72,,81,30,10,10.4,
A-1537224,2,35.143959,-80.974762,Charlotte,Mecklenburg,NC,46,42.5,58,29.91,10,6.9,
A-559137,3,32.777325,-96.801453,Dallas,Dallas,TX,60,60,69,29.61,10,6,0
A-3792311,3,42.78476,-77.82407,Mount Morris,Livingston,NY,52,52,63,29.45,10,8,0
A-157106,3,33.75988,-84.379005,Atlanta,Fulton,GA,90,,42,29.91,10,8.1,
A-2353409,3,38.657333,-121.363838,Sacramento,Sacramento,CA,55.4,,94,30.17,5,8.1,
A-2933678,2,26.67803,-80.11232,West Palm Beach,Palm Beach,FL,82.9,,65,29.99,10,3.5,
A-2811183,2,39.61259,-84.23274,Miamisburg,Montgomery,OH,81,,74,30.03,9,9.2,
A-3801255,2,44.30973,-93.96937,Saint Peter,Nicollet,MN,32,21,87,28.6,4,16,0
A-3294758,2,25.852268,-80.322729,Miami,Miami-Dade,FL,79,79,94,29.89,10,6,0.18
A-1906405,2,37.315346,-79.958145,Roanoke,Roanoke City,VA,62.1,,96,30.23,10,3.5,
A-3874056,2,42.315656,-122.855035,Medford,Jackson,OR,77,77,50,28.54,10,14,0
A-529730,3,37.824181,-122.266998,Oakland,Alameda,CA,59,59,67,30.08,10,13,0
A-975670,2,29.82399,-95.462189,Houston,Harris,TX,40,40,68,30.4,10,0,0
A-3097037,2,40.439577,-80.009272,Pittsburgh,Allegheny,PA,54,54,86,28.73,7,5,0
A-2688865,2,37.20026,-120.488129,Merced,Merced,CA,69.1,,65,29.95,10,8.1,
A-3063749,2,46.094563,-123.729741,Astoria,Clatsop,OR,57,57,93,30.13,4,20,0.02
A-1498891,2,47.546471,-122.305031,Seattle,King,WA,50,50,63,30.16,10,0,0
A-967918,3,40.837975,-73.88018,Bronx,Bronx,NY,42,39,47,30.03,10,5,0
A-977343,3,32.38966,-90.192284,Jackson,Hinds,MS,56,56,39,29.89,10,12,0
A-957912,3,40.666992,-73.799049,Jamaica,Queens,NY,42,37,100,30,2,8,0
A-2041579,2,37.50597,-122.476234,Half Moon Bay,San Mateo,CA,53.6,,82,30.1,5,,
A-1688628,3,34.704445,-82.239693,Fountain Inn,Greenville,SC,39.2,,61,30.41,10,,
A-3525010,2,26.17287,-97.98669,Weslaco,Hidalgo,TX,,,,,,,
A-4000880,2,29.60014,-95.33236,Houston,Harris,TX,82.9,,72,29.92,10,5.8,
A-199011,2,40.66235,-73.950806,Brooklyn,Kings,NY,33.8,27,56,30.42,,8.1,0.01
A-224550,2,39.751369,-84.191193,Dayton,Montgomery,OH,41.7,35.6,44,30.25,10,10.4,
A-1384272,3,42.38847,-83.439178,Plymouth,Wayne,MI,57,57,89,29.11,7,5,0
A-1688454,2,35.797844,-78.556564,Raleigh,Wake,NC,37.9,,70,30.43,10,,
A-2753595,3,41.873869,-87.903479,Hillside,Cook,IL,15.1,2.5,49,30.21,10,10.4,
A-2927924,3,44.87176,-93.41593,Eden Prairie,Hennepin,MN,87.1,,33,29.65,10,9.2,
A-183849,3,42.198051,-83.239677,Taylor,Wayne,MI,51.1,,52,30.42,10,8.1,
A-2627966,3,41.169186,-96.13887,Omaha,Sarpy,NE,72.5,,80,29.85,10,8.1,
A-2583917,2,38.691898,-76.872131,Brandywine,Prince George's,MD,62.2,,60,30.12,10,12.7,
A-3051468,2,43.246725,-122.282713,Idleyld Park,Douglas,OR,52,52,69,29.65,10,0,0
A-497303,3,33.925758,-118.309319,Los Angeles,Los Angeles,CA,69.1,,84,29.97,10,4.6,
A-1389071,3,38.816418,-77.137123,Alexandria,Alexandria,VA,72,72,59,30.02,10,7,0
A-1920268,2,42.984879,-85.677193,Grand Rapids,Kent,MI,62.1,,93,30.06,8,3.5,
A-1864200,3,29.516769,-98.464363,San Antonio,Bexar,TX,73.9,,91,29.94,8,9.2,0.01
A-251305,2,40.010323,-76.298973,Lancaster,Lancaster,PA,75.9,,91,30.01,6,8.1,0
A-641282,2,43.233822,-72.448036,Springfield,Windsor,VT,45,45,93,29.5,4,0,0.11
A-2968055,4,33.173516,-83.283018,Milledgeville,Baldwin,GA,73,,100,29.55,10,,0
A-250797,2,40.44138,-75.88678,Blandon,Berks,PA,81,,49,29.88,10,13.8,
A-1856687,3,40.788155,-73.790604,Bayside,Queens,NY,46.9,,59,29.97,10,11.5,
A-1589743,2,29.588728,-98.619598,San Antonio,Bexar,TX,68,,61,29.88,10,8.1,
A-3952522,4,42.9643,-83.93307,Lennon,Shiawassee,MI,28.9,18.6,82,30.12,10,12.7,
A-1914823,2,37.653332,-77.439339,Richmond,Henrico,VA,66.9,,90,30.12,10,5.8,
A-298224,2,29.789066,-95.443001,Houston,Harris,TX,93.2,,46,29.89,10,6.9,
A-936876,3,33.773293,-84.555664,Austell,Cobb,GA,70,70,87,28.58,9,10,0.01
A-1384194,3,34.072399,-118.072937,El Monte,Los Angeles,CA,86,86,30,29.86,10,9,0
A-3655494,2,42.3839,-121.81346,Chiloquin,Klamath,OR,55,55,77,26.01,10,8,0
A-2201651,3,41.659222,-72.669739,Rocky Hill,Hartford,CT,37.9,30.9,57,30.06,10,10.4,
A-719340,2,33.55394,-79.0429,Murrells Inlet,Georgetown,SC,75,75,89,30.08,10,0,0
A-1104062,3,33.428959,-112.099541,Phoenix,Maricopa,AZ,88,88,14,28.71,10,5,0
A-4059244,4,32.86252,-96.55482,Rowlett,Dallas,TX,63.1,,66,30.09,10,,
A-3221518,2,34.540083,-82.630334,Anderson,Anderson,SC,62,62,72,29.28,10,6,0
A-1158520,3,35.460018,-97.60099,Oklahoma City,Oklahoma,OK,74,74,87,28.64,10,9,0
A-2309129,2,43.10854,-78.985931,Niagara Falls,Niagara,NY,25,14.8,58,30.76,10,10.4,
