ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3777085,Bing,,2,13-12-2019 17:17,13-12-2019 17:48,33.021855,-117.079016,33.021855,-117.079016,0,At Rancho Bernardo Rd - Accident.,,Escondido Fwy S,R,San Diego,San Diego,CA,92127,US,US/Pacific,KRNM,13-12-2019 16:53,60,60,75,28.58,10,WNW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-277077,MapQuest,201,2,07-11-2016 07:41,07-11-2016 08:11,29.813425,-95.473671,,,0.01,Accident on Antoine Dr at Mitchelldale St.,,Mitchelldale St,R,Houston,Harris,TX,77092,US,US/Central,KMCJ,07-11-2016 07:35,68,,94,30.08,10,East,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1181469,MapQuest,201,2,24-09-2019 15:29,24-09-2019 16:29,29.831949,-95.563789,,,0,Accident on Clay Dr Westbound at TX-8-BELTWAY Sam Houston Pkwy.,,Clay Rd,R,Houston,Harris,TX,77041,US,US/Central,KDWH,24-09-2019 15:53,90,90,46,29.73,10,ESE,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-23116,MapQuest,201,3,04-10-2016 21:02,04-10-2016 21:32,37.316082,-121.956696,,,0,Accident on Moorpark Ave Southbound at Fenley Ave.,3344,Moorpark Ave,L,San Jose,Santa Clara,CA,95117-2231,US,US/Pacific,KSJC,04-10-2016 20:53,60.1,,62,30.01,10,WNW,9.2,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1436051,MapQuest,201,2,30-05-2019 17:21,30-05-2019 17:51,32.359085,-86.244522,,,0,Left hand shoulder blocked due to accident on I-85 Northbound after Exit 4 Perry Hill Rd.,,I-85 S,R,Montgomery,Montgomery,AL,36109,US,US/Central,KMXF,30-05-2019 16:56,92,92,42,29.68,10,W,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-55651,MapQuest,201,2,12-12-2016 07:58,12-12-2016 08:34,34.014973,-117.975769,,,0.01,Accident on Gale Ave both ways at Turnbull Canyon Rd.,998,Turnbull Canyon Rd,L,City Of Industry,Los Angeles,CA,91745-1404,US,US/Pacific,KEMT,12-12-2016 07:52,57.2,,100,30.12,1.5,Calm,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2170549,MapQuest,247,3,05-04-2018 06:49,05-04-2018 07:33,41.42181,-81.734482,,,0,Delays due to accident on I-480 Westbound at Exit 15 Ridge Rd.,,Ridge Rd,R,Cleveland,Cuyahoga,OH,44144,US,US/Eastern,KCLE,05-04-2018 06:51,28,22.8,88,30.22,1.2,West,4.6,0.02,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2006798,MapQuest,201,3,13-07-2018 16:04,13-07-2018 16:34,33.683865,-84.310005,,,0,Left lane blocked due to accident on I-285 Eastbound at Exit 51 Bouldercrest Rd.,,Bouldercrest Rd SE,R,Atlanta,DeKalb,GA,30316,US,US/Eastern,KATL,13-07-2018 15:52,89.1,,57,30.08,10,East,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1944744,MapQuest,201,3,11-08-2018 15:27,11-08-2018 15:56,47.068138,-122.719498,,,0,Accident on I-5 Northbound at Exit 114 Brown Farm Rd.,,I-5 S,R,Olympia,Thurston,WA,98513,US,US/Pacific,KOLM,11-08-2018 15:54,69.1,,73,30.07,10,WSW,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-976260,MapQuest,201,3,28-02-2020 22:35,28-02-2020 23:04,40.845345,-73.913506,,,0,Right lane blocked due to accident on I-95 Cross Bronx Expy Northbound at Exit 2A Jerome Ave.,,Cross Bronx Expy W,R,Bronx,Bronx,NY,10453,US,US/Eastern,KLGA,28-02-2020 22:51,37,25,30,29.82,10,W,25,0,Mostly Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-602144,MapQuest,201,2,14-09-2020 10:59,14-09-2020 11:29,30.433352,-91.11087,,,0,Accident on LA-73 Jefferson Hwy at Lobdell Ave.,,Lobdell Ave,R,Baton Rouge,East Baton Rouge,LA,70806,US,US/Central,KBTR,14-09-2020 10:53,83,83,69,29.89,10,NE,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3748837,Bing,,4,23-12-2019 17:20,23-12-2019 17:48,35.49144,-85.47119,35.48241,-85.46497,0.715,Closed at Fire Tower Rd - Road closed due to accident.,9905, State Highway 8,L,Dunlap,Sequatchie,TN,37327,US,US/Eastern,KCHA,23-12-2019 16:53,58,58,78,29.22,10,N,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2516814,MapQuest,201,2,29-11-2017 16:08,29-11-2017 16:53,43.173611,-77.634796,,,0,Accident on Emerson St at Sawdey Way.,192,Emerson St,R,Rochester,Monroe,NY,14613-2502,US,US/Eastern,KROC,29-11-2017 15:54,42.1,36.6,53,30.33,10,NW,9.2,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3346529,Bing,,2,15:30.0,44:08.0,43.131338,-77.475846,43.130279,-77.475228,0.08,Slow traffic on NY-441 - County Hwy-18 from Liberty St to Woodside Dr due to accident.,2100, Five Mile Line Rd,L,Penfield,Monroe,NY,14526-1440,US,US/Eastern,KROC,12-11-2020 14:54,48,45,50,29.55,10,NE,6,0,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3699651,Bing,,2,23-01-2020 09:39,23-01-2020 10:13,37.368281,-121.923945,37.368281,-121.923945,0,At Airport Pky - Accident.,,Guadalupe Pkwy N,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,23-01-2020 09:53,52,52,83,30.19,8,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-267081,MapQuest,201,2,28-12-2016 15:04,28-12-2016 16:04,32.683926,-96.814484,,,0.01,Accident on TX-12 Loop Ledbetter Dr at Marsalis Ave.,,S Marsalis Ave,R,Dallas,Dallas,TX,75216,US,US/Central,KRBD,28-12-2016 14:53,80.1,,48,29.89,10,SW,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-270329,MapQuest,201,2,13-01-2017 10:43,13-01-2017 11:13,29.77803,-95.618179,,,0.01,Accident on Memorial Dr at Eldridge Pkwy.,782,N Eldridge Pkwy,R,Houston,Harris,TX,77079-4437,US,US/Central,KSGR,13-01-2017 10:53,75,,76,30.34,10,SSE,15,0,Light Rain,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-580141,MapQuest,241,3,08-11-2020 22:41,08-11-2020 23:51,27.85218,-82.346527,,,0,Lane blocked due to accident on I-75 Northbound at Exit 250 Gibsonton Dr.,,I-75 S,R,Gibsonton,Hillsborough,FL,33534,US,US/Eastern,KTPF,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1035538,MapQuest,201,3,22-12-2019 07:02,22-12-2019 10:32,39.14938,-77.217529,,,0,Right lane blocked and right hand shoulder blocked due to accident on I-270 Northbound at Exit 11 MD-124.,,Dwight D Eisenhower Hwy S,R,Gaithersburg,Montgomery,MD,20879,US,US/Eastern,KGAI,22-12-2019 06:56,19,19,88,29.81,5,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-774846,MapQuest,201,2,15-05-2020 10:26,15-05-2020 11:33,44.5868,-92.983025,,,0,Accident on US-52 Rochester Blvd Northbound at 250th St.,,Rochester Blvd,R,Hampton,Dakota,MN,55031,US,US/Central,KSYN,15-05-2020 10:35,58,58,57,28.97,10,NNW,9,0,Fair,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-652657,MapQuest,241,2,20-10-2020 17:21,20-10-2020 19:21,34.148491,-85.287231,,,0,One lane blocked due to accident on GA-53 both ways at Bagwell Rd.,1,Bagwell Rd SW,R,Cave Spring,Floyd,GA,30124,US,US/Eastern,KRMG,20-10-2020 16:53,80,80,45,29.44,10,E,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-315522,MapQuest,201,3,05-02-2017 07:28,05-02-2017 07:58,37.327744,-121.878189,,,0.01,Right hand shoulder blocked due to accident on I-280 Northbound at Exits 1 1B 2 11th St.,,Sinclair Fwy N,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,05-02-2017 07:53,50,,89,29.99,10,South,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3633764,Bing,,2,10-04-2020 07:51,10-04-2020 10:16,33.18203,-117.32124,33.18203,-117.32124,0,At El Camino Real - Accident.,,CA-78 W,R,Carlsbad,San Diego,CA,92008,US,US/Pacific,KCRQ,10-04-2020 07:53,53,53,89,29.63,2,SE,6,0.36,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1776806,MapQuest,201,2,21-11-2018 17:12,21-11-2018 17:42,36.215878,-86.586128,,,0,Accident on US-70 Lebanon Pike at Lady Nashville Dr.,4888,Lebanon Pike,R,Hermitage,Davidson,TN,37076-1603,US,US/Central,KBNA,21-11-2018 16:53,48.9,,50,30.33,10,Calm,,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2501714,MapQuest,201,2,21-11-2017 13:42,21-11-2017 14:11,35.821178,-78.628212,,,0,Accident on Six Forks Rd at Selby Dr.,301,E Six Forks Rd,L,Raleigh,Wake,NC,27609-7827,US,US/Eastern,KRDU,21-11-2017 13:51,63,,52,30.12,10,South,8.1,,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-264554,MapQuest,201,3,15-12-2016 07:32,15-12-2016 08:16,32.802742,-96.832001,,,0.01,Accident on I-35E Northbound at Wycliff Ave.,,Wycliff Ave,R,Dallas,Dallas,TX,75207,US,US/Central,KDAL,15-12-2016 07:16,37,31,82,30.43,2.5,NNE,8.1,0,Light Drizzle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2787443,Bing,,2,14-10-2016 08:45,14-10-2016 14:45,35.150003,-80.820874,35.14991,-80.82076,0.009,At Morrowcroft Farms Ln - Accident.,,Colony Rd,R,Charlotte,Mecklenburg,NC,28211,US,US/Eastern,KCLT,14-10-2016 08:52,61,,70,30.32,10,ENE,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1138663,MapQuest,201,2,21-11-2019 09:02,21-11-2019 10:02,40.568497,-74.325706,,,0,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound at Middlesex Essex Tpke.,,Garden State Pkwy N,R,Iselin,Middlesex,NJ,8830,US,US/Eastern,KLDJ,21-11-2019 08:55,44,44,63,30.19,10,N,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3363936,Bing,,2,19-12-2020 17:13,19-12-2020 18:29,33.774143,-118.057373,33.771617,-118.037109,1.177,SB 405 NO 22. [Notification] [CHP]-Problem changed from 1125-Traffic Hazard to 1183-Trfc Collision-Unkn Inj by CHP [Shared],,CA-22 E,R,Seal Beach,Orange,CA,90740,US,US/Pacific,KSLI,19-12-2020 16:56,62,62,33,30.16,10,WNW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-4066544,Bing,,2,12-03-2018 14:29,12-03-2018 20:29,43.03592,-88.102616,43.03592,-88.102579,0.002,At Westmoor Dr - Accident.,15255, W Bluemound Rd,L,Brookfield,Waukesha,WI,53005,US,US/Central,KMWC,12-03-2018 14:45,42.8,35.8,31,30.06,10,NNW,13.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2986631,Bing,,2,21-10-2020 06:12,21-10-2020 09:47,27.649889,-82.675321,27.654822,-82.676799,0.353,Incident on I-275 NB near MM 13 Expect delays.,,I-275 N,R,Saint Petersburg,Pinellas,FL,33711,US,US/Eastern,KSPG,21-10-2020 05:53,77,77,88,29.94,10,E,16,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-660481,MapQuest,245,3,25-10-2020 14:53,25-10-2020 15:56,33.840649,-84.312286,,,0,Two lanes blocked due to accident on I-85 Northbound at US-23 Clairmont Rd .,,GA-403 S,R,Atlanta,DeKalb,GA,30329,US,US/Eastern,KPDK,25-10-2020 14:53,71,71,81,28.89,10,NW,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2111606,MapQuest,222,3,07-05-2018 17:31,07-05-2018 18:01,39.046085,-94.415253,,,0,Queueing traffic and right lane closed due to accident on I-70 Eastbound at Exit 12 Noland Rd.,,S Noland Rd,R,Independence,Jackson,MO,64055,US,US/Central,KLXT,07-05-2018 17:53,82.9,,31,30.04,10,East,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1580796,MapQuest,201,3,11-02-2019 07:05,11-02-2019 07:34,26.087452,-80.363625,,,0,Centre lane blocked due to accident on I-75 Southbound at Exit 15 I-75 Express Lanes.,,I-75 S,R,Fort Lauderdale,Broward,FL,33331,US,US/Eastern,KHWO,11-02-2019 06:53,73,,79,30.16,10,ESE,11.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3973583,Bing,,3,28-11-2018 17:55,28-11-2018 18:25,39.740607,-104.82522,39.743594,-104.82521,0.206,At US-40/US-287/Colfax Ave/Exit 10 - Accident.,,I-225 N,R,Aurora,Adams,CO,80011,US,US/Mountain,KBKF,28-11-2018 17:58,42.4,35,54,29.68,10,SE,15,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-1098834,MapQuest,241,2,03-11-2019 10:42,03-11-2019 11:44,40.47776,-74.300438,,,1.960000038,Left lane blocked due to accident on Garden State Pkwy Southbound between Exits 125 127 129 I-95 Exit 11 and Exit 123 US-9 Upper Main St.,,Garden State Pkwy S,R,Sayreville,Middlesex,NJ,8872,US,US/Eastern,KLDJ,03-11-2019 10:35,49,45,51,30.11,10,WNW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1431686,MapQuest,201,3,28-05-2019 16:26,28-05-2019 18:28,32.834747,-112.133324,,,0,Accident on I-8 Westbound at Exit 151 AZ-84.,,I-8 W,R,Maricopa,Pinal,AZ,85139,US,US/Mountain,KCGZ,28-05-2019 15:56,79,79,17,28.26,10,WSW,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2369702,MapQuest,201,3,14-01-2018 09:18,14-01-2018 09:47,42.551266,-79.107895,,,19.63999939,Accident on I-90 Eastbound from Exit 59 NY-60 Bennett Rd to Exit 58 US-20 Conn.,,New York Trwy W,R,Irving,Chautauqua,NY,14081,US,US/Eastern,KDKK,14-01-2018 08:53,-6,-14.7,95,30.74,10,SSE,3.5,0,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3751280,Bing,,2,24-12-2019 15:55,24-12-2019 16:31,37.642007,-122.095265,37.642007,-122.095265,0,At I-880/Nimitz Fwy - Accident.,,W Jackson St,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,24-12-2019 15:54,52,52,63,29.85,10,W,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-838265,MapQuest,201,2,19-03-2020 10:39,19-03-2020 12:12,40.85247,-73.291069,,,0,Accident on Burr Rd at Town Line Rd.,399,Townline Rd,R,Commack,Suffolk,NY,11725,US,US/Eastern,KFRG,19-03-2020 10:53,46,39,86,30.15,10,NE,18,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1300686,MapQuest,201,2,31-07-2019 19:09,31-07-2019 19:38,35.815208,-78.605576,,,0,Accident on I-440 Cliff Benson Beltline Eastbound at Exits 11 11A 11B US-401 Capital Blvd.,,I-440 W,R,Raleigh,Wake,NC,27604,US,US/Eastern,KRDU,31-07-2019 18:51,76,76,91,29.57,10,W,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3284532,Bing,,2,15-10-2020 12:39,15-10-2020 22:09,25.806552,-80.231941,25.809362,-80.232051,0.194,Stationary traffic from NW 20th St (NW 22nd Ave) to US-27/NW 36th St (NW 22nd Ave) due to accident.,3300, NW 22nd Ave,L,Miami,Miami-Dade,FL,33142-5450,US,US/Eastern,KMIA,15-10-2020 12:53,89,89,63,29.93,10,ENE,13,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2939494,Bing,,2,05-07-2017 10:51,05-07-2017 16:51,35.17206,-111.65248,35.17306,-111.6648,0.699,At I-17/Exit 195 - Accident.,,Purple Heart Trail,R,Flagstaff,Coconino,AZ,86005,US,US/Mountain,KFLG,05-07-2017 10:57,84.9,,7,30.04,10,Variable,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2430027,MapQuest,201,3,13-12-2017 10:03,13-12-2017 11:02,32.810745,-79.950943,,,0,Accident on Sans Souci St Westbound in Charleston.,2,Sans Souci St,L,Charleston,Charleston,SC,29403-3220,US,US/Eastern,KJZI,13-12-2017 09:55,42.8,38,34,30.08,10,NNW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1952954,MapQuest,241,3,15-08-2018 16:35,15-08-2018 17:04,33.430862,-117.14492,,,0,#1 lane blocked due to accident on I-15 Northbound at Exit 54 Rainbow Valley Blvd.,,Escondido Fwy N,R,Fallbrook,San Diego,CA,92028,US,US/Pacific,KNFG,15-08-2018 16:55,75,,73,29.88,7,WSW,9.2,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2675574,MapQuest,201,2,11-08-2017 08:00,11-08-2017 09:00,33.404484,-82.026176,,,0,Accident on US-25 Peach Orchard Rd at Cadden Rd.,,Cadden Rd,R,Augusta,Richmond,GA,30906,US,US/Eastern,KAGS,11-08-2017 07:53,75.9,,94,30.1,5,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1903447,MapQuest,201,2,21-09-2018 07:09,21-09-2018 07:39,30.47245,-91.058029,,,0,Accident on Choctaw Dr at Sherwood Forest Dr.,2586,N Sherwood Forest Dr,R,Baton Rouge,East Baton Rouge,LA,70815-1845,US,US/Central,KBTR,21-09-2018 06:53,73.9,,97,30.04,6,North,,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1652147,MapQuest,241,2,20-01-2019 07:46,20-01-2019 08:31,37.592236,-122.364754,,,0,Middle lane blocked due to accident on US-101 Southbound at Exit 419B Rollins Rd.,,Bayshore Fwy S,R,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,20-01-2019 07:56,57,,87,30.09,10,South,12.7,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3189381,Bing,,2,14-09-2020 19:26,14-09-2020 20:41,29.647087,-81.629138,29.647204,-81.629776,0.039,Incident on REID ST near N 2ND ST Drive with caution.,103, Reid St,L,Palatka,Putnam,FL,32177-3723,US,US/Eastern,K42J,14-09-2020 19:53,76,76,97,29.84,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1885176,MapQuest,201,2,13-09-2018 07:29,13-09-2018 07:58,43.152298,-77.595833,,,0,Accident on Alexander St at Park Ave.,261,Alexander St,L,Rochester,Monroe,NY,14607-2516,US,US/Eastern,KROC,13-09-2018 07:54,66.9,,90,30.3,10,East,4.6,,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3104816,Bing,,2,10-12-2020 01:22,10-12-2020 03:50,34.607179,-79.6822,34.607496,-79.68148,0.046,Incident on SC-38 near ARDROSS ST Drive with caution.,200, 15-401 Byp W,R,Bennettsville,Marlboro,SC,29512,US,US/Eastern,KBBP,10-12-2020 01:15,34,34,93,29.86,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1985032,MapQuest,201,2,01-07-2018 10:55,01-07-2018 11:25,36.153584,-96.012619,,,0,Accident on Admiral Blvd at Vancouver Ave.,1660,W Admiral Blvd,L,Tulsa,Tulsa,OK,74127-8520,US,US/Central,KTUL,01-07-2018 10:53,77,,94,29.92,6,South,4.6,0.09,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-795165,MapQuest,201,2,26-06-2020 04:05,26-06-2020 04:50,29.83217,-95.176254,,,0,Accident on TX-8-BELTWAY Sam Houston Pkwy Southbound at Crosby Fwy.,,Crosby Fwy E,R,Houston,Harris,TX,77049,US,US/Central,KHOU,26-06-2020 03:53,80,80,87,29.98,8,SE,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2286533,MapQuest,201,2,31-01-2018 19:47,31-01-2018 20:17,38.638638,-121.336647,,,0,Lane blocked due to accident on Garfield Ave both ways at Cypress Ave.,,Garfield Ave,R,Carmichael,Sacramento,CA,95608,US,US/Pacific,KMCC,31-01-2018 19:55,50,,87,30.06,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1688942,MapQuest,203,3,07-12-2018 18:07,07-12-2018 18:52,39.179405,-94.575798,,,0,Right lane closed due to multi-vehicle accident on I-29 Southbound at Exits 1C 1D MO-283 Oak Trfy.,,I-29 S,R,Kansas City,Clay,MO,64116,US,US/Central,KMKC,07-12-2018 17:54,30,25.2,64,30.53,10,ENE,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-670882,MapQuest,201,3,30-10-2020 14:08,30-10-2020 14:38,34.033955,-118.026909,,,0,HOV lane blocked and #2 #3 lane blocked due to accident on I-605 Northbound before CA-60 .,,I-605 N,R,Whittier,Los Angeles,CA,90601,US,US/Pacific,KEMT,30-10-2020 13:53,83,83,34,29.83,7,VAR,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
