ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
A-161758,3,41.147129,-96.158333,Omaha,Sarpy,NE,13.8,,74,30.7,10,,
A-302765,2,32.690636,-96.584953,Dallas,Dallas,TX,91.4,,55,29.87,10,13.8,
A-1185214,2,34.69968,-80.276749,Mount Croghan,Chesterfield,SC,95,95,32,29.56,,0,0
A-2359450,2,42.038673,-88.278862,Elgin,Kane,IL,30,24.1,100,30.24,1.2,5.8,
A-1781876,3,29.267069,-82.193031,Ocala,Marion,FL,72,,66,29.95,10,,
A-3163364,2,33.826558,-118.207575,Long Beach,Los Angeles,CA,53,53,71,30.09,10,0,0
A-2283819,3,45.757576,-122.664711,Ridgefield,Clark,WA,54,,66,30.24,10,4.6,
A-1344245,3,33.914143,-118.10527,Norwalk,Los Angeles,CA,74,74,55,29.78,10,7,0
A-143001,2,25.650232,-80.384712,Miami,Miami-Dade,FL,82,,79,30.12,10,3.5,
A-210611,2,42.658943,-71.428131,Tyngsboro,Middlesex,MA,53.1,,77,30.45,10,4.6,
A-2774975,2,30.24992,-81.55697,Jacksonville,Duval,FL,71.1,,42,29.96,10,4.6,
A-1425776,2,34.803745,-82.511597,Easley,Anderson,SC,91,91,43,29.12,10,6,0
A-2458774,2,34.136642,-118.354782,Universal City,Los Angeles,CA,52,,47,30.12,10,,
A-522474,3,39.27103,-84.354424,Cincinnati,Hamilton,OH,41,36,62,29.76,10,7,0
A-3144234,4,35.39241,-120.603774,Santa Margarita,San Luis Obispo,CA,44,42,96,30.01,6,5,0
A-1155442,2,34.725674,-86.670135,Huntsville,Madison,AL,55,55,58,29.45,10,0,0
A-575103,2,34.193958,-80.687462,Lugoff,Kershaw,SC,73,73,100,29.69,9,0,0
A-1768338,3,47.626503,-122.328613,Seattle,King,WA,53.1,,57,30.29,10,6.9,
A-2324987,3,39.616276,-119.308922,Reno,Washoe,NV,21.2,7.8,58,29.8,10,15,
A-1939144,3,42.539856,-71.493195,Littleton,Middlesex,MA,73.9,,93,29.75,6,4.6,
A-2906765,2,42.385272,-87.963422,Gurnee,Lake,IL,52,,97,29.25,8,9.2,0.05
A-1213037,2,36.263962,-86.721077,Madison,Davidson,TN,96,96,37,29.46,10,6,0
A-256698,2,39.162743,-76.622284,Glen Burnie,Anne Arundel,MD,80.1,,42,29.94,10,13.8,
A-3795662,2,45.44435,-94.55938,Richmond,Stearns,MN,71,71,40,28.56,10,20,0
A-1785080,2,33.989197,-118.24115,Los Angeles,Los Angeles,CA,75.9,,23,30.05,10,4.6,
A-1034375,2,37.666142,-121.031082,Modesto,Stanislaus,CA,59,59,53,30.07,10,8,0
A-2262054,2,37.217838,-121.987595,Los Gatos,Santa Clara,CA,55.9,,75,29.88,10,17.3,0
A-1833531,3,39.89217,-83.039169,Grove City,Franklin,OH,57.2,,41,30.04,10,9.2,
A-3850909,2,37.317935,-121.980482,San Jose,Santa Clara,CA,65,65,50,29.9,10,14,0
A-711852,3,33.902084,-118.370132,Hawthorne,Los Angeles,CA,74,74,53,29.83,10,9,0
A-2496179,2,29.712385,-95.153519,Pasadena,Harris,TX,80.6,,58,29.94,10,13.8,
A-3016518,2,38.625472,-77.294729,Woodbridge,Prince William,VA,72,72,74,29.96,10,0,0
A-1967150,2,43.10854,-78.985931,Niagara Falls,Niagara,NY,68,,70,30.05,10,12.7,
A-3249508,2,35.408606,-119.020941,Bakersfield,Kern,CA,51,51,61,29.55,6,5,0
A-4170530,2,45.41089,-122.52463,Clackamas,Clackamas,OR,49,45,83,30.01,4,8,0.04
A-1853591,2,42.401978,-71.061012,Everett,Middlesex,MA,48.9,,86,29.75,10,6.9,0.01
A-3034500,2,33.995271,-118.145091,Los Angeles,Los Angeles,CA,66,66,40,29.85,10,6,0
A-3176618,2,40.375925,-74.149271,Holmdel,Monmouth,NJ,54,54,86,29.77,10,6,0.01
A-707541,3,39.12888,-76.86142,Laurel,Howard,MD,73,73,88,29.77,10,0,
A-2014703,2,29.675758,-95.459343,Houston,Harris,TX,89.6,,59,30.02,9,5.8,
A-3646329,2,33.72743,-84.23531,Decatur,DeKalb,GA,72,72,37,29.02,10,7,0
A-976791,2,34.5597,-82.627769,Anderson,Anderson,SC,46,40,58,29.21,10,13,0
A-4148377,2,41.75113,-71.44088,Warwick,Kent,RI,73.9,,76,30.09,10,,
A-1815809,3,32.855633,-96.557327,Garland,Dallas,TX,71.6,,50,30.04,10,4.6,
A-132134,3,28.069836,-82.354057,Tampa,Hillsborough,FL,75.2,,94,29.99,3,,
A-2884032,2,28.023086,-82.738037,Clearwater,Pinellas,FL,57,,42,30.23,10,15,
A-2045780,3,34.067307,-117.544678,Ontario,San Bernardino,CA,75.9,,48,29.83,10,3.5,
A-4165973,4,32.34216,-104.00196,Loving,Eddy,NM,68,68,26,26.54,10,3,0
A-1183462,2,30.488787,-97.677116,Round Rock,Williamson,TX,72,72,94,29.26,7,3,0
A-3948024,2,39.924188,-111.544293,Spanish Fork,Utah,UT,30,25.2,88,30.35,8,4.6,
A-3902237,4,34.632999,-112.42929,Prescott,Yavapai,AZ,37,32.4,82,29.98,9,5.8,
A-1115926,2,42.410099,-87.854988,Waukegan,Lake,IL,21,8,81,29.47,0.5,15,0.01
A-3316058,2,34.030312,-117.645324,Ontario,San Bernardino,CA,54,54,25,29.01,10,3,0
A-4176181,4,40.22441,-79.60684,New Stanton,Westmoreland,PA,63,63,94,28.56,7,0,0
A-1655044,2,35.087475,-80.811905,Charlotte,Mecklenburg,NC,35.1,32.2,22,30.69,10,3.5,
A-3435184,2,33.841135,-78.664036,North Myrtle Beach,Horry,SC,39,31,86,30.39,10,14,0
A-3407436,2,39.260534,-76.703678,Halethorpe,Baltimore County,MD,43,40,42,29.88,10,5,0
A-1294456,2,38.424194,-121.395523,Elk Grove,Sacramento,CA,65,65,63,29.89,10,5,0
A-3870192,4,29.079082,-95.406083,Clute,Brazoria,TX,88,88,75,29.97,10,13,0
A-3763241,2,33.93836,-117.87711,Brea,Orange,CA,61,61,87,29.8,2,3,0
A-345770,3,34.066071,-117.328079,Colton,San Bernardino,CA,51.8,,67,30.02,7,,
A-1885977,3,30.290655,-81.629631,Jacksonville,Duval,FL,93,,49,29.93,10,9.2,
A-419343,2,43.010971,-83.595161,Burton,Genesee,MI,62.1,,90,29.52,2.5,9.2,0.03
A-899620,2,26.5527,-81.885063,Fort Myers,Lee,FL,63,63,93,30.25,10,3,0
A-4147660,2,41.00055,-73.65276,Greenwich,Fairfield,CT,64,,54,29.99,10,8.1,
A-1594461,2,34.159012,-80.910202,Columbia,Richland,SC,45,43.5,93,29.99,2.5,3.5,
A-4230238,4,33.18794,-87.557394,Tuscaloosa,Tuscaloosa,AL,71,71,93,29.79,4,0,0
A-1246764,3,33.744953,-84.389946,Atlanta,Fulton,GA,87,87,33,28.98,10,13,0
A-753046,2,35.22757,-80.94268,Charlotte,Mecklenburg,NC,72,72,78,29.29,10,10,0
A-1171843,2,43.133953,-87.975739,Milwaukee,Milwaukee,WI,72,72,69,29.35,10,5,0
A-507121,3,40.927296,-75.088844,Columbia,Warren,NJ,68,,90,29.76,,,0.08
A-585369,2,39.75325,-84.151756,Dayton,Montgomery,OH,70,70,32,29.36,10,12,0
A-419994,2,40.893211,-74.011505,Teaneck,Bergen,NJ,48.9,,93,29.6,5,5.8,0
A-1719037,2,29.686541,-95.558357,Houston,Harris,TX,59,,96,30.09,0.5,,
A-2926581,2,47.57213,-122.17726,Bellevue,King,WA,69.1,,49,29.84,10,9.2,
A-2044461,2,28.444923,-82.455711,Brooksville,Hernando,FL,88,,65,29.97,10,17.3,
A-536958,2,34.799839,-82.424431,Greenville,Greenville,SC,64,64,49,29.08,10,6,0
A-3088374,2,32.717315,-97.320473,Fort Worth,Tarrant,TX,37,27,96,29.4,4,18,0
A-3501376,2,34.06196,-117.1918,Redlands,San Bernardino,CA,72,72,60,28.72,7,14,0
A-2908725,2,40.62868,-74.30234,Clark,Union,NJ,60.1,,27,30.27,10,13.8,
A-1695367,2,33.48521,-86.786385,Birmingham,Jefferson,AL,28.9,22.8,96,30.43,0.2,5.8,
A-755905,2,39.806541,-77.013603,Mc Sherrystown,Adams,PA,75,75,82,29.5,10,8,0
A-4105061,2,42.27967,-87.85424,Lake Bluff,Lake,IL,63,,60,29.56,10,25.3,
A-932098,3,29.725695,-95.477341,Houston,Harris,TX,76,76,71,29.79,7,15,0
A-2218319,3,32.801815,-96.827339,Dallas,Dallas,TX,60.1,,78,30.09,10,4.6,
A-284928,2,30.211687,-97.87645,Austin,Travis,TX,81,,72,29.94,10,3.5,
A-104620,3,34.060116,-118.215012,Los Angeles,Los Angeles,CA,62.1,,41,29.94,10,3.5,
A-2204287,2,35.214283,-80.687256,Charlotte,Mecklenburg,NC,66.2,,23,30.4,10,6.9,
A-2346362,3,42.192543,-86.166588,Hartford,Van Buren,MI,14.5,3.6,84,29.98,2,8.1,
A-2648187,2,32.726128,-117.073067,San Diego,San Diego,CA,63,,100,29.92,0.5,,
A-621531,2,37.251278,-121.93309,San Jose,Santa Clara,CA,89,89,20,29.86,10,0,0
A-3666575,3,41.90815,-87.66243,Chicago,Cook,IL,66,66,81,28.93,10,14,0.01
A-3051375,2,37.98822,-122.527031,San Rafael,Marin,CA,36,36,93,30.24,10,0,0
A-1551655,3,33.920929,-118.082886,Norwalk,Los Angeles,CA,68,,49,30.18,10,4.6,
A-1313925,2,30.509111,-91.143539,Baton Rouge,East Baton Rouge,LA,92,92,58,29.89,10,8,0
A-1235804,2,39.183281,-119.716911,Carson City,Carson City,NV,91,91,15,25.34,10,9,0
A-914994,2,33.487419,-112.220543,Phoenix,Maricopa,AZ,44,41,89,28.84,10,6,0
A-3755419,2,45.16405,-93.03142,Hugo,Anoka,MN,30,22,93,29.09,7,9,0
A-3586114,2,40.62494,-74.30682,Clark,Union,NJ,,,,30.21,10,0,0
A-1314559,2,38.014191,-121.996666,Concord,Contra Costa,CA,66,66,68,29.86,10,17,0
A-1262573,2,29.58951,-95.10228,Houston,Harris,TX,90,90,62,29.94,10,7,
A-1436058,2,32.48175,-93.737358,Shreveport,Caddo,LA,74,74,85,29.7,10,7,0
A-3114991,2,38.665331,-121.363977,Sacramento,Sacramento,CA,61,61,68,29.87,5,7,
A-270642,2,29.736507,-95.588615,Houston,Harris,TX,73.9,,82,30.09,10,18.4,0
A-3592798,2,44.94967,-92.90315,Lake Elmo,Washington,MN,34,26,87,29.12,10,10,0
A-461938,2,34.014973,-117.975769,City Of Industry,Los Angeles,CA,89.6,,33,29.83,10,8.1,
A-2012054,2,42.032082,-87.670601,Evanston,Cook,IL,78.1,,43,30.05,10,16.1,
A-2137289,3,35.460457,-97.654236,Oklahoma City,Oklahoma,OK,73,,71,29.78,10,6.9,
A-4225370,4,44.820438,-68.768865,Bangor,Penobscot,ME,77,77,45,29.86,10,5,0
A-3940704,2,38.67827,-121.0175,El Dorado Hills,El Dorado,CA,59,,51,29.93,10,8.1,
A-2379084,3,36.123215,-86.80674,Nashville,Davidson,TN,12,4.1,84,30.56,7,4.6,
A-672086,2,36.224281,-86.815872,Nashville,Davidson,TN,73,73,87,29.22,10,10,0
A-3948990,2,45.78004,-122.87529,Scappoose,Columbia,OR,53.1,,69,29.9,8,15,0.01
A-3633001,1,33.46559,-111.9785,Phoenix,Maricopa,AZ,77,77,19,28.68,10,14,0
A-714005,2,32.528252,-93.296608,Sibley,Webster,LA,80,80,81,29.72,10,0,0
A-2701814,2,43.083515,-75.288231,Utica,Oneida,NY,62.1,,84,29.98,10,,
A-3850854,2,37.535556,-122.075,Fremont,Alameda,CA,70,70,44,29.93,10,16,0
A-2815570,2,33.49855,-112.11305,Phoenix,Maricopa,AZ,54,,80,29.89,10,9.2,
A-1825073,2,28.106228,-82.744019,Palm Harbor,Pinellas,FL,89.1,,59,30.08,10,10.4,
A-1347861,2,34.15646,-118.25499,Glendale,Los Angeles,CA,88,88,26,29.18,10,5,0
A-962863,2,34.886742,-82.391403,Greenville,Greenville,SC,37,30,93,29.15,5,9,0.06
A-1363891,2,39.239738,-84.593491,Cincinnati,Hamilton,OH,68,68,100,29.16,2,0,0
A-3608385,1,40.07106,-76.26946,Lancaster,Lancaster,PA,56,56,53,29.47,10,10,0
A-2571800,2,29.864754,-95.36293,Houston,Harris,TX,66,,37,30.26,10,,
A-642074,2,33.286919,-80.513412,Harleyville,Dorchester,SC,70,70,94,29.84,7,0,0
A-868336,3,41.657108,-71.03756,North Dartmouth,Bristol,MA,43,36,97,29.62,3,13,0.01
A-3412386,2,32.884043,-96.696842,Dallas,Dallas,TX,68,68,25,29.48,10,3,0
A-3333377,2,40.645111,-122.363737,Redding,Shasta,CA,75,75,20,29.43,10,3,0
A-3811545,2,38.770462,-122.997508,Cloverdale,Sonoma,CA,51,51,92,29.99,10,0,0
A-3090446,2,30.656694,-87.905548,Daphne,Baldwin,AL,57,57,87,29.99,10,9,0
A-3921104,2,32.432686,-96.857591,Waxahachie,Ellis,TX,43.5,40.1,84,30.1,10,5.8,
A-1505153,2,35.105202,-80.807922,Charlotte,Mecklenburg,NC,45,38.9,29,30.02,10,12.7,
A-879512,2,34.013699,-118.172256,Los Angeles,Los Angeles,CA,71,71,44,30.06,10,3,0
A-1383761,3,32.702953,-80.871994,Yemassee,Hampton,SC,91,91,52,29.98,10,6,0
A-3351605,2,26.317051,-80.11622,Deerfield Beach,Broward,FL,84,84,74,29.91,10,7,0
A-565407,2,33.440502,-86.727554,Birmingham,Jefferson,AL,51,51,39,29.78,10,3,0
A-342128,2,38.510769,-121.362694,Sacramento,Sacramento,CA,53.6,,62,30.22,10,4.6,
A-2141242,2,33.142372,-80.160698,Summerville,Berkeley,SC,,,,,,,
A-2942104,2,38.67138,-121.58593,Sacramento,Sacramento,CA,106,,16,29.64,10,4.6,
A-561345,2,25.783039,-80.175201,Miami,Miami-Dade,FL,73,73,79,30.19,10,8,0
A-3551407,2,37.686605,-122.130107,San Lorenzo,Alameda,CA,65,65,68,29.95,10,17,0
A-2960188,2,32.134076,-110.976035,Tucson,Pima,AZ,52,52,21,27.15,10,0,0
A-699955,2,33.465675,-111.978523,Phoenix,Maricopa,AZ,,,,,,,
A-574306,2,34.041279,-118.064323,South El Monte,Los Angeles,CA,47,47,74,29.91,,0,0
A-931589,2,32.906784,-96.89489,Dallas,Dallas,TX,56,56,55,29.29,10,8,0
A-2825766,2,39.11543,-84.50003,Cincinnati,Hamilton,OH,33.1,30,82,30.14,10,3.5,
A-1473839,2,41.508816,-73.68158,Holmes,Putnam,NY,59,59,20,29.44,10,12,0
A-2319014,2,34.321171,-119.103065,Santa Paula,Ventura,CA,75.9,,13,30.08,10,18.4,
A-570459,2,36.70356,-119.770622,Fresno,Fresno,CA,53,53,74,29.9,10,6,0
A-1296746,3,26.572584,-80.069473,Lake Worth,Palm Beach,FL,82,82,76,30.01,10,0,0
A-391050,2,30.349096,-97.546593,Manor,Travis,TX,71.6,,69,30.09,10,8.1,
A-3246355,2,37.66022,-121.904929,Pleasanton,Alameda,CA,77,77,46,29.58,4,0,0
A-3360629,2,33.598746,-84.390132,Forest Park,Clayton,GA,57,57,64,29.13,10,18,0
A-193289,2,43.06097,-83.693893,Flint,Genesee,MI,84,,58,29.93,10,9.2,
A-556717,3,28.59314,-81.382164,Winter Park,Orange,FL,70,70,68,30.1,10,5,0
A-131844,2,27.763037,-82.646614,Saint Petersburg,Pinellas,FL,82,,82,30,10,4.6,
A-4194559,2,32.74413,-97.33576,Fort Worth,Tarrant,TX,78,78,87,29.22,9,7,0
A-268330,2,29.667053,-95.568993,Houston,Harris,TX,52,,89,29.94,5,5.8,
A-1674143,2,33.55122,-112.116982,Phoenix,Maricopa,AZ,57,,44,29.9,10,,
A-163795,2,41.140121,-95.985756,Papillion,Sarpy,NE,69.1,,52,29.86,10,2.3,
A-600216,4,34.346478,-83.318756,Carnesville,Franklin,GA,74,74,92,29.05,10,6,
A-54136,3,34.055695,-118.451965,Los Angeles,Los Angeles,CA,59,,87,29.92,10,6.9,
A-543780,2,41.911011,-88.062378,Glendale Heights,DuPage,IL,38,38,62,29.23,10,0,0
A-529422,2,36.040001,-86.743492,Brentwood,Davidson,TN,33,33,59,29.63,10,0,0
A-3528577,2,40.74698,-111.7246,Salt Lake City,Salt Lake,UT,86,86,21,25.23,10,21,0
A-256709,3,39.268738,-76.559319,Baltimore,Baltimore City,MD,82.9,,38,29.94,,,
A-185063,3,42.438934,-83.432281,Northville,Wayne,MI,44.1,,65,30.21,10,,
A-3834119,2,34.018617,-118.173231,Los Angeles,Los Angeles,CA,66,66,73,29.75,10,0,0
A-545847,2,41.117817,-95.934914,Bellevue,Sarpy,NE,21,21,88,29.16,10,0,0
A-4088590,2,38.744238,-77.187841,Springfield,Fairfax County,VA,18.9,,48,30.47,10,,
A-3954379,2,44.425761,-121.737778,Camp Sherman,Jefferson,OR,39,34,60,30.31,10,6.9,
A-1428618,2,40.651058,-73.613586,Baldwin,Nassau,NY,80,80,31,29.9,10,12,0
A-2768999,2,41.45468,-73.23905,Southbury,New Haven,CT,33.8,29.6,56,30.43,10,4.6,
A-1756727,2,35.105537,-81.540009,Blacksburg,Cherokee,SC,46.4,45.2,97,30.04,10,3.5,
A-1112120,3,35.131241,-90.024117,Memphis,Shelby,TN,40,34,51,30,10,9,0
A-2171779,3,33.336742,-86.779625,Pelham,Shelby,AL,66.9,,23,30.11,10,3.5,
A-25527,3,37.435802,-121.919106,Milpitas,Santa Clara,CA,79,,31,30.08,10,5.8,
A-2319925,2,35.657581,-78.577591,Garner,Wake,NC,68,,76,29.87,10,17.3,
A-3689749,2,36.92382,-120.0742,Madera,Madera,CA,45,43,93,29.66,1,5,0.1
A-3274146,2,27.950714,-82.513137,Tampa,Hillsborough,FL,85,85,63,29.94,10,6,0
A-3604870,1,32.13405,-110.92613,Tucson,Pima,AZ,52,52,39,27.17,10,10,0
A-791517,2,34.5788,-82.690758,Anderson,Anderson,SC,73,73,87,29.11,10,5,0.02
A-3177814,2,38.012298,-121.86622,Pittsburg,Contra Costa,CA,36,36,86,30.18,10,0,0
A-479245,2,39.61898,-84.137154,Dayton,Montgomery,OH,62.1,,70,29.94,10,9.2,
A-2162158,3,33.459496,-112.306664,Avondale,Maricopa,AZ,87.8,,12,29.82,10,5.8,
A-34454,3,37.704182,-121.735611,Livermore,Alameda,CA,64,,52,30.18,10,9.2,
A-1096278,3,27.99752,-82.454071,Tampa,Hillsborough,FL,79,79,60,30.05,10,7,0
A-57127,3,32.556721,-117.05825,San Ysidro,San Diego,CA,55,,83,29.93,10,6.9,0
A-3084903,2,38.983794,-77.160876,Bethesda,Montgomery,MD,53,53,89,29.61,8,13,0.04
A-74554,3,34.072048,-117.907982,West Covina,Los Angeles,CA,55.4,,72,30.19,10,5.8,
A-307625,2,47.620098,-122.348495,Seattle,King,WA,37,34.5,65,29.93,10,3.5,
A-3491522,2,36.326285,-119.27385,Visalia,Tulare,CA,72,72,33,29.72,10,10,0
A-4215180,2,36.166,-80.26211,Winston Salem,Forsyth,NC,87,87,51,28.99,10,7,0
A-124353,3,29.206415,-82.184433,Ocala,Marion,FL,64.4,,56,29.89,10,8.1,
A-486693,2,29.754965,-95.558174,Houston,Harris,TX,91.4,,49,29.91,10,10.4,
A-769068,3,34.798573,-82.372467,Greenville,Greenville,SC,54,54,41,29.25,10,7,0
A-2750432,3,38.95326,-76.73757,Bowie,Prince George's,MD,39.2,35,93,30.03,10,5.8,
A-2692888,2,33.004662,-96.795563,Dallas,Collin,TX,91.4,,46,29.96,10,15,
A-3265045,2,40.273866,-76.860537,Harrisburg,Dauphin,PA,40,40,49,29.62,10,0,0
A-3198853,2,35.429208,-119.012248,Bakersfield,Kern,CA,49,47,74,29.5,2,6,0
A-775768,3,29.811689,-95.373825,Houston,Harris,TX,76,76,71,29.71,10,6,0
A-1383714,2,34.021938,-79.221611,Galivants Ferry,Horry,SC,90,90,49,29.9,10,7,0
A-398754,3,37.334236,-122.068367,Los Altos,Santa Clara,CA,59,,87,30.02,10,3.5,
A-2282483,2,35.823296,-78.82547,Morrisville,Wake,NC,55.9,,49,30.16,10,9.2,
A-626767,3,34.150669,-118.468231,Sherman Oaks,Los Angeles,CA,102,102,10,29.01,10,10,0
A-3865810,2,34.542714,-118.045239,Palmdale,Los Angeles,CA,70,70,9,27.17,10,26,0
A-118242,2,27.712313,-82.351883,Sun City Center,Hillsborough,FL,72.5,,70,30.09,10,10.4,
A-945166,3,39.01762,-77.100967,Bethesda,Montgomery,MD,54,54,94,29.8,10,5,0
A-3885532,2,42.410787,-123.425264,Grants Pass,Josephine,OR,33.1,26.9,66,30.05,10,6.9,0
A-3529390,2,43.1616,-77.60746,Rochester,Monroe,NY,79,79,56,29.34,10,8,0
A-398773,3,37.67046,-121.453957,Tracy,San Joaquin,CA,59,,87,30.01,10,,
A-2622914,3,47.607258,-122.330215,Seattle,King,WA,52,,93,29.72,10,12.7,0.01
A-591808,4,33.616936,-84.438271,Atlanta,Clayton,GA,68,68,70,29.09,10,10,0
A-880190,2,40.665344,-73.821449,Queens,Queens,NY,45,38,52,29.94,10,17,0
A-3020180,2,42.293361,-122.840614,Medford,Jackson,OR,85,85,10,28.41,10,18,0
A-4098334,2,30.21077,-90.937279,Gonzales,Ascension,LA,68,68,26,29.86,10,3,0
A-3006728,2,28.146244,-82.751204,Tarpon Springs,Pinellas,FL,52,52,100,30.15,5,0,0
A-1132789,2,37.741856,-121.125336,Ripon,San Joaquin,CA,73,73,39,29.74,10,0,0
A-1719676,3,32.924751,-96.785927,Dallas,Dallas,TX,63,,87,30.04,10,11.5,
A-2188837,2,46.683022,-121.546066,Randle,Lewis,WA,46,40,93,30,10,15,0
A-2738510,2,29.8084,-95.44113,Houston,Harris,TX,86,,66,30.03,10,11.5,
A-144422,2,28.547199,-81.223412,Orlando,Orange,FL,89.1,,63,30.22,10,8.1,
A-3924021,2,44.05496,-121.271174,Bend,Deschutes,OR,37.4,33.8,81,30.08,10,4.6,
A-485658,3,29.77791,-95.381104,Houston,Harris,TX,82.4,,58,29.86,10,11.5,
A-2529402,2,39.862896,-84.888603,Richmond,Wayne,IN,62.6,,100,30.21,7,,
A-3657781,2,37.960751,-121.3337,Stockton,San Joaquin,CA,81,81,39,30.12,10,14,0
A-3758951,2,33.832204,-117.530058,Corona,Riverside,CA,57,57,33,29.4,10,15,0
A-14857,3,37.915211,-122.065819,Walnut Creek,Contra Costa,CA,71.1,,44,30.07,10,6.9,
A-957286,2,42.46513,-124.41861,Gold Beach,Curry,OR,56,56,32,29.71,10,7,0
A-790668,3,44.035526,-123.042351,Eugene,Lane,OR,86,86,41,29.56,10,10,0
A-703881,3,28.580301,-81.37487,Orlando,Orange,FL,91,91,55,29.98,10,7,0
A-1259979,3,45.076241,-93.330551,Minneapolis,Hennepin,MN,77,77,64,29.09,10,9,0
A-1003855,2,29.704517,-95.557297,Houston,Harris,TX,66,66,100,30,10,9,0
A-799092,3,39.577248,-104.740578,Aurora,Arapahoe,CO,67,67,39,24.07,10,13,0
A-3334433,2,38.668044,-90.448819,Saint Louis,St. Louis County,MO,48,45,54,29.41,9,6,0
A-1755199,3,32.888008,-86.624123,Clanton,Chilton,AL,46.9,,100,30.09,1.8,6.9,0.24
A-3392429,2,37.331989,-120.527784,Merced,Merced,CA,40,40,93,30.03,0,0,0
A-2054223,2,30.333721,-81.655792,Jacksonville,Duval,FL,75.9,,87,30.09,10,4.6,
A-1762572,2,35.16367,-80.89521,Charlotte,Mecklenburg,NC,37,31,96,30.15,2,8.1,0.3
A-1559482,2,34.085732,-80.935402,Columbia,Richland,SC,37.9,,68,30.39,10,,
A-3419305,2,30.326396,-81.679197,Jacksonville,Duval,FL,71,71,68,30.03,10,13,0
A-3767493,2,33.801224,-117.156315,Nuevo,Riverside,CA,59,59,100,28.45,2,3,0
A-668008,3,41.655666,-88.124634,Romeoville,Will,IL,41,35,69,29.25,10,12,0
A-3105951,2,34.986509,-111.686486,Flagstaff,Coconino,AZ,43,43,43,23.47,10,0,0
A-4100329,3,33.46271,-112.17497,Phoenix,Maricopa,AZ,41,,42,30.03,10,,
A-647011,2,39.936111,-77.031563,East Berlin,Adams,PA,54,54,69,29.56,10,7,0
A-3295361,2,33.82354,-118.206642,Long Beach,Los Angeles,CA,55,55,89,30.03,5,3,0
A-1468029,3,27.311117,-80.413979,Port Saint Lucie,St. Lucie,FL,74,74,82,29.96,10,3,0
A-1557200,3,34.418266,-86.898552,Hartselle,Morgan,AL,49,47,93,29.32,4,6,0
A-3904983,4,45.54573,-122.5328,Portland,Multnomah,OR,26.1,,96,30.11,10,,
A-1747492,3,36.038906,-86.782555,Brentwood,Davidson,TN,54,,55,30.12,10,5.8,
A-1417380,2,35.172318,-106.584312,Albuquerque,Bernalillo,NM,45,38,76,24.47,10,15,0.01
A-2544792,3,41.065388,-81.434242,Akron,Summit,OH,60.1,,90,30.15,6,4.6,
A-2157670,2,30.436125,-91.151985,Baton Rouge,East Baton Rouge,LA,89.1,,53,29.7,10,4.6,
A-3864595,2,38.330046,-120.906954,Ione,Amador,CA,57,57,88,29.63,10,8,
A-339157,3,37.848976,-122.298775,Berkeley,Alameda,CA,50,,66,29.99,10,17.3,0.02
A-3173232,2,30.481672,-81.643787,Jacksonville,Duval,FL,61,61,97,30.02,10,6,0
A-1857775,2,33.965599,-80.943741,Columbia,Richland,SC,66,,38,30.22,10,5.8,
A-2896828,2,37.49891,-122.23926,Redwood City,San Mateo,CA,69.8,,40,30.16,10,17.3,
A-3509648,3,45.12431,-93.18841,Saint Paul,Ramsey,MN,63,63,68,29.04,10,6,0
A-353953,3,25.812012,-80.137947,Miami Beach,Miami-Dade,FL,72,,64,30.01,10,12.7,
A-2711208,2,43.023361,-83.709038,Flint,Genesee,MI,64.9,,87,30.07,2,3.5,
A-3118810,2,41.446741,-122.363534,Weed,Siskiyou,CA,42,38,62,26.04,10,7,0
A-842590,3,33.680935,-84.411804,Atlanta,Fulton,GA,61,61,93,29,0.5,3,0.01
A-1401131,3,42.237644,-85.678085,Kalamazoo,Kalamazoo,MI,54,54,59,28.89,10,9,0
A-1898677,2,47.637402,-122.237953,Medina,King,WA,60.1,,62,30.12,10,3.5,
A-1585237,2,37.553993,-122.291023,San Mateo,San Mateo,CA,46.4,44.3,76,30.06,10,4.6,
A-2405810,2,29.850065,-95.262383,Houston,Harris,TX,64.9,,63,30.23,10,3.5,
A-851747,3,33.854935,-117.976379,Anaheim,Orange,CA,59,59,87,29.8,10,5,0.04
A-2438549,3,42.996902,-83.705894,Flint,Genesee,MI,37,31,96,29.93,1,8.1,0.02
A-219211,2,40.804989,-73.280846,Commack,Suffolk,NY,75.9,,74,30.04,10,10.4,
A-463131,2,34.019634,-117.988121,Hacienda Heights,Los Angeles,CA,75.2,,61,29.93,10,,
A-3498646,2,38.703344,-120.812055,Placerville,El Dorado,CA,54,54,100,27.15,0,8,0.13
A-2002663,2,35.391476,-97.547783,Oklahoma City,Oklahoma,OK,87.1,,51,30.03,10,4.6,
A-2160757,3,37.69659,-121.921097,Pleasanton,Alameda,CA,51.1,,100,29.77,6,6.9,
A-1838,3,38.639866,-121.483604,Sacramento,Sacramento,CA,86,,33,29.73,10,10.4,
A-3528190,4,39.20656,-74.86501,Woodbine,Cape May,NJ,90,90,42,29.62,10,12,0
A-2894051,2,33.7774,-117.85727,Orange,Orange,CA,64,,58,30.02,10,5.8,
A-3622493,2,38.343844,-120.882448,Ione,Amador,CA,52,52,67,29.77,10,3,
A-1832120,2,29.722095,-95.376701,Houston,Harris,TX,71.6,,69,30.19,10,12.7,
